Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
Enric Gallego\Enric-Gallego,es ESP,FW,Osasuna,es La Liga,33,1986,9.0,16,1.79,13,0,0,1,2,0,3,0.33,2,0,0,1,0,0,Matches
Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,es La Liga,33,1987,12.0,14,1.17,10,0,0,2,2,0,2,0.17,2,0,0,0,0,0,Matches
Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,30,1989,17.6,46,2.62,37,0,3,0,2,4,4,0.23,3,0,1,0,0,0,Matches
Ignatius Ganago\Ignatius-Ganago,cm CMR,FW,Lens,fr Ligue 1,21,1999,14.5,33,2.28,14,0,6,2,9,2,8,0.55,0,0,3,0,3,2,Matches
Aleix García\Aleix-Garcia,es ESP,MF,Eibar,es La Liga,23,1997,4.9,12,2.47,7,5,0,0,0,0,1,0.21,0,1,0,0,0,0,Matches
Borja García\Borja-Garcia,es ESP,MFFW,Huesca,es La Liga,29,1990,12.4,39,3.14,33,0,2,2,2,0,0,0.00,0,0,0,0,0,0,Matches
Dani García\Dani-Garcia,es ESP,MF,Athletic Club,es La Liga,30,1990,21.3,18,0.84,15,1,0,0,0,2,1,0.05,1,0,0,0,0,0,Matches
David García\David-Garcia,es ESP,DF,Osasuna,es La Liga,26,1994,35.0,8,0.23,7,0,0,0,0,1,1,0.03,0,0,0,0,0,1,Matches
Eric García\Eric-Garcia,es ESP,DF,Manchester City,eng Premier League,19,2001,4.3,4,0.94,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Manu García\Manu-Garcia,es ESP,MF,Alavés,es La Liga,34,1986,12.5,11,0.88,7,0,0,1,2,1,1,0.08,0,0,0,0,1,0,Matches
Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,es La Liga,31,1989,5.6,8,1.43,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Raúl García\Raul-Garcia,es ESP,FWMF,Athletic Club,es La Liga,34,1986,19.4,33,1.70,26,0,1,0,5,1,2,0.10,2,0,0,0,0,0,Matches
Rubén García\Ruben-Garcia,es ESP,MFFW,Osasuna,es La Liga,27,1993,30.2,79,2.62,48,22,2,0,5,2,9,0.30,6,1,0,0,1,1,Matches
Sergi García\Sergi-Garcia,es ESP,MF,Alavés,es La Liga,21,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Unai García\Unai-Garcia,es ESP,DF,Osasuna,es La Liga,28,1992,13.8,8,0.58,5,1,0,2,0,0,1,0.07,1,0,0,0,0,0,Matches
Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,29,1990,20.6,31,1.51,25,0,1,1,2,2,4,0.19,3,0,0,0,1,0,Matches
Manuel Gasparini\Manuel-Gasparini,it ITA,GK,Udinese,it Serie A,18,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,eng Premier League,29,1990,5.7,13,2.28,8,2,0,2,1,0,1,0.18,1,0,0,0,0,0,Matches
Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Elche,es La Liga,28,1992,8.0,4,0.50,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,eng Premier League,24,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Yann Gboho\Yann-Gboho,fr FRA,MFFW,Rennes,fr Ligue 1,19,2001,3.4,15,4.46,9,0,3,2,1,0,0,0.00,0,0,0,0,0,0,Matches
David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,29,1990,25.5,2,0.08,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Christian Gebauer\Christian-Gebauer,at AUT,MFFW,Arminia,de Bundesliga,26,1993,7.6,14,1.83,12,0,0,2,0,0,1,0.13,1,0,0,0,0,0,Matches
Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,33,1986,33.7,38,1.13,30,3,0,2,3,0,4,0.12,2,1,0,1,0,0,Matches
Emrehan Gedikli\Emrehan-Gedikli,de GER,FW,Leverkusen,de Bundesliga,17,2003,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,de Bundesliga,22,1998,7.3,24,3.28,15,8,0,1,0,0,1,0.14,0,1,0,0,0,0,Matches
Christian Gentner\Christian-Gentner,de GER,MF,Union Berlin,de Bundesliga,34,1985,11.5,18,1.57,16,0,0,0,2,0,1,0.09,1,0,0,0,0,0,Matches
Yannick Gerhardt\Yannick-Gerhardt,de GER,MFFW,Wolfsburg,de Bundesliga,26,1994,21.5,38,1.77,26,3,2,4,3,0,7,0.33,5,0,0,1,1,0,Matches
Valère Germain\Valere-Germain,fr FRA,FW,Marseille,fr Ligue 1,30,1990,9.5,5,0.53,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Gervinho\Gervinho,ci CIV,FW,Parma,it Serie A,33,1987,22.5,57,2.54,42,0,11,1,3,0,3,0.13,2,0,0,0,1,0,Matches
Willem Geubbels\Willem-Geubbels,fr FRA,FWMF,Monaco,fr Ligue 1,18,2001,3.3,6,1.84,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hamadi Al Ghaddioui\Hamadi-Al-Ghaddioui,ma MAR,FWMF,Stuttgart,de Bundesliga,29,1990,0.5,2,3.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,eng Premier League,25,1995,17.9,55,3.07,30,9,4,6,6,0,1,0.06,0,0,0,1,0,0,Matches
Paolo Ghiglione\Paolo-Ghiglione,it ITA,DFMF,Genoa,it Serie A,23,1997,15.1,32,2.12,23,6,1,0,1,1,6,0.40,5,1,0,0,0,0,Matches
Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DFFW,Napoli,it Serie A,29,1991,3.2,12,3.74,6,4,0,2,0,0,1,0.31,0,0,0,1,0,0,Matches
Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,eng Premier League,30,1989,9.0,4,0.44,4,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,eng Premier League,20,2000,4.6,17,3.70,12,2,0,0,3,0,1,0.22,0,0,0,0,1,0,Matches
Niko Gießelmann\Niko-Giesselmann,de GER,DF,Union Berlin,de Bundesliga,28,1991,4.8,6,1.26,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Rafał Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,32,1987,34.0,3,0.09,2,1,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
David Gil\David-Gil,es ESP,GK,Cádiz,es La Liga,26,1994,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,eng Premier League,19,2001,2.9,4,1.38,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Álvaro Giménez\Alvaro-Gimenez,es ESP,FWMF,Cádiz,es La Liga,29,1991,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Daniel Ginczek\Daniel-Ginczek,de GER,FWMF,Wolfsburg,de Bundesliga,29,1991,2.4,5,2.09,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,de Bundesliga,26,1994,34.0,30,0.88,28,0,1,0,1,0,5,0.15,5,0,0,0,0,0,Matches
Andrei Girotto\Andrei-Girotto,br BRA,DFMF,Nantes,fr Ligue 1,28,1992,29.6,19,0.64,13,0,0,5,1,0,3,0.10,1,0,0,2,0,0,Matches
Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,eng Premier League,33,1986,8.3,15,1.80,12,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
Robert Glatzel\Robert-Glatzel,de GER,FW,Mainz 05,de Bundesliga,26,1994,4.0,11,2.76,7,0,1,1,1,1,3,0.75,1,0,0,1,0,1,Matches
Kamil Glik\Kamil-Glik,pl POL,DF,Benevento,it Serie A,32,1988,35.6,13,0.36,12,0,1,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,25,1995,18.3,79,4.32,64,7,4,3,1,0,11,0.60,9,1,0,0,1,0,Matches
Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,eng Premier League,22,1998,29.8,10,0.34,7,0,0,2,1,0,2,0.07,1,0,0,1,0,0,Matches
Diego Godín\Diego-Godin,uy URU,DF,Cagliari,it Serie A,34,1986,27.9,20,0.72,19,0,0,0,1,0,2,0.07,2,0,0,0,0,0,Matches
Akaki Gogia\Akaki-Gogia,de GER,FW,Union Berlin,de Bundesliga,28,1992,1.6,5,3.21,4,0,0,0,1,0,3,1.93,2,0,0,0,1,0,Matches
Amer Gojak\Amer-Gojak,ba BIH,MFFW,Torino,it Serie A,23,1997,5.3,14,2.65,6,5,1,1,0,1,2,0.38,0,1,0,1,0,0,Matches
Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Genoa,it Serie A,26,1993,20.6,12,0.58,12,0,0,0,0,0,2,0.10,2,0,0,0,0,0,Matches
Vladimir Golemić\Vladimir-Golemic,si SVN,DF,Crotone,it Serie A,29,1991,26.0,12,0.46,11,1,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,it Serie A,25,1995,24.0,3,0.13,2,1,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,24,1996,11.9,49,4.13,20,23,3,2,0,1,12,1.01,6,5,0,0,0,1,Matches
Tomislav Gomelt\Tomislav-Gomelt,hr CRO,MF,Crotone,it Serie A,25,1995,0.2,1,4.74,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
André Gomes\Andre-Gomes,pt POR,MF,Everton,eng Premier League,27,1993,17.4,35,2.01,31,2,1,0,0,1,2,0.11,2,0,0,0,0,0,Matches
Dani Gómez\Dani-Gomez,es ESP,FW,Levante,es La Liga,22,1998,18.5,29,1.57,21,0,3,2,3,0,6,0.32,3,0,0,2,1,0,Matches
Ibai Gómez\Ibai-Gomez,es ESP,MF,Athletic Club,es La Liga,30,1989,4.7,9,1.91,6,3,0,0,0,0,2,0.42,1,1,0,0,0,0,Matches
Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,eng Premier League,23,1997,6.6,2,0.31,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,es La Liga,23,1996,29.9,48,1.61,28,0,2,5,12,1,11,0.37,3,0,0,3,5,0,Matches
Moi Gómez\Moi-Gomez,es ESP,MFFW,Villarreal,es La Liga,26,1994,28.5,62,2.18,47,6,6,2,1,0,4,0.14,3,1,0,0,0,0,Matches
Papu Gómez\Papu-Gomez,ar ARG,FWMF,Atalanta,it Serie A,32,1988,7.4,36,4.86,20,4,7,1,4,0,5,0.68,4,0,1,0,0,0,Matches
Papu Gómez\Papu-Gomez,ar ARG,MFFW,Sevilla,es La Liga,32,1988,10.2,37,3.64,22,5,4,0,5,1,2,0.20,1,0,0,0,1,0,Matches
Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,es La Liga,28,1992,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sergio Gómez\Sergio-Gomez,es ESP,MFFW,Huesca,es La Liga,19,2000,8.8,19,2.16,11,6,0,1,1,0,1,0.11,1,0,0,0,0,0,Matches
Alfred Gomis\Alfred-Gomis,sn SEN,GK,Dijon,fr Ligue 1,26,1993,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alfred Gomis\Alfred-Gomis,sn SEN,GK,Rennes,fr Ligue 1,26,1993,22.0,3,0.14,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Granada,es La Liga,31,1989,16.4,21,1.28,16,0,1,1,2,1,2,0.12,2,0,0,0,0,0,Matches
Vagner Gonçalves\Vagner-Goncalves,cv CPV,FWMF,Metz,fr Ligue 1,24,1996,10.7,32,2.98,17,3,3,1,7,1,5,0.47,3,0,1,0,1,0,Matches
Álvaro González\Alvaro-Gonzalez,es ESP,DF,Marseille,fr Ligue 1,30,1990,31.5,13,0.41,9,0,0,1,2,1,4,0.13,1,0,0,1,1,1,Matches
Bruno González\Bruno-Gonzalez,es ESP,DF,Valladolid,es La Liga,30,1990,25.1,4,0.16,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Diego González\Diego-Gonzalez,es ESP,DF,Elche,es La Liga,25,1995,14.2,4,0.28,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Nicolás González\Nicolas-Gonzalez,ar ARG,FWDF,Stuttgart,de Bundesliga,22,1998,10.4,30,2.89,20,0,3,3,4,0,7,0.67,3,0,2,1,1,0,Matches
Sergio González\Sergio-Gonzalez,es ESP,MF,Cádiz,es La Liga,23,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Urko González\Urko-Gonzalez,es ESP,MF,Real Sociedad,es La Liga,19,2001,0.5,1,1.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,eng Premier League,19,2001,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,de Bundesliga,25,1995,18.9,46,2.43,35,0,2,5,2,2,14,0.74,10,0,2,2,0,0,Matches
Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,es La Liga,23,1996,26.5,52,1.96,41,7,0,1,3,0,6,0.23,6,0,0,0,0,0,Matches
Robin Gosens\Robin-Gosens,de GER,DF,Atalanta,it Serie A,26,1994,28.0,65,2.32,54,2,1,4,2,2,11,0.39,9,1,0,1,0,0,Matches
Amine Gouiri\Amine-Gouiri,fr FRA,FWMF,Nice,fr Ligue 1,20,2000,30.5,121,3.96,75,13,9,8,9,7,14,0.46,4,3,1,2,2,2,Matches
Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,29,1991,31.5,24,0.76,16,2,1,1,1,3,1,0.03,1,0,0,0,0,0,Matches
Jonathan Gradit\Jonathan-Gradit,fr FRA,DF,Lens,fr Ligue 1,27,1992,31.4,30,0.96,26,0,1,0,2,1,2,0.06,2,0,0,0,0,0,Matches
Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,eng Premier League,22,1997,12.5,11,0.88,7,1,1,1,1,0,1,0.08,1,0,0,0,0,0,Matches
Alberto Grassi\Alberto-Grassi,it ITA,MFDF,Parma,it Serie A,25,1995,13.1,11,0.84,8,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
Andrew Gravillon\Andrew-Gravillon,fr FRA,DF,Lorient,fr Ligue 1,22,1998,25.2,14,0.55,12,1,0,1,0,0,5,0.20,4,0,0,1,0,0,Matches
Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,eng Premier League,24,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Demarai Gray\Demarai-Gray,eng ENG,FW,Leverkusen,de Bundesliga,24,1996,4.9,16,3.26,10,3,1,2,0,0,2,0.41,2,0,0,0,0,0,Matches
Adrian Grbić\Adrian-Grbic,at AUT,FW,Lorient,fr Ligue 1,23,1996,10.7,13,1.22,7,0,0,2,3,1,2,0.19,0,0,0,0,2,0,Matches
Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,eng Premier League,24,1995,24.3,150,6.18,114,14,8,2,11,1,21,0.86,17,0,0,0,3,1,Matches
Etienne Green\Etienne-Green,fr FRA,GK,Saint-Étienne,fr Ligue 1,20,2000,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,18,2001,20.2,50,2.47,29,1,8,7,4,1,5,0.25,3,0,2,0,0,0,Matches
Michael Gregoritsch\Michael-Gregoritsch,at AUT,FWMF,Augsburg,de Bundesliga,26,1994,9.3,15,1.62,10,1,2,0,2,0,4,0.43,3,0,0,0,1,0,Matches
Clément Grenier\Clement-Grenier,fr FRA,MF,Rennes,fr Ligue 1,29,1991,12.0,46,3.84,29,14,0,1,2,0,6,0.50,4,1,0,0,1,0,Matches
Sebastian Griesbeck\Sebastian-Griesbeck,de GER,MF,Union Berlin,de Bundesliga,29,1990,9.9,6,0.61,3,0,1,0,2,0,1,0.10,0,0,0,0,1,0,Matches
Antoine Griezmann\Antoine-Griezmann,fr FRA,FWMF,Barcelona,es La Liga,29,1991,28.9,88,3.04,76,3,3,2,3,1,10,0.35,9,0,0,0,1,0,Matches
Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,de Bundesliga,27,1993,25.7,119,4.63,70,32,7,5,4,1,18,0.70,13,4,0,1,0,0,Matches
Lennart Grill\Lennart-Grill,de GER,GK,Leverkusen,de Bundesliga,21,1999,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Florian Grillitsch\Florian-Grillitsch,at AUT,MFDF,Hoffenheim,de Bundesliga,24,1995,20.9,42,2.01,35,0,2,2,2,1,7,0.34,5,0,1,0,1,0,Matches
Christian Groß\Christian-Gross,de GER,MFDF,Werder Bremen,de Bundesliga,31,1989,16.3,14,0.86,12,0,1,1,0,0,1,0.06,1,0,0,0,0,0,Matches
Pascal Groß\Pascal-Gross,de GER,MFDF,Brighton,eng Premier League,29,1991,27.6,110,3.99,63,40,0,4,2,1,9,0.33,6,3,0,0,0,0,Matches
Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,eng Premier League,32,1988,1.6,5,3.04,4,0,0,1,0,0,2,1.22,2,0,0,0,0,0,Matches
Ilia Gruev\Ilia-Gruev,bg BUL,FW,Werder Bremen,de Bundesliga,20,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Carlos Gruezo\Carlos-Gruezo,ec ECU,MF,Augsburg,de Bundesliga,25,1995,23.2,22,0.95,18,0,2,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,eng Premier League,33,1987,37.0,2,0.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andrés Guardado\Andres-Guardado,mx MEX,MF,Betis,es La Liga,33,1986,14.6,23,1.57,21,0,0,0,1,1,1,0.07,1,0,0,0,0,0,Matches
Sergi Guardiola\Sergi-Guardiola,es ESP,FW,Valladolid,es La Liga,29,1991,19.9,27,1.35,18,0,3,1,3,2,5,0.25,3,0,1,0,1,0,Matches
Nemanja Gudelj\Nemanja-Gudelj,rs SRB,MFDF,Sevilla,es La Liga,28,1991,11.6,7,0.61,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,Valencia,es La Liga,23,1996,25.4,85,3.34,53,1,12,4,14,1,16,0.63,12,0,1,1,1,1,Matches
Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Hertha BSC,de Bundesliga,21,1999,20.2,38,1.88,29,2,0,2,5,0,3,0.15,1,0,0,0,2,0,Matches
Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,Dortmund,de Bundesliga,26,1993,24.6,87,3.53,75,4,5,1,1,1,16,0.65,14,1,0,1,0,0,Matches
Evann Guessand\Evann-Guessand,fr FRA,FW,Nice,fr Ligue 1,19,2001,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kelyan Guessoum\Kelyan-Guessoum,fr FRA,DF,Nîmes,fr Ligue 1,21,1999,12.5,3,0.24,1,0,0,1,1,0,1,0.08,0,0,0,0,1,0,Matches
Ander Guevara\Ander-Guevara,es ESP,MF,Real Sociedad,es La Liga,23,1997,23.1,28,1.21,26,0,1,1,0,0,3,0.13,2,0,0,1,0,0,Matches
Lamine Gueye\Lamine-Gueye,sn SEN,FWMF,Metz,fr Ligue 1,22,1998,16.2,36,2.23,21,5,1,6,2,1,3,0.19,2,0,0,1,0,0,Matches
Pape Gueye\Pape-Gueye,fr FRA,MF,Marseille,fr Ligue 1,21,1999,22.9,28,1.22,23,0,0,2,1,2,4,0.17,3,0,0,1,0,0,Matches
John Guidetti\John-Guidetti,se SWE,FWMF,Alavés,es La Liga,28,1992,2.3,5,2.16,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MFDF,Wolfsburg,de Bundesliga,29,1990,8.3,11,1.33,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Strasbourg,fr Ligue 1,25,1994,12.4,23,1.86,12,7,0,2,2,0,5,0.40,4,0,0,1,0,0,Matches
Hugo Guillamón\Hugo-Guillamon,es ESP,DF,Valencia,es La Liga,20,2000,22.1,5,0.23,3,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
Bruno Guimarães\Bruno-Guimaraes,br BRA,MF,Lyon,fr Ligue 1,22,1997,19.5,57,2.92,51,1,1,1,1,2,10,0.51,8,1,0,0,1,0,Matches
Sehrou Guirassy\Sehrou-Guirassy,fr FRA,FW,Rennes,fr Ligue 1,24,1996,19.6,56,2.86,40,0,6,3,7,0,5,0.26,2,0,2,0,1,0,Matches
Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,de Bundesliga,30,1990,33.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,de Bundesliga,29,1991,21.7,6,0.28,4,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
Robert Gumny\Robert-Gumny,pl POL,DF,Augsburg,de Bundesliga,22,1998,15.3,15,0.98,11,1,0,1,2,0,2,0.13,1,0,0,0,1,0,Matches
İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,eng Premier League,29,1990,22.5,82,3.64,61,4,8,5,2,2,10,0.44,3,1,3,1,1,1,Matches
Christian Günter\Christian-Gunter,de GER,DF,Freiburg,de Bundesliga,27,1993,34.0,102,3.00,70,25,1,2,2,2,8,0.24,6,1,0,0,0,1,Matches
Koray Günter\Koray-Gunter,de GER,DF,Hellas Verona,it Serie A,25,1994,19.6,12,0.61,10,0,0,1,0,1,2,0.10,1,0,0,1,0,0,Matches
Jon Guridi\Jon-Guridi,es ESP,MF,Real Sociedad,es La Liga,25,1995,9.2,10,1.08,6,0,0,1,3,0,1,0.11,1,0,0,0,0,0,Matches
Malo Gusto\Malo-Gusto,fr FRA,MF,Lyon,fr Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Raúl Guti\Raul-Guti,es ESP,MF,Elche,es La Liga,23,1996,31.8,26,0.82,19,0,2,1,3,1,4,0.13,1,0,0,1,2,0,Matches
Marcos Mauro López Gutiérrez\Marcos-Mauro-Lopez-Gutierrez,ar ARG,DF,Cádiz,es La Liga,29,1991,20.3,4,0.20,3,0,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches
Miguel Gutiérrez\Miguel-Gutierrez,es ESP,DF,Real Madrid,es La Liga,19,2001,3.5,7,1.99,4,1,0,0,2,0,1,0.28,1,0,0,0,0,0,Matches
Emmanuel Gyasi\Emmanuel-Gyasi,gh GHA,FW,Spezia,it Serie A,26,1994,31.7,59,1.86,49,0,5,3,1,1,9,0.28,8,0,1,0,0,0,Matches
Erling Haaland\Erling-Haaland,no NOR,FW,Dortmund,de Bundesliga,20,2000,26.7,62,2.32,39,0,10,9,3,1,16,0.60,10,0,4,2,0,0,Matches
Janik Haberer\Janik-Haberer,de GER,MFFW,Freiburg,de Bundesliga,26,1994,5.4,7,1.30,4,0,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Alexander Hack\Alexander-Hack,de GER,DF,Mainz 05,de Bundesliga,26,1993,15.2,11,0.72,9,1,0,1,0,0,1,0.07,0,0,0,1,0,0,Matches
Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,eng Premier League,16,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Munir El Haddadi\Munir-El-Haddadi,ma MAR,FW,Sevilla,es La Liga,24,1995,9.4,25,2.66,15,3,3,1,3,0,3,0.32,3,0,0,0,0,0,Matches
André Hahn\Andre-Hahn,de GER,FWMF,Augsburg,de Bundesliga,29,1990,22.6,32,1.41,19,1,2,4,3,3,8,0.35,4,0,1,1,1,1,Matches
Amadou Haidara\Amadou-Haidara,ml MLI,MFDF,RB Leipzig,de Bundesliga,22,1998,21.2,67,3.17,56,0,2,3,3,3,4,0.19,2,0,0,1,1,0,Matches
Massadio Haïdara\Massadio-Haidara,ml MLI,DF,Lens,fr Ligue 1,27,1992,23.7,31,1.31,26,1,1,1,1,1,3,0.13,2,0,0,1,0,0,Matches
Achraf Hakimi\Achraf-Hakimi,ma MAR,DF,Inter,it Serie A,21,1998,29.6,75,2.53,59,4,3,0,9,0,18,0.61,15,0,0,0,3,0,Matches
Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,eng Premier League,26,1994,10.4,17,1.63,13,0,1,0,3,0,0,0.00,0,0,0,0,0,0,Matches
Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,28,1991,18.3,53,2.89,44,4,1,2,0,2,4,0.22,4,0,0,0,0,0,Matches
Pierre-Yves Hamel\Pierre-Yves-Hamel,fr FRA,FW,Lorient,fr Ligue 1,26,1994,9.4,20,2.12,15,0,0,2,1,2,3,0.32,2,0,0,1,0,0,Matches
Romain Hamouma\Romain-Hamouma,fr FRA,FW,Saint-Étienne,fr Ligue 1,33,1987,19.7,62,3.15,31,18,3,3,7,0,4,0.20,3,0,0,1,0,0,Matches
Samir Handanović\Samir-Handanovic,si SVN,GK,Inter,it Serie A,36,1984,36.0,3,0.08,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Lukáš Haraslín\Lukas-Haraslin,sk SVK,FWMF,Sassuolo,it Serie A,24,1996,3.7,17,4.59,10,3,1,0,3,0,3,0.81,2,0,0,0,1,0,Matches
Amine Harit\Amine-Harit,ma MAR,MFFW,Schalke 04,de Bundesliga,23,1997,23.3,85,3.64,50,14,8,1,10,2,7,0.30,5,1,0,0,0,1,Matches
Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,eng Premier League,20,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
