Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,Corner_In,Corner_Out,Corner_Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Name_no_spec_chars
Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,22.0,1997.0,5.4,288.0,253.0,35.0,4.0,1.0,27.0,9.0,4,0.0,0.0,0.0,0.0,203.0,51.0,34.0,50.0,196.0,7.0,31.0,0.0,226.0,1.0,7.0,8.0,9.0,Ainsley Maitland Niles
Ainsley Maitland-Niles,ENG,MF,West Brom,Premier League,22.0,1997.0,13.7,402.0,386.0,16.0,1.0,2.0,79.0,7.0,12,2.0,1.0,0.0,0.0,281.0,62.0,59.0,53.0,304.0,31.0,3.0,4.0,307.0,1.0,7.0,19.0,18.0,Ainsley Maitland Niles
Josh Maja,NGA,FWMF,Fulham,Premier League,21.0,1998.0,9.0,179.0,172.0,7.0,0.0,0.0,40.0,3.0,0,0.0,0.0,0.0,0.0,138.0,27.0,14.0,30.0,137.0,3.0,1.0,3.0,157.0,0.0,1.0,4.0,9.0,Josh Maja
Josh Maja,NGA,FW,Bordeaux,Ligue 1,21.0,1998.0,8.9,187.0,178.0,9.0,0.0,0.0,55.0,1.0,0,0.0,0.0,0.0,0.0,145.0,32.0,10.0,27.0,140.0,6.0,2.0,7.0,165.0,0.0,0.0,3.0,4.0,Josh Maja
Radosław Majecki,POL,GK,Monaco,Ligue 1,20.0,1999.0,1.0,37.0,25.0,12.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,21.0,0.0,16.0,5.0,30.0,0.0,0.0,2.0,25.0,1.0,1.0,0.0,0.0,Radoslaw Majecki
Abdul Majeed Waris,GHA,FWMF,Strasbourg,Ligue 1,28.0,1991.0,6.1,140.0,139.0,1.0,0.0,0.0,17.0,4.0,9,0.0,0.0,0.0,0.0,100.0,27.0,13.0,15.0,114.0,6.0,0.0,4.0,106.0,1.0,3.0,3.0,9.0,Abdul Majeed Waris
Marco Majouga,FRA,FWMF,Nîmes,Ligue 1,19.0,2001.0,1.2,33.0,33.0,0.0,0.0,0.0,10.0,1.0,1,0.0,0.0,0.0,0.0,22.0,5.0,6.0,7.0,22.0,1.0,0.0,0.0,23.0,0.0,0.0,1.0,4.0,Marco Majouga
Jean-Victor Makengo,FRA,MF,Udinese,Serie A,22.0,1998.0,5.8,205.0,203.0,2.0,1.0,0.0,47.0,8.0,2,0.0,0.0,0.0,0.0,145.0,36.0,24.0,155.0,35.0,6.0,1.0,2.0,165.0,1.0,7.0,8.0,10.0,Jean Victor Makengo
Nemanja Maksimović,SRB,MF,Getafe,La Liga,25.0,1995.0,30.3,755.0,710.0,45.0,11.0,0.0,130.0,17.0,18,2.0,1.0,1.0,0.0,463.0,113.0,179.0,64.0,560.0,90.0,2.0,3.0,581.0,1.0,18.0,8.0,18.0,Nemanja Maksimovic
Nikola Maksimović,SRB,DF,Napoli,Serie A,28.0,1991.0,13.4,947.0,911.0,36.0,26.0,0.0,67.0,44.0,1,0.0,0.0,0.0,0.0,787.0,89.0,71.0,53.0,837.0,28.0,2.0,8.0,888.0,0.0,9.0,6.0,5.0,Nikola Maksimovic
Adilson Malanda,FRA,MF,Nîmes,Ligue 1,18.0,2001.0,0.2,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Adilson Malanda
Filip Malbašić,SRB,FWMF,Cádiz,La Liga,27.0,1992.0,9.6,174.0,166.0,8.0,1.0,0.0,41.0,5.0,14,1.0,0.0,0.0,0.0,88.0,44.0,42.0,21.0,126.0,14.0,2.0,2.0,96.0,1.0,7.0,6.0,18.0,Filip Malbasic
Kévin Malcuit,MAR,DF,Fiorentina,Serie A,29.0,1991.0,2.3,91.0,76.0,15.0,0.0,0.0,7.0,0.0,6,0.0,0.0,0.0,0.0,51.0,20.0,20.0,6.0,64.0,4.0,15.0,0.0,64.0,0.0,1.0,1.0,6.0,Kevin Malcuit
Kévin Malcuit,MAR,MFFW,Napoli,Serie A,29.0,1991.0,0.4,24.0,23.0,1.0,0.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,20.0,3.0,1.0,2.0,19.0,1.0,1.0,0.0,21.0,0.0,0.0,1.0,0.0,Kevin Malcuit
Daniel Maldini,ITA,FWMF,Milan,Serie A,18.0,2001.0,0.3,17.0,17.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,11.0,3.0,3.0,1.0,13.0,1.0,0.0,2.0,15.0,0.0,0.0,1.0,0.0,Daniel Maldini
Ruslan Malinovskyi,UKR,FWMF,Atalanta,Serie A,27.0,1993.0,20.8,1149.0,1037.0,112.0,23.0,7.0,222.0,60.0,31,83.0,35.0,36.0,10.0,805.0,111.0,233.0,1000.0,102.0,17.0,5.0,2.0,857.0,6.0,21.0,39.0,40.0,Ruslan Malinovskyi
Yunus Mallı,TUR,MF,Wolfsburg,Bundesliga,28.0,1992.0,0.6,13.0,12.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,1.0,12.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,Yunus Malli
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,29.0,1991.0,28.9,1741.0,1395.0,346.0,39.0,2.0,164.0,31.0,68,0.0,0.0,0.0,0.0,972.0,404.0,365.0,163.0,1142.0,87.0,307.0,7.0,1339.0,6.0,45.0,44.0,44.0,Hugo Mallo
Mickael Malsa,MTQ,MF,Levante,La Liga,24.0,1995.0,26.0,1365.0,1348.0,17.0,14.0,1.0,223.0,41.0,5,0.0,0.0,0.0,0.0,1055.0,125.0,185.0,123.0,1187.0,34.0,2.0,2.0,1171.0,2.0,23.0,35.0,14.0,Mickael Malsa
Dennis Man,ROU,FWMF,Parma,Serie A,21.0,1998.0,7.8,261.0,259.0,2.0,0.0,0.0,46.0,6.0,8,1.0,0.0,0.0,0.0,203.0,28.0,30.0,218.0,25.0,13.0,1.0,0.0,220.0,0.0,3.0,10.0,5.0,Dennis Man
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,20.0,1999.0,5.1,222.0,220.0,2.0,2.0,0.0,28.0,13.0,1,0.0,0.0,0.0,0.0,185.0,12.0,25.0,34.0,174.0,7.0,0.0,1.0,203.0,1.0,1.0,2.0,3.0,Hianga Mananga Mbock
Vincent Manceau,FRA,DF,Angers,Ligue 1,31.0,1989.0,25.7,1597.0,1309.0,288.0,27.0,0.0,115.0,27.0,42,0.0,0.0,0.0,0.0,948.0,295.0,354.0,176.0,1104.0,42.0,261.0,5.0,1290.0,2.0,21.0,50.0,32.0,Vincent Manceau
Gianluca Mancini,ITA,DF,Roma,Serie A,24.0,1996.0,31.7,1988.0,1915.0,73.0,57.0,1.0,154.0,39.0,10,0.0,0.0,0.0,0.0,1606.0,131.0,251.0,186.0,1720.0,40.0,16.0,4.0,1751.0,1.0,19.0,34.0,26.0,Gianluca Mancini
Steve Mandanda,FRA,GK,Marseille,Ligue 1,35.0,1985.0,37.0,1324.0,937.0,387.0,97.0,0.0,77.0,11.0,0,0.0,0.0,0.0,0.0,694.0,61.0,569.0,149.0,919.0,0.0,0.0,187.0,942.0,3.0,38.0,1.0,1.0,Steve Mandanda
Reinildo Mandava,MOZ,DF,Lille,Ligue 1,26.0,1994.0,24.2,1564.0,1314.0,250.0,27.0,1.0,159.0,25.0,55,0.0,0.0,0.0,0.0,984.0,305.0,275.0,1093.0,157.0,60.0,223.0,3.0,1259.0,3.0,18.0,38.0,52.0,Reinildo Mandava
Aïssa Mandi,ALG,DF,Betis,La Liga,28.0,1991.0,26.6,1496.0,1442.0,54.0,48.0,0.0,114.0,44.0,1,0.0,0.0,0.0,0.0,1236.0,121.0,139.0,145.0,1276.0,47.0,4.0,4.0,1378.0,1.0,11.0,14.0,8.0,Aissa Mandi
Rolando Mandragora,ITA,MF,Udinese,Serie A,23.0,1997.0,4.4,165.0,162.0,3.0,0.0,0.0,31.0,2.0,3,1.0,1.0,0.0,0.0,104.0,29.0,32.0,122.0,31.0,6.0,1.0,0.0,131.0,0.0,5.0,4.0,6.0,Rolando Mandragora
Rolando Mandragora,ITA,MF,Torino,Serie A,23.0,1997.0,16.9,736.0,651.0,85.0,59.0,0.0,104.0,26.0,13,20.0,8.0,8.0,0.0,502.0,90.0,144.0,576.0,123.0,26.0,0.0,2.0,600.0,2.0,8.0,12.0,10.0,Rolando Mandragora
Mario Mandžukić,CRO,FW,Milan,Serie A,34.0,1986.0,2.4,57.0,55.0,2.0,0.0,0.0,16.0,0.0,2,0.0,0.0,0.0,0.0,27.0,17.0,13.0,3.0,34.0,9.0,0.0,0.0,37.0,0.0,1.0,2.0,2.0,Mario Mandzukic
Sadio Mané,SEN,FW,Liverpool,Premier League,28.0,1992.0,31.2,1064.0,1049.0,15.0,2.0,5.0,212.0,26.0,63,2.0,0.0,0.0,0.0,753.0,185.0,126.0,280.0,709.0,25.0,11.0,22.0,802.0,4.0,12.0,36.0,62.0,Sadio Mane
Niccolò Manfredini,ITA,GK,Benevento,Serie A,32.0,1988.0,1.0,31.0,23.0,8.0,1.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,22.0,0.0,9.0,3.0,17.0,1.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,Niccolo Manfredini
Eliaquim Mangala,FRA,DF,Valencia,La Liga,29.0,1991.0,3.6,105.0,101.0,4.0,4.0,0.0,18.0,1.0,0,0.0,0.0,0.0,0.0,64.0,17.0,24.0,54.0,33.0,10.0,0.0,0.0,73.0,0.0,3.0,5.0,4.0,Eliaquim Mangala
Orel Mangala,BEL,MF,Stuttgart,Bundesliga,22.0,1998.0,23.4,1040.0,1024.0,16.0,12.0,3.0,156.0,9.0,10,1.0,0.0,1.0,0.0,876.0,77.0,87.0,132.0,870.0,27.0,3.0,1.0,881.0,1.0,9.0,29.0,19.0,Orel Mangala
Thomas Mangani,FRA,MF,Angers,Ligue 1,33.0,1987.0,29.9,2052.0,1877.0,175.0,108.0,4.0,278.0,109.0,36,63.0,27.0,31.0,3.0,1298.0,220.0,534.0,1634.0,317.0,68.0,4.0,6.0,1676.0,7.0,21.0,24.0,31.0,Thomas Mangani
Vito Mannone,ITA,GK,Monaco,Ligue 1,32.0,1988.0,9.0,287.0,210.0,77.0,16.0,0.0,26.0,7.0,0,0.0,0.0,0.0,0.0,140.0,12.0,135.0,17.0,230.0,1.0,0.0,26.0,201.0,0.0,5.0,0.0,1.0,Vito Mannone
Kostas Manolas,GRE,DF,Napoli,Serie A,29.0,1991.0,25.5,1523.0,1457.0,66.0,49.0,1.0,103.0,43.0,2,1.0,1.0,0.0,0.0,1273.0,122.0,128.0,223.0,1229.0,42.0,2.0,4.0,1425.0,0.0,19.0,16.0,5.0,Kostas Manolas
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,26.0,1994.0,9.2,400.0,314.0,86.0,7.0,0.0,46.0,9.0,20,0.0,0.0,0.0,0.0,212.0,90.0,98.0,19.0,274.0,15.0,79.0,2.0,296.0,0.0,7.0,7.0,17.0,Javier Manquillo
Juan Manuel Ramos,URU,DF,Spezia,Serie A,23.0,1996.0,3.3,161.0,124.0,37.0,2.0,0.0,22.0,4.0,2,7.0,1.0,6.0,0.0,89.0,36.0,36.0,114.0,11.0,4.0,28.0,0.0,126.0,1.0,1.0,2.0,11.0,Juan Manuel Ramos
Myziane Maolida,FRA,FWMF,Nice,Ligue 1,21.0,1999.0,12.0,365.0,357.0,8.0,1.0,1.0,100.0,7.0,23,1.0,0.0,0.0,0.0,288.0,39.0,38.0,77.0,278.0,7.0,0.0,2.0,274.0,2.0,7.0,20.0,21.0,Myziane Maolida
Faitout Maouassa,FRA,DF,Rennes,Ligue 1,22.0,1998.0,13.0,818.0,680.0,138.0,11.0,0.0,65.0,20.0,42,0.0,0.0,0.0,0.0,482.0,183.0,153.0,583.0,70.0,29.0,127.0,0.0,640.0,1.0,14.0,22.0,34.0,Faitout Maouassa
Sekou Mara,FRA,FW,Bordeaux,Ligue 1,18.0,2002.0,2.5,67.0,62.0,5.0,0.0,0.0,28.0,0.0,1,0.0,0.0,0.0,0.0,39.0,17.0,11.0,8.0,39.0,6.0,1.0,0.0,38.0,0.0,2.0,4.0,6.0,Sekou Mara
Maranhão,BRA,FW,Valladolid,La Liga,23.0,1996.0,13.1,214.0,207.0,7.0,0.0,1.0,75.0,9.0,6,0.0,0.0,0.0,0.0,108.0,67.0,39.0,26.0,121.0,24.0,1.0,10.0,132.0,2.0,9.0,12.0,13.0,Maranhao
Fernando Marçal,BRA,DF,Wolves,Premier League,31.0,1989.0,6.9,370.0,302.0,68.0,6.0,1.0,48.0,4.0,10,0.0,0.0,0.0,0.0,202.0,85.0,83.0,249.0,39.0,14.0,62.0,0.0,306.0,2.0,4.0,6.0,8.0,Fernando Marcal
Fernando Marçal,BRA,DF,Lyon,Ligue 1,31.0,1989.0,0.9,71.0,67.0,4.0,2.0,0.0,3.0,6.0,3,0.0,0.0,0.0,0.0,50.0,11.0,10.0,52.0,10.0,4.0,2.0,1.0,64.0,0.0,3.0,1.0,0.0,Fernando Marcal
Marcelo,BRA,DF,Real Madrid,La Liga,32.0,1988.0,11.7,870.0,771.0,99.0,13.0,2.0,72.0,30.0,41,0.0,0.0,0.0,0.0,553.0,169.0,148.0,681.0,86.0,12.0,86.0,3.0,705.0,4.0,12.0,17.0,24.0,Marcelo
Marcelo,BRA,DF,Lyon,Ligue 1,33.0,1987.0,32.3,2028.0,1974.0,54.0,45.0,0.0,165.0,66.0,5,0.0,0.0,0.0,0.0,1612.0,124.0,292.0,159.0,1706.0,83.0,9.0,6.0,1801.0,4.0,25.0,17.0,10.0,Marcelo
Solly March,ENG,DF,Brighton,Premier League,26.0,1994.0,18.6,975.0,780.0,195.0,21.0,0.0,124.0,47.0,71,39.0,14.0,19.0,0.0,501.0,177.0,297.0,732.0,59.0,31.0,135.0,4.0,681.0,5.0,13.0,20.0,50.0,Solly March
Federico Marchetti,ITA,GK,Genoa,Serie A,37.0,1983.0,3.7,136.0,96.0,40.0,5.0,0.0,14.0,1.0,0,0.0,0.0,0.0,0.0,92.0,4.0,40.0,69.0,48.0,0.0,0.0,19.0,112.0,0.0,2.0,0.0,1.0,Federico Marchetti
Riccardo Marchizza,ITA,DF,Spezia,Serie A,22.0,1998.0,17.3,966.0,779.0,187.0,26.0,2.0,137.0,23.0,40,21.0,0.0,14.0,2.0,602.0,177.0,187.0,678.0,117.0,16.0,140.0,0.0,769.0,0.0,8.0,19.0,35.0,Riccardo Marchizza
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,28.0,1992.0,33.5,2714.0,2607.0,107.0,70.0,1.0,210.0,31.0,3,0.0,0.0,0.0,0.0,2297.0,179.0,238.0,2295.0,280.0,74.0,13.0,9.0,2515.0,3.0,10.0,29.0,20.0,Gian Marco Ferrari
Iván Marcone,ARG,MF,Elche,La Liga,30.0,1990.0,29.4,1529.0,1470.0,59.0,57.0,1.0,272.0,54.0,4,1.0,1.0,0.0,0.0,1131.0,152.0,246.0,128.0,1334.0,43.0,0.0,4.0,1326.0,3.0,19.0,35.0,29.0,Ivan Marcone
Óscar de Marcos,ESP,DFMF,Athletic Club,La Liga,31.0,1989.0,16.9,764.0,636.0,128.0,10.0,0.0,76.0,9.0,43,1.0,0.0,0.0,0.0,435.0,182.0,147.0,54.0,552.0,30.0,117.0,6.0,583.0,1.0,14.0,31.0,36.0,Oscar de Marcos
Dario Maresic,AUT,DF,Reims,Ligue 1,20.0,1999.0,5.7,343.0,328.0,15.0,6.0,0.0,18.0,13.0,3,0.0,0.0,0.0,0.0,237.0,30.0,76.0,48.0,269.0,12.0,9.0,3.0,288.0,2.0,10.0,6.0,5.0,Dario Maresic
José Mari,ESP,MF,Cádiz,La Liga,32.0,1987.0,16.1,472.0,442.0,30.0,25.0,1.0,102.0,29.0,4,3.0,0.0,2.0,1.0,264.0,72.0,136.0,40.0,375.0,28.0,1.0,4.0,335.0,1.0,23.0,11.0,9.0,Jose Mari
Pablo Marí,ESP,DF,Arsenal,Premier League,26.0,1993.0,10.0,592.0,585.0,7.0,4.0,0.0,45.0,10.0,0,0.0,0.0,0.0,0.0,489.0,36.0,67.0,480.0,71.0,23.0,3.0,1.0,537.0,0.0,8.0,7.0,2.0,Pablo Mari
José María Giménez,URU,DF,Atlético Madrid,La Liga,25.0,1995.0,19.6,1094.0,1042.0,52.0,31.0,1.0,70.0,47.0,1,0.0,0.0,0.0,0.0,853.0,72.0,169.0,170.0,840.0,35.0,20.0,8.0,967.0,4.0,17.0,8.0,11.0,Jose Maria Gimenez
Mariano,DOM,FW,Real Madrid,La Liga,26.0,1993.0,5.7,104.0,93.0,11.0,0.0,0.0,35.0,2.0,0,0.0,0.0,0.0,0.0,72.0,19.0,13.0,17.0,70.0,4.0,2.0,0.0,78.0,0.0,0.0,4.0,5.0,Mariano
Jordan Marié,FRA,MF,Dijon,Ligue 1,28.0,1991.0,15.9,762.0,746.0,16.0,9.0,1.0,119.0,32.0,7,7.0,1.0,6.0,0.0,528.0,93.0,141.0,79.0,627.0,40.0,0.0,5.0,622.0,2.0,15.0,18.0,12.0,Jordan Marie
Adrián Marín,ESP,DFMF,Alavés,La Liga,23.0,1997.0,1.0,54.0,44.0,10.0,1.0,1.0,5.0,1.0,0,0.0,0.0,0.0,0.0,24.0,20.0,10.0,36.0,3.0,4.0,9.0,0.0,40.0,1.0,0.0,1.0,2.0,Adrian Marin
Adrián Marín,ESP,DFFW,Granada,La Liga,23.0,1997.0,3.0,123.0,95.0,28.0,3.0,0.0,17.0,3.0,3,0.0,0.0,0.0,0.0,56.0,15.0,52.0,83.0,1.0,12.0,25.0,0.0,85.0,1.0,3.0,3.0,2.0,Adrian Marin
Răzvan Marin,ROU,MF,Cagliari,Serie A,24.0,1996.0,32.9,1702.0,1473.0,229.0,102.0,1.0,229.0,61.0,46,113.0,29.0,57.0,10.0,1226.0,156.0,320.0,185.0,1442.0,45.0,10.0,7.0,1390.0,8.0,14.0,32.0,35.0,Razvan Marin
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,26.0,1994.0,23.2,1648.0,1608.0,40.0,37.0,0.0,120.0,55.0,1,0.0,0.0,0.0,0.0,1387.0,91.0,170.0,116.0,1442.0,51.0,3.0,6.0,1490.0,1.0,22.0,27.0,9.0,Guillermo Maripan
Marlon,BRA,DF,Sassuolo,Serie A,24.0,1995.0,19.4,1598.0,1562.0,36.0,35.0,0.0,130.0,14.0,0,0.0,0.0,0.0,0.0,1467.0,65.0,66.0,138.0,1410.0,27.0,0.0,7.0,1537.0,2.0,6.0,9.0,6.0,Marlon
Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,21.0,1999.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Omar Marmoush
Marquinhos,BRA,DF,Paris S-G,Ligue 1,26.0,1994.0,23.6,1729.0,1695.0,34.0,30.0,2.0,131.0,45.0,3,0.0,0.0,0.0,0.0,1461.0,101.0,167.0,261.0,1389.0,41.0,4.0,11.0,1610.0,5.0,9.0,15.0,6.0,Marquinhos
Luca Marrone,ITA,DF,Crotone,Serie A,30.0,1990.0,17.6,1019.0,960.0,59.0,59.0,0.0,94.0,12.0,0,0.0,0.0,0.0,0.0,816.0,68.0,135.0,200.0,762.0,41.0,0.0,5.0,895.0,0.0,9.0,14.0,7.0,Luca Marrone
Roger Martí,ESP,FW,Levante,La Liga,29.0,1991.0,24.4,523.0,480.0,43.0,1.0,3.0,120.0,13.0,16,0.0,0.0,0.0,0.0,361.0,83.0,79.0,59.0,417.0,20.0,0.0,14.0,361.0,5.0,8.0,25.0,30.0,Roger Marti
Anthony Martial,FRA,FW,Manchester Utd,Premier League,24.0,1995.0,16.4,488.0,477.0,11.0,2.0,3.0,104.0,3.0,12,0.0,0.0,0.0,0.0,419.0,43.0,26.0,64.0,400.0,11.0,1.0,3.0,404.0,2.0,8.0,19.0,21.0,Anthony Martial
Aarón Martín,ESP,DF,Celta Vigo,La Liga,23.0,1997.0,17.1,862.0,699.0,163.0,20.0,1.0,79.0,9.0,44,0.0,0.0,0.0,0.0,529.0,179.0,154.0,646.0,56.0,11.0,143.0,0.0,691.0,1.0,12.0,21.0,25.0,Aaron Martin
Aarón Martín,ESP,DF,Mainz 05,Bundesliga,23.0,1997.0,2.9,169.0,126.0,43.0,2.0,0.0,15.0,3.0,13,3.0,0.0,2.0,0.0,74.0,45.0,50.0,123.0,6.0,2.0,38.0,0.0,122.0,0.0,3.0,3.0,8.0,Aaron Martin
Álex Martín,ESP,DF,Cádiz,La Liga,22.0,1998.0,1.1,38.0,32.0,6.0,2.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,22.0,6.0,10.0,1.0,32.0,1.0,4.0,0.0,28.0,1.0,0.0,0.0,1.0,Alex Martin
Jonas Martin,FRA,MF,Rennes,Ligue 1,30.0,1990.0,5.4,384.0,371.0,13.0,11.0,0.0,41.0,6.0,2,0.0,0.0,0.0,0.0,316.0,35.0,33.0,62.0,301.0,13.0,1.0,0.0,340.0,0.0,4.0,6.0,8.0,Jonas Martin
Martinelli,BRA,FW,Arsenal,Premier League,19.0,2001.0,6.5,159.0,155.0,4.0,0.0,0.0,19.0,1.0,14,0.0,0.0,0.0,0.0,119.0,21.0,19.0,29.0,117.0,6.0,3.0,0.0,126.0,2.0,1.0,4.0,4.0,Martinelli
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,24.0,1996.0,16.5,814.0,766.0,48.0,28.0,0.0,54.0,33.0,4,0.0,0.0,0.0,0.0,573.0,76.0,165.0,147.0,608.0,20.0,20.0,0.0,671.0,3.0,15.0,20.0,12.0,Lucas Martinez Quarta
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,27.0,1992.0,38.0,1295.0,911.0,384.0,130.0,0.0,127.0,49.0,0,0.0,0.0,0.0,0.0,512.0,54.0,729.0,132.0,869.0,0.0,0.0,163.0,849.0,7.0,49.0,6.0,3.0,Emiliano Martinez
Iñigo Martínez,ESP,DF,Athletic Club,La Liga,29.0,1991.0,28.0,1427.0,1343.0,84.0,74.0,1.0,144.0,73.0,9,0.0,0.0,0.0,0.0,953.0,152.0,322.0,1036.0,264.0,80.0,10.0,7.0,1193.0,6.0,27.0,27.0,21.0,Inigo Martinez
Javi Martínez,ESP,MFFW,Osasuna,La Liga,20.0,1999.0,5.1,159.0,157.0,2.0,0.0,0.0,27.0,6.0,3,0.0,0.0,0.0,0.0,95.0,28.0,36.0,18.0,116.0,20.0,0.0,1.0,108.0,0.0,2.0,3.0,8.0,Javi Martinez
Javi Martínez,ESP,DFMF,Bayern Munich,Bundesliga,31.0,1988.0,5.2,390.0,382.0,8.0,6.0,0.0,39.0,4.0,1,0.0,0.0,0.0,0.0,317.0,26.0,47.0,73.0,283.0,19.0,2.0,2.0,352.0,1.0,5.0,3.0,0.0,Javi Martinez
Josep Martinez,ESP,GK,RB Leipzig,Bundesliga,22.0,1998.0,1.0,49.0,43.0,6.0,1.0,0.0,9.0,3.0,0,0.0,0.0,0.0,0.0,35.0,4.0,10.0,8.0,36.0,0.0,0.0,5.0,37.0,0.0,5.0,0.0,0.0,Josep Martinez
Lautaro Martínez,ARG,FW,Inter,Serie A,22.0,1997.0,28.5,583.0,569.0,14.0,1.0,2.0,183.0,23.0,16,0.0,0.0,0.0,0.0,383.0,128.0,72.0,94.0,430.0,23.0,4.0,11.0,422.0,0.0,5.0,33.0,27.0,Lautaro Martinez
Pablo Martinez,FRA,DF,Nîmes,Ligue 1,31.0,1989.0,6.0,299.0,283.0,16.0,15.0,0.0,27.0,23.0,0,0.0,0.0,0.0,0.0,196.0,29.0,74.0,236.0,42.0,18.0,1.0,0.0,250.0,1.0,12.0,1.0,2.0,Pablo Martinez
Gelson Martins,POR,MFFW,Monaco,Ligue 1,25.0,1995.0,17.2,632.0,628.0,4.0,0.0,0.0,119.0,4.0,28,0.0,0.0,0.0,0.0,528.0,57.0,47.0,78.0,528.0,14.0,2.0,3.0,527.0,1.0,9.0,16.0,17.0,Gelson Martins
Adam Marušić,MNE,DF,Lazio,Serie A,27.0,1992.0,33.0,1619.0,1422.0,197.0,25.0,2.0,174.0,42.0,50,0.0,0.0,0.0,0.0,1094.0,275.0,250.0,148.0,1195.0,72.0,172.0,13.0,1352.0,3.0,14.0,33.0,40.0,Adam Marusic
Sylvain Marveaux,FRA,MFFW,Lorient,Ligue 1,34.0,1986.0,2.2,85.0,82.0,3.0,1.0,1.0,12.0,0.0,1,0.0,0.0,0.0,0.0,66.0,6.0,13.0,67.0,12.0,3.0,1.0,0.0,69.0,0.0,1.0,1.0,1.0,Sylvain Marveaux
Marvin,ESP,DFFW,Real Madrid,La Liga,20.0,2000.0,1.5,81.0,70.0,11.0,0.0,0.0,14.0,1.0,4,0.0,0.0,0.0,0.0,58.0,17.0,6.0,4.0,61.0,1.0,11.0,0.0,69.0,0.0,1.0,1.0,1.0,Marvin
Omar Mascarell,ESP,MF,Schalke 04,Bundesliga,27.0,1993.0,19.6,883.0,839.0,44.0,34.0,4.0,152.0,34.0,5,10.0,4.0,5.0,1.0,591.0,109.0,183.0,164.0,656.0,40.0,0.0,2.0,726.0,5.0,11.0,9.0,17.0,Omar Mascarell
Andrea Masiello,ITA,DF,Genoa,Serie A,34.0,1986.0,28.5,1377.0,1321.0,56.0,41.0,0.0,107.0,60.0,5,0.0,0.0,0.0,0.0,961.0,141.0,275.0,241.0,1031.0,70.0,15.0,5.0,1175.0,4.0,22.0,21.0,13.0,Andrea Masiello
Jordi Masip,ESP,GK,Valladolid,La Liga,31.0,1989.0,25.0,800.0,495.0,305.0,87.0,0.0,41.0,10.0,0,0.0,0.0,0.0,0.0,215.0,33.0,552.0,17.0,623.0,0.0,0.0,91.0,417.0,6.0,25.0,3.0,2.0,Jordi Masip
Roberto Massimo,GER,DFFW,Stuttgart,Bundesliga,19.0,2000.0,8.4,299.0,249.0,50.0,3.0,0.0,61.0,4.0,7,0.0,0.0,0.0,0.0,194.0,65.0,40.0,47.0,188.0,11.0,46.0,1.0,226.0,2.0,3.0,7.0,25.0,Roberto Massimo
Giuseppe Mastinu,ITA,FW,Spezia,Serie A,28.0,1991.0,0.4,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,11.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,Giuseppe Mastinu
Arthur Masuaku,COD,DFFW,West Ham,Premier League,26.0,1993.0,11.2,552.0,508.0,44.0,0.0,0.0,96.0,18.0,33,0.0,0.0,0.0,0.0,405.0,67.0,80.0,466.0,17.0,15.0,44.0,1.0,442.0,3.0,14.0,12.0,23.0,Arthur Masuaku
Jaime Mata,ESP,FW,Getafe,La Liga,31.0,1988.0,22.6,597.0,571.0,26.0,0.0,0.0,178.0,9.0,36,1.0,1.0,0.0,0.0,309.0,149.0,139.0,62.0,364.0,68.0,9.0,19.0,395.0,2.0,12.0,20.0,32.0,Jaime Mata
Juan Mata,ESP,FWMF,Manchester Utd,Premier League,32.0,1988.0,5.7,294.0,278.0,16.0,6.0,1.0,48.0,7.0,7,7.0,0.0,7.0,0.0,242.0,17.0,35.0,245.0,43.0,2.0,0.0,3.0,247.0,1.0,1.0,12.0,5.0,Juan Mata
