Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_SHORT,Att_SHORT,Cmp%_SHORT,Cmp_MED,Att_MED,Cmp%_MED,Cmp_LONG,Att_LONG,Cmp%_LONG,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Name_no_spec_chars
Lucien Agoume,FRA,MF,Spezia,Serie A,18.0,2002.0,8.9,443.0,494.0,89.7,8945.0,1965.0,159.0,170.0,93.5,201.0,219.0,91.8,74.0,92.0,80.4,0,0.1,-0.1,2.0,39.0,4.0,0.0,36.0,Lucien Agoume
Felix Agu,GER,DF,Werder Bremen,Bundesliga,20.0,1999.0,7.8,210.0,289.0,72.7,3403.0,1143.0,117.0,136.0,86.0,74.0,101.0,73.3,14.0,35.0,40.0,0,0.4,-0.4,3.0,9.0,4.0,3.0,10.0,Felix Agu
Kevin Agudelo,COL,FW,Spezia,Serie A,21.0,1998.0,15.1,232.0,320.0,72.5,4192.0,919.0,109.0,133.0,82.0,88.0,115.0,76.5,29.0,49.0,59.2,2,0.7,1.3,11.0,18.0,12.0,0.0,30.0,Kevin Agudelo
Nayef Aguerd,MAR,DF,Rennes,Ligue 1,24.0,1996.0,35.0,2430.0,2658.0,91.4,49991.0,18054.0,825.0,862.0,95.7,1173.0,1227.0,95.6,404.0,535.0,75.5,1,0.9,0.1,4.0,137.0,0.0,0.0,136.0,Nayef Aguerd
Sergio Agüero,ARG,FWMF,Manchester City,Premier League,32.0,1988.0,6.2,143.0,170.0,84.1,1867.0,285.0,82.0,94.0,87.2,42.0,48.0,87.5,5.0,5.0,100.0,1,1.3,-0.3,6.0,11.0,6.0,1.0,12.0,Sergio Aguero
Ruben Aguilar,FRA,DFFW,Monaco,Ligue 1,27.0,1993.0,24.7,1317.0,1599.0,82.4,22448.0,6842.0,627.0,682.0,91.9,532.0,636.0,83.6,121.0,214.0,56.5,3,4.6,-1.6,44.0,77.0,37.0,17.0,94.0,Ruben Aguilar
Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,18.0,2002.0,2.8,108.0,120.0,90.0,1889.0,330.0,47.0,52.0,90.4,48.0,50.0,96.0,10.0,13.0,76.9,0,0.0,0.0,1.0,12.0,0.0,0.0,7.0,Naouirou Ahamada
Matteo Ahlinvi,BEN,MF,Nîmes,Ligue 1,21.0,1999.0,10.0,266.0,336.0,79.2,4970.0,857.0,109.0,123.0,88.6,120.0,148.0,81.1,33.0,47.0,70.2,0,0.3,-0.3,4.0,16.0,2.0,0.0,16.0,Matteo Ahlinvi
Cheikh Ahmadou Dieng,SEN,FW,Marseille,Ligue 1,20.0,2000.0,1.4,15.0,20.0,75.0,180.0,23.0,8.0,10.0,80.0,4.0,7.0,57.1,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheikh Ahmadou Dieng
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,26.0,1994.0,23.8,706.0,839.0,84.1,12961.0,2838.0,309.0,352.0,87.8,286.0,328.0,87.2,93.0,128.0,72.7,2,1.2,0.8,7.0,67.0,7.0,0.0,55.0,Jean Eudes Aholou
Jean-Eudes Aholou,CIV,MF,Monaco,Ligue 1,26.0,1994.0,0.4,8.0,10.0,80.0,157.0,33.0,1.0,1.0,100.0,7.0,8.0,87.5,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Jean Eudes Aholou
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,24.0,1995.0,14.3,518.0,627.0,82.6,11583.0,3515.0,118.0,130.0,90.8,300.0,335.0,89.6,97.0,146.0,66.4,0,0.6,-0.6,2.0,36.0,2.0,0.0,39.0,Joseph Aidoo
Ola Aina,NGA,DF,Fulham,Premier League,23.0,1996.0,29.6,1329.0,1711.0,77.7,25538.0,10322.0,526.0,584.0,90.1,617.0,717.0,86.1,170.0,354.0,48.0,1,1.4,-0.4,14.0,98.0,15.0,9.0,98.0,Ola Aina
Rayan Aït Nouri,FRA,DF,Wolves,Premier League,19.0,2001.0,15.6,657.0,785.0,83.7,10835.0,3074.0,327.0,356.0,91.9,278.0,312.0,89.1,41.0,81.0,50.6,1,1.0,0.0,13.0,30.0,14.0,5.0,46.0,Rayan Ait Nouri
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,19.0,2001.0,2.1,136.0,149.0,91.3,1873.0,750.0,90.0,92.0,97.8,36.0,43.0,83.7,4.0,6.0,66.7,1,0.4,0.6,4.0,1.0,4.0,3.0,12.0,Rayan Ait Nouri
Semi Ajayi,NGA,DF,West Brom,Premier League,26.0,1993.0,30.9,705.0,948.0,74.4,15527.0,6592.0,198.0,232.0,85.3,364.0,445.0,81.8,137.0,255.0,53.7,0,0.3,-0.3,5.0,67.0,4.0,0.0,64.0,Semi Ajayi
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,26.0,1994.0,33.0,645.0,907.0,71.1,10718.0,1987.0,353.0,455.0,77.6,204.0,290.0,70.3,63.0,97.0,64.9,4,3.7,0.3,34.0,48.0,22.0,7.0,60.0,Ludovic Ajorque
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,25.0,1995.0,26.1,1949.0,2097.0,92.9,41126.0,12696.0,592.0,623.0,95.0,1029.0,1068.0,96.3,315.0,374.0,84.2,0,0.1,-0.1,2.0,150.0,4.0,0.0,128.0,Manuel Akanji
Carlos Akapo,EQG,DF,Cádiz,La Liga,27.0,1993.0,9.6,233.0,349.0,66.8,4349.0,1848.0,98.0,115.0,85.2,101.0,148.0,68.2,29.0,74.0,39.2,0,0.3,-0.3,2.0,10.0,5.0,3.0,13.0,Carlos Akapo
Marley Aké,FRA,FW,Marseille,Ligue 1,19.0,2001.0,1.6,28.0,35.0,80.0,411.0,123.0,17.0,19.0,89.5,7.0,9.0,77.8,3.0,5.0,60.0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Marley Ake
Nathan Aké,NED,DF,Manchester City,Premier League,25.0,1995.0,8.9,702.0,755.0,93.0,12873.0,3534.0,289.0,299.0,96.7,349.0,372.0,93.8,60.0,73.0,82.2,0,0.0,0.0,1.0,60.0,2.0,0.0,36.0,Nathan Ake
Paul Akouokou,CIV,MF,Betis,La Liga,22.0,1997.0,4.2,168.0,183.0,91.8,3248.0,590.0,59.0,64.0,92.2,83.0,86.0,96.5,22.0,28.0,78.6,0,0.4,-0.4,2.0,14.0,1.0,1.0,6.0,Paul Akouokou
Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,27.0,1992.0,11.7,288.0,354.0,81.4,4897.0,953.0,150.0,175.0,85.7,106.0,124.0,85.5,25.0,34.0,73.5,1,0.9,0.1,12.0,17.0,8.0,0.0,28.0,Jean Daniel Akpa Akpro
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,25.0,1995.0,13.2,606.0,737.0,82.2,12535.0,4237.0,188.0,213.0,88.3,320.0,349.0,91.7,91.0,156.0,58.3,0,0.4,-0.4,2.0,33.0,2.0,0.0,46.0,Kevin Akpoguma
David Alaba,AUT,DFMF,Bayern Munich,Bundesliga,28.0,1992.0,29.7,1916.0,2251.0,85.1,39628.0,12716.0,625.0,685.0,91.2,994.0,1097.0,90.6,282.0,420.0,67.1,4,2.3,1.7,25.0,232.0,37.0,4.0,189.0,David Alaba
Sofiane Alakouch,FRA,DF,Nîmes,Ligue 1,22.0,1998.0,16.7,726.0,912.0,79.6,12649.0,5072.0,343.0,382.0,89.8,302.0,359.0,84.1,67.0,127.0,52.8,2,1.2,0.8,5.0,62.0,11.0,1.0,65.0,Sofiane Alakouch
Jony Álamo,ESP,MF,Elche,La Liga,18.0,2001.0,0.8,14.0,16.0,87.5,289.0,41.0,3.0,3.0,100.0,8.0,9.0,88.9,2.0,2.0,100.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Jony Alamo
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,27.0,1992.0,13.8,239.0,315.0,75.9,3394.0,332.0,142.0,177.0,80.2,71.0,92.0,77.2,15.0,20.0,75.0,2,0.7,1.3,12.0,12.0,4.0,0.0,10.0,Lucas Alario
Jordi Alba,ESP,DF,Barcelona,La Liga,31.0,1989.0,33.6,2507.0,2933.0,85.5,39791.0,12493.0,1391.0,1508.0,92.2,908.0,1050.0,86.5,170.0,267.0,63.7,5,7.4,-2.4,51.0,125.0,83.0,19.0,211.0,Jordi Alba
Luis Alberto,ESP,MF,Lazio,Serie A,27.0,1992.0,29.1,1520.0,1941.0,78.3,28479.0,11069.0,640.0,728.0,87.9,617.0,741.0,83.3,230.0,401.0,57.4,2,8.2,-6.2,82.0,262.0,90.0,9.0,290.0,Luis Alberto
Raúl Albiol,ESP,DF,Villarreal,La Liga,34.0,1985.0,34.6,1795.0,2007.0,89.4,42528.0,12143.0,384.0,416.0,92.3,953.0,1015.0,93.9,450.0,554.0,81.2,0,1.0,-1.0,4.0,98.0,5.0,0.0,111.0,Raul Albiol
Marc Albrighton,ENG,DFFW,Leicester City,Premier League,30.0,1989.0,19.4,635.0,923.0,68.8,11394.0,4629.0,319.0,383.0,83.3,211.0,263.0,80.2,84.0,199.0,42.2,5,4.4,0.6,39.0,51.0,42.0,16.0,87.0,Marc Albrighton
Paco Alcácer,ESP,FW,Villarreal,La Liga,26.0,1993.0,17.2,202.0,275.0,73.5,2844.0,482.0,128.0,161.0,79.5,39.0,59.0,66.1,18.0,24.0,75.0,4,3.2,0.8,17.0,5.0,7.0,1.0,9.0,Paco Alcacer
Pedro Alcalá,ESP,DF,Cádiz,La Liga,31.0,1989.0,10.1,204.0,270.0,75.6,5372.0,1534.0,33.0,37.0,89.2,103.0,111.0,92.8,65.0,115.0,56.5,0,0.0,0.0,0.0,14.0,0.0,0.0,11.0,Pedro Alcala
Thiago Alcántara,ESP,MF,Liverpool,Premier League,29.0,1991.0,20.6,1498.0,1674.0,89.5,31595.0,8231.0,522.0,564.0,92.6,672.0,725.0,92.7,278.0,338.0,82.2,0,2.3,-2.3,29.0,207.0,27.0,1.0,184.0,Thiago Alcantara
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,29.0,1991.0,24.1,962.0,1157.0,83.1,20505.0,5059.0,350.0,392.0,89.3,398.0,443.0,89.8,199.0,286.0,69.6,0,0.6,-0.6,9.0,95.0,13.0,0.0,71.0,Ruben Alcaraz
Omar Alderete,PAR,DF,Hertha BSC,Bundesliga,23.0,1996.0,14.4,717.0,878.0,81.7,17888.0,7067.0,107.0,132.0,81.1,409.0,449.0,91.1,197.0,287.0,68.6,0,0.1,-0.1,2.0,44.0,4.0,1.0,62.0,Omar Alderete
Toby Alderweireld,BEL,DF,Tottenham,Premier League,31.0,1989.0,24.9,1143.0,1365.0,83.7,27127.0,7537.0,266.0,287.0,92.7,581.0,625.0,93.0,287.0,432.0,66.4,0,0.3,-0.3,7.0,76.0,6.0,1.0,52.0,Toby Alderweireld
Iván Alejo,ESP,MFFW,Cádiz,La Liga,25.0,1995.0,9.2,130.0,231.0,56.3,2133.0,820.0,72.0,97.0,74.2,50.0,73.0,68.5,8.0,39.0,20.5,1,0.8,0.2,11.0,9.0,11.0,6.0,20.0,Ivan Alejo
Carles Aleñá,ESP,MF,Barcelona,La Liga,22.0,1998.0,0.5,38.0,42.0,90.5,725.0,166.0,14.0,17.0,82.4,14.0,15.0,93.3,8.0,8.0,100.0,0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,Carles Alena
Carles Aleñá,ESP,MFFW,Getafe,La Liga,22.0,1998.0,15.2,407.0,591.0,68.9,8158.0,2572.0,170.0,206.0,82.5,156.0,204.0,76.5,74.0,157.0,47.1,2,2.0,0.0,24.0,61.0,22.0,5.0,62.0,Carles Alena
Rúnar Alex Rúnarsson,ISL,GK,Arsenal,Premier League,25.0,1995.0,0.2,7.0,11.0,63.6,126.0,51.0,2.0,2.0,100.0,5.0,5.0,100.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Runar Alex Runarsson
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,21.0,1998.0,33.7,2216.0,2941.0,75.3,47515.0,19500.0,784.0,889.0,88.2,994.0,1189.0,83.6,419.0,777.0,53.9,7,8.1,-1.1,73.0,208.0,101.0,32.0,278.0,Trent Alexander Arnold
Alfon,ESP,MF,Celta Vigo,La Liga,21.0,1999.0,0.4,15.0,15.0,100.0,197.0,27.0,10.0,10.0,100.0,5.0,5.0,100.0,0.0,0.0,,0,0.1,-0.1,1.0,1.0,1.0,0.0,1.0,Alfon
Mohamed Ali Cho,FRA,FWMF,Angers,Ligue 1,16.0,2004.0,3.9,67.0,105.0,63.8,1008.0,273.0,40.0,53.0,75.5,18.0,31.0,58.1,6.0,13.0,46.2,0,0.1,-0.1,2.0,3.0,3.0,2.0,5.0,Mohamed Ali Cho
Ezgjan Alioski,MKD,DF,Leeds United,Premier League,28.0,1992.0,27.3,1305.0,1630.0,80.1,22206.0,8320.0,629.0,703.0,89.5,567.0,661.0,85.8,97.0,196.0,49.5,3,3.1,-0.1,27.0,82.0,32.0,13.0,114.0,Ezgjan Alioski
Rachid Alioui,MAR,FW,Angers,Ligue 1,28.0,1992.0,0.2,5.0,6.0,83.3,59.0,12.0,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Rachid Alioui
Alisson,BRA,GK,Liverpool,Premier League,27.0,1992.0,33.0,968.0,1137.0,85.1,25310.0,13346.0,159.0,161.0,98.8,526.0,536.0,98.1,280.0,436.0,64.2,0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,Alisson
