Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Touches_Live,Drib_Succ,Drib_Att,Drib_Succ%,Drib_Past,Megs,Carries,TotDist,PrgDist,Prog_Carries,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_Rec,Name_no_spec_chars
Manu Trigueros,ESP,MF,Villarreal,La Liga,28.0,1991.0,28.1,1891.0,36.0,327.0,1183.0,491.0,35.0,1857.0,22.0,29.0,75.9,23.0,1.0,1424.0,5784.0,2652.0,118.0,38.0,2.0,32.0,40.0,1707.0,1481.0,86.8,107.0,Manu Trigueros
Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,33.0,1987.0,28.6,1830.0,129.0,599.0,762.0,562.0,16.0,1406.0,10.0,20.0,50.0,13.0,1.0,836.0,4974.0,2611.0,103.0,44.0,4.0,14.0,20.0,990.0,870.0,87.9,40.0,Christopher Trimmel
Francisco Trincão,POR,FWMF,Barcelona,La Liga,20.0,1999.0,7.8,495.0,6.0,56.0,185.0,294.0,56.0,484.0,22.0,36.0,61.1,22.0,0.0,404.0,2546.0,1395.0,72.0,13.0,8.0,12.0,21.0,511.0,417.0,81.6,75.0,Francisco Trincao
Alessandro Tripaldelli,ITA,DF,Cagliari,Serie A,21.0,1999.0,3.3,172.0,12.0,59.0,72.0,47.0,3.0,139.0,2.0,6.0,33.3,2.0,0.0,83.0,427.0,226.0,14.0,5.0,1.0,3.0,6.0,95.0,81.0,85.3,11.0,Alessandro Tripaldelli
Kieran Trippier,ENG,DF,Atlético Madrid,La Liga,29.0,1990.0,27.5,2044.0,79.0,538.0,905.0,688.0,18.0,1777.0,18.0,23.0,78.3,18.0,4.0,1224.0,4304.0,2355.0,97.0,35.0,2.0,16.0,15.0,1397.0,1295.0,92.7,90.0,Kieran Trippier
Leandro Trossard,BEL,FWMF,Brighton,Premier League,25.0,1994.0,29.0,1421.0,8.0,146.0,607.0,788.0,133.0,1357.0,42.0,68.0,61.8,45.0,3.0,1106.0,6423.0,3212.0,166.0,55.0,21.0,55.0,69.0,1398.0,1026.0,73.4,222.0,Leandro Trossard
Alexis Trouillet,FRA,MF,Nice,Ligue 1,19.0,2000.0,1.2,90.0,2.0,12.0,62.0,26.0,4.0,88.0,1.0,2.0,50.0,1.0,0.0,70.0,364.0,209.0,9.0,4.0,1.0,3.0,3.0,74.0,65.0,87.8,10.0,Alexis Trouillet
Adrien Truffert,FRA,DFMF,Rennes,Ligue 1,18.0,2001.0,21.7,1538.0,47.0,347.0,744.0,532.0,45.0,1355.0,15.0,32.0,46.9,20.0,1.0,980.0,4777.0,2590.0,143.0,33.0,9.0,23.0,24.0,1115.0,999.0,89.6,60.0,Adrien Truffert
Marvin Tshibuabua,FRA,DF,Saint-Étienne,Ligue 1,18.0,2002.0,0.5,27.0,5.0,19.0,5.0,3.0,2.0,27.0,1.0,1.0,100.0,1.0,0.0,8.0,44.0,39.0,0.0,0.0,0.0,1.0,0.0,15.0,14.0,93.3,0.0,Marvin Tshibuabua
Kostas Tsimikas,GRE,DF,Liverpool,Premier League,24.0,1996.0,0.1,10.0,0.0,1.0,3.0,6.0,0.0,8.0,0.0,0.0,,0.0,0.0,8.0,29.0,12.0,2.0,0.0,0.0,1.0,1.0,11.0,8.0,72.7,1.0,Kostas Tsimikas
Axel Tuanzebe,ENG,DF,Manchester Utd,Premier League,22.0,1997.0,4.5,316.0,52.0,170.0,143.0,18.0,0.0,306.0,0.0,2.0,0.0,0.0,0.0,192.0,1069.0,472.0,21.0,2.0,0.0,3.0,1.0,210.0,207.0,98.6,1.0,Axel Tuanzebe
Alessandro Tuia,ITA,DF,Benevento,Serie A,30.0,1990.0,19.6,1011.0,172.0,605.0,418.0,43.0,12.0,941.0,4.0,7.0,57.1,4.0,0.0,533.0,2934.0,1609.0,29.0,2.0,0.0,6.0,3.0,603.0,594.0,98.5,0.0,Alessandro Tuia
Ľubomír Tupta,SVK,MF,Hellas Verona,Serie A,22.0,1998.0,0.6,13.0,0.0,1.0,4.0,8.0,3.0,13.0,0.0,0.0,,0.0,0.0,9.0,67.0,15.0,1.0,0.0,0.0,0.0,1.0,20.0,11.0,55.0,7.0,Lubomir Tupta
Tuta,BRA,DF,Eint Frankfurt,Bundesliga,21.0,1999.0,16.2,1180.0,131.0,537.0,632.0,102.0,10.0,1143.0,6.0,7.0,85.7,6.0,0.0,785.0,4054.0,2256.0,70.0,21.0,2.0,8.0,14.0,772.0,754.0,97.7,5.0,Tuta
Iyenoma Udogie,ITA,DFMF,Hellas Verona,Serie A,17.0,2002.0,1.9,140.0,11.0,40.0,73.0,33.0,1.0,130.0,1.0,2.0,50.0,2.0,1.0,98.0,569.0,238.0,8.0,2.0,0.0,1.0,1.0,96.0,86.0,89.6,3.0,Iyenoma Udogie
Matthieu Udol,FRA,DF,Metz,Ligue 1,24.0,1996.0,19.2,1187.0,49.0,375.0,577.0,311.0,20.0,1000.0,27.0,37.0,73.0,28.0,2.0,685.0,3788.0,2329.0,102.0,40.0,8.0,24.0,23.0,731.0,673.0,92.1,27.0,Matthieu Udol
Naomichi Ueda,JPN,DF,Nîmes,Ligue 1,25.0,1994.0,7.9,428.0,82.0,283.0,172.0,8.0,4.0,413.0,1.0,2.0,50.0,2.0,0.0,274.0,1962.0,1196.0,28.0,0.0,0.0,2.0,0.0,287.0,281.0,97.9,0.0,Naomichi Ueda
Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,16.0,2004.0,0.7,42.0,1.0,14.0,22.0,9.0,2.0,42.0,1.0,1.0,100.0,1.0,0.0,31.0,103.0,54.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,100.0,0.0,Chimuanya Ugochukwu
Hwang Ui-jo,KOR,FWMF,Bordeaux,Ligue 1,27.0,1992.0,27.8,780.0,16.0,83.0,388.0,356.0,125.0,735.0,25.0,61.0,41.0,28.0,3.0,531.0,2428.0,1370.0,75.0,19.0,15.0,60.0,29.0,1162.0,591.0,50.9,155.0,Hwang Ui jo
Samir Ujkani,KVX,GK,Torino,Serie A,32.0,1988.0,1.0,30.0,29.0,30.0,0.0,0.0,0.0,23.0,0.0,0.0,,0.0,0.0,15.0,41.0,24.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,Samir Ujkani
Samuel Umtiti,FRA,DF,Barcelona,La Liga,26.0,1993.0,7.2,666.0,75.0,293.0,405.0,9.0,2.0,656.0,1.0,1.0,100.0,1.0,0.0,491.0,2417.0,1539.0,40.0,1.0,0.0,2.0,1.0,538.0,523.0,97.2,0.0,Samuel Umtiti
Enes Ünal,TUR,FW,Getafe,La Liga,23.0,1997.0,14.6,574.0,14.0,27.0,252.0,316.0,80.0,559.0,14.0,23.0,60.9,15.0,0.0,317.0,1269.0,629.0,33.0,11.0,6.0,54.0,47.0,772.0,435.0,56.3,98.0,Enes Unal
Cengiz Ünder,TUR,MFFW,Leicester City,Premier League,23.0,1997.0,3.1,177.0,2.0,14.0,67.0,109.0,10.0,167.0,12.0,20.0,60.0,13.0,1.0,151.0,1018.0,468.0,30.0,6.0,2.0,10.0,9.0,174.0,134.0,77.0,37.0,Cengiz Under
Dayot Upamecano,FRA,DF,RB Leipzig,Bundesliga,21.0,1998.0,25.9,2438.0,242.0,1059.0,1460.0,87.0,27.0,2395.0,10.0,16.0,62.5,10.0,0.0,1795.0,11177.0,5687.0,147.0,18.0,1.0,13.0,10.0,1798.0,1767.0,98.3,10.0,Dayot Upamecano
Kacper Urbanski,POL,MF,Bologna,Serie A,15.0,2004.0,0.0,8.0,0.0,1.0,5.0,3.0,0.0,8.0,0.0,0.0,,0.0,0.0,6.0,55.0,36.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,Kacper Urbanski
Mark Uth,GER,FWMF,Schalke 04,Bundesliga,28.0,1991.0,16.6,766.0,14.0,126.0,410.0,282.0,45.0,689.0,18.0,44.0,40.9,21.0,2.0,510.0,2646.0,1168.0,63.0,16.0,5.0,42.0,28.0,717.0,531.0,74.1,86.0,Mark Uth
Tomáš Vaclík,CZE,GK,Sevilla,La Liga,31.0,1989.0,5.0,155.0,145.0,155.0,0.0,0.0,0.0,124.0,0.0,0.0,,0.0,0.0,83.0,265.0,134.0,0.0,0.0,0.0,0.0,0.0,86.0,85.0,98.8,0.0,Tomas Vaclik
Eugeni Valderrama,ESP,FWMF,Huesca,La Liga,26.0,1994.0,1.3,93.0,4.0,24.0,61.0,14.0,0.0,84.0,1.0,2.0,50.0,1.0,0.0,65.0,303.0,129.0,4.0,0.0,0.0,0.0,1.0,67.0,65.0,97.0,1.0,Eugeni Valderrama
Lautaro Valenti,ARG,DF,Parma,Serie A,21.0,1999.0,5.5,403.0,75.0,235.0,175.0,17.0,3.0,392.0,2.0,2.0,100.0,2.0,0.0,252.0,1534.0,816.0,29.0,4.0,1.0,2.0,0.0,292.0,287.0,98.3,0.0,Lautaro Valenti
Antoine Valerio,FRA,MF,Nîmes,Ligue 1,20.0,1999.0,0.8,24.0,1.0,12.0,14.0,2.0,0.0,24.0,1.0,2.0,50.0,1.0,0.0,16.0,93.0,53.0,0.0,1.0,0.0,2.0,0.0,19.0,15.0,78.9,0.0,Antoine Valerio
Borja Valero,ESP,MFFW,Fiorentina,Serie A,35.0,1985.0,5.5,370.0,12.0,67.0,218.0,102.0,7.0,355.0,7.0,14.0,50.0,8.0,1.0,270.0,1542.0,737.0,34.0,4.0,1.0,7.0,10.0,320.0,270.0,84.4,14.0,Borja Valero
Yan Valery,FRA,DFMF,Southampton,Premier League,21.0,1999.0,1.1,94.0,4.0,35.0,35.0,28.0,2.0,78.0,1.0,4.0,25.0,1.0,0.0,50.0,287.0,161.0,8.0,1.0,1.0,3.0,6.0,58.0,47.0,81.0,5.0,Yan Valery
Jesús Vallejo,ESP,DF,Granada,La Liga,23.0,1997.0,15.0,634.0,100.0,363.0,274.0,27.0,5.0,606.0,4.0,4.0,100.0,4.0,1.0,326.0,1805.0,1057.0,23.0,3.0,0.0,5.0,0.0,364.0,348.0,95.6,1.0,Jesus Vallejo
Manu Vallejo,ESP,FW,Valencia,La Liga,23.0,1997.0,10.6,408.0,2.0,36.0,186.0,217.0,48.0,385.0,9.0,28.0,32.1,10.0,1.0,264.0,1283.0,735.0,41.0,12.0,8.0,28.0,25.0,489.0,280.0,57.3,77.0,Manu Vallejo
Federico Valverde,URU,MF,Real Madrid,La Liga,22.0,1998.0,14.8,914.0,8.0,129.0,503.0,364.0,31.0,901.0,25.0,32.0,78.1,28.0,0.0,682.0,4000.0,2299.0,103.0,39.0,5.0,12.0,10.0,792.0,707.0,89.3,56.0,Federico Valverde
Raphaël Varane,FRA,DF,Real Madrid,La Liga,27.0,1993.0,30.2,2013.0,284.0,1050.0,1055.0,71.0,24.0,1966.0,7.0,10.0,70.0,8.0,0.0,1343.0,9515.0,4466.0,94.0,18.0,0.0,5.0,3.0,1480.0,1444.0,97.6,6.0,Raphael Varane
Jamie Vardy,ENG,FW,Leicester City,Premier League,33.0,1987.0,31.6,716.0,32.0,60.0,267.0,428.0,182.0,674.0,31.0,52.0,59.6,38.0,5.0,405.0,2360.0,1199.0,71.0,15.0,34.0,60.0,18.0,1261.0,511.0,40.5,231.0,Jamie Vardy
Ruben Vargas,SUI,MFFW,Augsburg,Bundesliga,21.0,1998.0,17.9,839.0,22.0,168.0,414.0,350.0,69.0,817.0,43.0,86.0,50.0,47.0,5.0,601.0,3609.0,1843.0,88.0,42.0,12.0,36.0,35.0,815.0,540.0,66.3,102.0,Ruben Vargas
Denis Vavro,SVK,DF,Lazio,Serie A,24.0,1996.0,0.4,22.0,5.0,12.0,11.0,0.0,0.0,22.0,0.0,0.0,,0.0,0.0,13.0,93.0,49.0,2.0,0.0,0.0,0.0,0.0,13.0,13.0,100.0,0.0,Denis Vavro
Denis Vavro,SVK,DF,Huesca,La Liga,24.0,1996.0,6.8,369.0,31.0,194.0,187.0,24.0,3.0,359.0,1.0,2.0,50.0,1.0,0.0,212.0,1198.0,606.0,21.0,4.0,0.0,1.0,1.0,242.0,235.0,97.1,1.0,Denis Vavro
Franco Vázquez,ARG,FWMF,Sevilla,La Liga,31.0,1989.0,1.8,142.0,3.0,17.0,80.0,50.0,7.0,141.0,1.0,2.0,50.0,1.0,1.0,97.0,308.0,119.0,5.0,2.0,0.0,5.0,6.0,131.0,113.0,86.3,10.0,Franco Vazquez
Kevin Vázquez,ESP,DF,Celta Vigo,La Liga,27.0,1993.0,6.2,431.0,21.0,157.0,211.0,85.0,2.0,354.0,4.0,8.0,50.0,4.0,0.0,225.0,767.0,373.0,13.0,3.0,1.0,6.0,5.0,242.0,232.0,95.9,7.0,Kevin Vazquez
Lucas Vázquez,ESP,DFFW,Real Madrid,La Liga,29.0,1991.0,20.5,1681.0,54.0,424.0,717.0,628.0,77.0,1553.0,29.0,44.0,65.9,29.0,0.0,1219.0,5567.0,3152.0,142.0,31.0,17.0,38.0,23.0,1434.0,1253.0,87.4,108.0,Lucas Vazquez
Matías Vecino,URU,MF,Inter,Serie A,28.0,1991.0,3.1,152.0,6.0,39.0,87.0,35.0,5.0,148.0,2.0,3.0,66.7,2.0,0.0,96.0,437.0,245.0,13.0,2.0,0.0,5.0,1.0,132.0,119.0,90.2,8.0,Matias Vecino
Koke Vegas,ESP,GK,Levante,La Liga,24.0,1995.0,1.0,32.0,27.0,32.0,0.0,0.0,0.0,18.0,0.0,0.0,,0.0,0.0,9.0,48.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,Koke Vegas
Gabriel Veiga,ESP,MFDF,Celta Vigo,La Liga,18.0,2002.0,1.3,54.0,0.0,11.0,26.0,20.0,2.0,54.0,1.0,1.0,100.0,1.0,0.0,34.0,163.0,119.0,5.0,2.0,0.0,5.0,3.0,52.0,36.0,69.2,8.0,Gabriel Veiga
Miloš Veljković,SRB,DF,Werder Bremen,Bundesliga,24.0,1995.0,19.1,1055.0,154.0,596.0,470.0,34.0,7.0,1012.0,0.0,0.0,,0.0,0.0,569.0,2467.0,1374.0,30.0,1.0,0.0,2.0,2.0,654.0,635.0,97.1,2.0,Milos Veljkovic
Miguel Veloso,POR,MF,Hellas Verona,Serie A,34.0,1986.0,14.6,980.0,44.0,217.0,634.0,192.0,7.0,927.0,12.0,16.0,75.0,13.0,2.0,594.0,3268.0,1597.0,49.0,16.0,1.0,8.0,11.0,638.0,597.0,93.6,14.0,Miguel Veloso
Joël Veltman,NED,DF,Brighton,Premier League,28.0,1992.0,25.3,1765.0,103.0,573.0,834.0,464.0,37.0,1535.0,21.0,33.0,63.6,23.0,2.0,1011.0,5107.0,2651.0,103.0,37.0,5.0,8.0,17.0,1093.0,1015.0,92.9,35.0,Joel Veltman
Unai Vencedor Paris,ESP,MF,Athletic Club,La Liga,19.0,2000.0,18.9,1056.0,40.0,235.0,711.0,162.0,7.0,1027.0,9.0,10.0,90.0,10.0,0.0,676.0,3126.0,1381.0,46.0,9.0,0.0,13.0,10.0,749.0,703.0,93.9,18.0,Unai Vencedor Paris
Lorenzo Venuti,ITA,DF,Fiorentina,Serie A,25.0,1995.0,19.5,949.0,38.0,226.0,421.0,351.0,23.0,810.0,4.0,14.0,28.6,4.0,0.0,585.0,2606.0,1521.0,66.0,19.0,4.0,14.0,24.0,655.0,576.0,87.9,43.0,Lorenzo Venuti
Daniele Verde,ITA,FW,Spezia,Serie A,24.0,1996.0,10.9,504.0,9.0,54.0,211.0,274.0,59.0,471.0,10.0,16.0,62.5,10.0,1.0,371.0,2311.0,1069.0,80.0,13.0,16.0,11.0,12.0,498.0,377.0,75.7,58.0,Daniele Verde
Simone Verdi,ITA,MFFW,Torino,Serie A,28.0,1992.0,18.0,922.0,12.0,120.0,420.0,455.0,38.0,755.0,29.0,49.0,59.2,32.0,0.0,592.0,3697.0,1921.0,95.0,33.0,9.0,26.0,35.0,751.0,574.0,76.4,75.0,Simone Verdi
Gonzalo Verdú,ESP,DF,Elche,La Liga,31.0,1988.0,32.7,1865.0,319.0,1166.0,763.0,33.0,18.0,1786.0,10.0,11.0,90.9,10.0,1.0,1115.0,6002.0,3009.0,48.0,1.0,0.0,4.0,5.0,1260.0,1235.0,98.0,1.0,Gonzalo Verdu
Jordan Veretout,FRA,MF,Roma,Serie A,27.0,1993.0,22.8,1474.0,35.0,276.0,917.0,383.0,40.0,1373.0,13.0,22.0,59.1,14.0,0.0,1028.0,5654.0,3025.0,128.0,30.0,11.0,15.0,15.0,1227.0,1110.0,90.5,61.0,Jordan Veretout
Edoardo Vergani,ITA,FW,Bologna,Serie A,19.0,2001.0,0.1,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,100.0,1.0,Edoardo Vergani
Marco Verratti,ITA,MF,Paris S-G,Ligue 1,27.0,1992.0,16.6,1988.0,39.0,297.0,1287.0,548.0,47.0,1954.0,36.0,45.0,80.0,37.0,2.0,1589.0,7025.0,3939.0,197.0,57.0,10.0,13.0,39.0,1754.0,1656.0,94.4,71.0,Marco Verratti
Valerio Verre,ITA,MF,Sampdoria,Serie A,26.0,1994.0,11.1,696.0,8.0,82.0,367.0,289.0,33.0,676.0,17.0,30.0,56.7,19.0,0.0,517.0,2523.0,1440.0,61.0,24.0,1.0,42.0,23.0,718.0,537.0,74.8,102.0,Valerio Verre
Mikel Vesga,ESP,MF,Athletic Club,La Liga,27.0,1993.0,19.1,1098.0,52.0,242.0,728.0,191.0,25.0,1089.0,8.0,11.0,72.7,9.0,0.0,651.0,3450.0,1644.0,65.0,20.0,5.0,11.0,16.0,768.0,700.0,91.1,30.0,Mikel Vesga
Jannik Vestergaard,DEN,DF,Southampton,Premier League,27.0,1992.0,28.6,2025.0,280.0,1082.0,976.0,103.0,45.0,1985.0,12.0,17.0,70.6,13.0,1.0,1198.0,6948.0,3848.0,109.0,20.0,0.0,8.0,5.0,1394.0,1359.0,97.5,4.0,Jannik Vestergaard
Rúben Vezo,POR,DF,Levante,La Liga,26.0,1994.0,25.7,1597.0,260.0,905.0,733.0,88.0,14.0,1515.0,7.0,11.0,63.6,7.0,0.0,944.0,6598.0,3630.0,89.0,21.0,0.0,2.0,9.0,995.0,978.0,98.3,4.0,Ruben Vezo
Guglielmo Vicario,ITA,GK,Cagliari,Serie A,23.0,1996.0,4.0,120.0,109.0,120.0,0.0,0.0,0.0,81.0,0.0,0.0,,0.0,0.0,49.0,232.0,133.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,100.0,0.0,Guglielmo Vicario
Iñigo Vicente,ESP,FWMF,Athletic Club,La Liga,22.0,1998.0,0.6,63.0,0.0,4.0,20.0,45.0,2.0,60.0,4.0,4.0,100.0,4.0,1.0,51.0,211.0,140.0,7.0,3.0,1.0,0.0,0.0,51.0,48.0,94.1,8.0,Inigo Vicente
Fede Vico,ESP,MFFW,Granada,La Liga,26.0,1994.0,8.5,430.0,8.0,70.0,225.0,169.0,15.0,398.0,17.0,27.0,63.0,18.0,0.0,300.0,1889.0,1008.0,56.0,17.0,6.0,12.0,14.0,355.0,268.0,75.5,43.0,Fede Vico
Aleix Vidal,ESP,DF,Sevilla,La Liga,30.0,1989.0,6.6,572.0,12.0,135.0,290.0,180.0,10.0,505.0,5.0,7.0,71.4,5.0,0.0,352.0,1670.0,971.0,32.0,11.0,3.0,5.0,7.0,416.0,383.0,92.1,23.0,Aleix Vidal
Arturo Vidal,CHI,MF,Inter,Serie A,33.0,1987.0,12.6,878.0,25.0,218.0,500.0,223.0,35.0,870.0,5.0,7.0,71.4,5.0,0.0,556.0,2551.0,1518.0,63.0,18.0,4.0,8.0,6.0,700.0,631.0,90.1,36.0,Arturo Vidal
Clément Vidal,FRA,DF,Montpellier,Ligue 1,20.0,2000.0,1.0,44.0,10.0,30.0,20.0,0.0,0.0,44.0,0.0,0.0,,0.0,0.0,25.0,193.0,61.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,100.0,0.0,Clement Vidal
Nacho Vidal,ESP,DF,Osasuna,La Liga,25.0,1995.0,26.1,1342.0,107.0,455.0,635.0,321.0,26.0,1124.0,13.0,29.0,44.8,14.0,1.0,632.0,3020.0,1512.0,49.0,30.0,1.0,18.0,22.0,709.0,609.0,85.9,37.0,Nacho Vidal
Ronaldo Vieira,GNB,MF,Hellas Verona,Serie A,22.0,1998.0,2.5,143.0,7.0,24.0,92.0,36.0,2.0,139.0,2.0,2.0,100.0,2.0,0.0,89.0,390.0,166.0,7.0,7.0,0.0,1.0,2.0,95.0,86.0,90.5,3.0,Ronaldo Vieira
Luca Vignali,ITA,DF,Spezia,Serie A,24.0,1996.0,17.7,1315.0,53.0,475.0,631.0,297.0,16.0,1143.0,4.0,11.0,36.4,5.0,0.0,734.0,3839.0,1905.0,74.0,18.0,1.0,18.0,8.0,877.0,820.0,93.5,28.0,Luca Vignali
Emanuel Vignato,ITA,FWMF,Bologna,Serie A,19.0,2000.0,13.4,841.0,22.0,142.0,393.0,365.0,36.0,777.0,23.0,37.0,62.2,24.0,0.0,619.0,3741.0,1964.0,92.0,32.0,14.0,13.0,18.0,727.0,598.0,82.3,48.0,Emanuel Vignato
Toni Villa,ESP,MFFW,Valladolid,La Liga,25.0,1995.0,10.8,562.0,8.0,76.0,289.0,244.0,32.0,541.0,23.0,56.0,41.1,33.0,4.0,413.0,2047.0,1258.0,70.0,22.0,13.0,19.0,25.0,499.0,403.0,80.8,48.0,Toni Villa
Asier Villalibre,ESP,FW,Athletic Club,La Liga,22.0,1997.0,17.7,474.0,15.0,27.0,234.0,238.0,77.0,466.0,6.0,11.0,54.5,6.0,1.0,276.0,1404.0,794.0,48.0,13.0,13.0,46.0,23.0,768.0,379.0,49.3,133.0,Asier Villalibre
Gonzalo Villar,ESP,MF,Roma,Serie A,22.0,1998.0,20.7,1471.0,32.0,319.0,976.0,287.0,21.0,1439.0,33.0,45.0,73.3,34.0,1.0,1146.0,5851.0,3062.0,124.0,38.0,9.0,16.0,17.0,1182.0,1109.0,93.8,37.0,Gonzalo Villar
Iván Villar,ESP,GK,Celta Vigo,La Liga,23.0,1997.0,19.8,750.0,681.0,750.0,1.0,0.0,0.0,512.0,0.0,0.0,,0.0,0.0,333.0,1696.0,902.0,0.0,0.0,0.0,0.0,0.0,298.0,296.0,99.3,0.0,Ivan Villar
Rúben Vinagre,POR,DF,Wolves,Premier League,21.0,1999.0,1.9,120.0,3.0,39.0,60.0,30.0,0.0,104.0,3.0,7.0,42.9,4.0,0.0,67.0,392.0,242.0,14.0,3.0,0.0,1.0,2.0,80.0,68.0,85.0,4.0,Ruben Vinagre
Carlos Vinícius,BRA,FW,Tottenham,Premier League,25.0,1995.0,3.4,93.0,5.0,13.0,44.0,43.0,17.0,92.0,5.0,6.0,83.3,5.0,0.0,60.0,222.0,78.0,3.0,0.0,0.0,12.0,12.0,164.0,69.0,42.1,17.0,Carlos Vinicius
Nicolas Viola,ITA,MF,Benevento,Serie A,30.0,1989.0,11.5,625.0,22.0,134.0,352.0,169.0,14.0,555.0,9.0,19.0,47.4,12.0,2.0,381.0,2139.0,933.0,25.0,7.0,2.0,13.0,13.0,416.0,365.0,87.7,10.0,Nicolas Viola
João Virgínia,POR,GK,Everton,Premier League,20.0,1999.0,0.5,19.0,18.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,,0.0,0.0,10.0,52.0,28.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,100.0,0.0,Joao Virginia
Vitinha,POR,MF,Wolves,Premier League,20.0,2000.0,5.8,387.0,2.0,41.0,236.0,140.0,10.0,372.0,8.0,11.0,72.7,9.0,1.0,284.0,1606.0,896.0,45.0,14.0,2.0,11.0,10.0,356.0,310.0,87.1,25.0,Vitinha
Vitolo,ESP,MFFW,Atlético Madrid,La Liga,30.0,1989.0,3.3,191.0,2.0,26.0,96.0,81.0,19.0,188.0,1.0,1.0,100.0,1.0,0.0,135.0,757.0,468.0,27.0,7.0,4.0,10.0,5.0,196.0,155.0,79.1,33.0,Vitolo
Dušan Vlahović,SRB,FW,Fiorentina,Serie A,20.0,2000.0,32.5,1078.0,15.0,73.0,513.0,567.0,158.0,1042.0,36.0,68.0,52.9,38.0,0.0,718.0,2950.0,1352.0,69.0,30.0,15.0,94.0,101.0,1658.0,836.0,50.4,268.0,Dusan Vlahovic
Michel Vlap,NED,MFFW,Arminia,Bundesliga,23.0,1997.0,4.1,157.0,2.0,21.0,84.0,62.0,11.0,134.0,4.0,5.0,80.0,4.0,0.0,94.0,365.0,193.0,7.0,5.0,1.0,9.0,7.0,158.0,90.0,57.0,28.0,Michel Vlap
Andreas Voglsammer,GER,FWMF,Arminia,Bundesliga,28.0,1992.0,11.1,409.0,13.0,56.0,169.0,212.0,63.0,399.0,7.0,14.0,50.0,8.0,1.0,207.0,1188.0,532.0,29.0,9.0,5.0,28.0,18.0,504.0,285.0,56.5,70.0,Andreas Voglsammer
Kevin Vogt,GER,DF,Hoffenheim,Bundesliga,28.0,1991.0,20.5,1640.0,191.0,902.0,855.0,24.0,1.0,1594.0,3.0,4.0,75.0,4.0,1.0,1125.0,6855.0,4116.0,55.0,7.0,0.0,1.0,3.0,1214.0,1196.0,98.5,1.0,Kevin Vogt
Mërgim Vojvoda,KVX,DF,Torino,Serie A,25.0,1995.0,15.1,917.0,59.0,306.0,393.0,269.0,20.0,799.0,12.0,21.0,57.1,13.0,1.0,568.0,2344.0,1109.0,51.0,18.0,1.0,13.0,18.0,629.0,573.0,91.1,27.0,Mergim Vojvoda
Jake Vokins,ENG,DF,Southampton,Premier League,20.0,2000.0,0.7,23.0,1.0,3.0,16.0,7.0,0.0,16.0,0.0,0.0,,0.0,0.0,13.0,110.0,70.0,2.0,2.0,0.0,0.0,0.0,17.0,13.0,76.5,0.0,Jake Vokins
Kevin Volland,GER,FWMF,Monaco,Ligue 1,28.0,1992.0,30.8,1142.0,9.0,91.0,557.0,548.0,159.0,1129.0,21.0,43.0,48.8,23.0,2.0,717.0,2966.0,1544.0,83.0,26.0,21.0,81.0,54.0,1466.0,874.0,59.6,257.0,Kevin Volland
Stefan de Vrij,NED,DF,Inter,Serie A,28.0,1992.0,30.4,2168.0,266.0,1153.0,1129.0,45.0,16.0,2128.0,6.0,6.0,100.0,6.0,0.0,1437.0,9362.0,5287.0,122.0,7.0,0.0,1.0,3.0,1633.0,1616.0,99.0,2.0,Stefan de Vrij
Giacomo Vrioni,ALB,MF,Juventus,Serie A,21.0,1998.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,,0.0,0.0,2.0,18.0,16.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,100.0,1.0,Giacomo Vrioni
Šime Vrsaljko,CRO,DF,Atlético Madrid,La Liga,28.0,1992.0,5.8,376.0,16.0,89.0,187.0,117.0,0.0,309.0,2.0,3.0,66.7,2.0,0.0,177.0,719.0,343.0,19.0,9.0,0.0,5.0,3.0,261.0,208.0,79.7,15.0,Sime Vrsaljko
Nikola Vukčević,MNE,MF,Levante,La Liga,28.0,1991.0,9.0,385.0,24.0,132.0,243.0,27.0,3.0,377.0,1.0,2.0,50.0,1.0,0.0,210.0,887.0,385.0,15.0,1.0,1.0,1.0,3.0,279.0,261.0,93.5,6.0,Nikola Vukcevic
Miloš Vulić,SRB,MF,Crotone,Serie A,23.0,1996.0,14.5,744.0,17.0,170.0,400.0,231.0,36.0,707.0,12.0,29.0,41.4,14.0,1.0,499.0,2920.0,1159.0,54.0,14.0,3.0,29.0,19.0,604.0,513.0,84.9,43.0,Milos Vulic
