Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Matches,Name_no_spec_chars
Hélder Costa,POR,MFFW,Leeds United,Premier League,26.0,1994.0,12.8,21.0,1.63,15.0,0.0,2.0,1.0,3.0,0.0,6.0,0.47,5.0,0.0,0.0,0.0,1.0,0.0,Matches,Helder Costa
Jaume Costa,ESP,DFMF,Villarreal,La Liga,32.0,1988.0,3.9,7.0,1.79,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Jaume Costa
Charles Costes,FRA,MF,Dijon,Ligue 1,17.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Charles Costes
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,33.0,1987.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Benoit Costil
Vladimír Coufal,CZE,DF,West Ham,Premier League,27.0,1992.0,33.9,71.0,2.09,54.0,11.0,1.0,2.0,2.0,1.0,7.0,0.21,7.0,0.0,0.0,0.0,0.0,0.0,Matches,Vladimir Coufal
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,28.0,1991.0,10.9,17.0,1.56,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.28,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Kalifa Coulibaly
Lassana Coulibaly,MLI,MFFW,Angers,Ligue 1,24.0,1996.0,18.7,20.0,1.07,17.0,0.0,1.0,0.0,1.0,1.0,3.0,0.16,2.0,0.0,0.0,0.0,0.0,1.0,Matches,Lassana Coulibaly
Mamadou Coulibaly,SEN,MF,Udinese,Serie A,21.0,1999.0,2.0,6.0,2.93,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mamadou Coulibaly
Senou Coulibaly,MLI,DF,Dijon,Ligue 1,25.0,1994.0,21.5,4.0,0.19,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Senou Coulibaly
Tanguy Coulibaly,FRA,DFFW,Stuttgart,Bundesliga,19.0,2001.0,16.7,38.0,2.27,24.0,0.0,8.0,2.0,3.0,1.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Tanguy Coulibaly
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,28.0,1992.0,38.0,4.0,0.11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Thibaut Courtois
Philippe Coutinho,BRA,MFFW,Barcelona,La Liga,28.0,1992.0,7.3,24.0,3.3,18.0,1.0,1.0,1.0,3.0,0.0,4.0,0.55,4.0,0.0,0.0,0.0,0.0,0.0,Matches,Philippe Coutinho
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,21.0,1999.0,15.2,8.0,0.53,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Nicolas Cozza
Alessio Cragno,ITA,GK,Cagliari,Serie A,26.0,1994.0,34.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alessio Cragno
Gian Crespi,ITA,GK,Crotone,Serie A,19.0,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Gian Crespi
Aaron Cresswell,ENG,DF,West Ham,Premier League,30.0,1989.0,35.2,96.0,2.73,48.0,41.0,1.0,4.0,2.0,0.0,14.0,0.4,5.0,6.0,0.0,2.0,1.0,0.0,Matches,Aaron Cresswell
Domenico Criscito,ITA,DF,Genoa,Serie A,33.0,1986.0,19.2,14.0,0.73,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Domenico Criscito
Bryan Cristante,ITA,DFMF,Roma,Serie A,25.0,1995.0,23.9,35.0,1.46,28.0,0.0,2.0,4.0,0.0,1.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0,Matches,Bryan Cristante
Giovanni Crociata,ITA,DFMF,Crotone,Serie A,22.0,1997.0,0.3,1.0,3.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Giovanni Crociata
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,28.0,1992.0,21.8,18.0,0.83,16.0,2.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Juan Cruz Armada
Juan Cuadrado,COL,DFMF,Juventus,Serie A,32.0,1988.0,24.2,110.0,4.55,65.0,24.0,12.0,1.0,7.0,1.0,17.0,0.7,10.0,4.0,1.0,0.0,2.0,0.0,Matches,Juan Cuadrado
Adrián Cubas,PAR,MF,Nîmes,Ligue 1,24.0,1996.0,24.9,19.0,0.76,14.0,0.0,1.0,0.0,0.0,4.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Adrian Cubas
Sergio Cubero Ezcurra,ESP,MF,Eibar,La Liga,20.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sergio Cubero Ezcurra
Cucho,COL,FWMF,Getafe,La Liga,21.0,1999.0,16.3,35.0,2.15,29.0,0.0,2.0,1.0,3.0,0.0,5.0,0.31,5.0,0.0,0.0,0.0,0.0,0.0,Matches,Cucho
Marc Cucurella,ESP,MF,Getafe,La Liga,22.0,1998.0,36.0,80.0,2.22,63.0,4.0,2.0,0.0,9.0,2.0,5.0,0.14,3.0,0.0,1.0,0.0,0.0,1.0,Matches,Marc Cucurella
Mickaël Cuisance,FRA,MF,Marseille,Ligue 1,20.0,1999.0,11.4,18.0,1.58,15.0,0.0,1.0,1.0,1.0,0.0,3.0,0.26,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Mickael Cuisance
Mickaël Cuisance,FRA,FW,Bayern Munich,Bundesliga,20.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mickael Cuisance
Matheus Cunha,BRA,FWMF,Hertha BSC,Bundesliga,21.0,1999.0,23.9,105.0,4.4,42.0,28.0,14.0,8.0,8.0,5.0,9.0,0.38,5.0,1.0,0.0,2.0,1.0,0.0,Matches,Matheus Cunha
Giuseppe Cuomo,ITA,DF,Crotone,Serie A,22.0,1998.0,8.9,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Giuseppe Cuomo
Patrick Cutrone,ITA,FWMF,Wolves,Premier League,22.0,1998.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Patrick Cutrone
Patrick Cutrone,ITA,FWMF,Fiorentina,Serie A,22.0,1998.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Patrick Cutrone
Patrick Cutrone,ITA,FW,Valencia,La Liga,22.0,1998.0,1.2,2.0,1.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Patrick Cutrone
Wylan Cyprien,FRA,MF,Parma,Serie A,25.0,1995.0,4.6,13.0,2.85,9.0,3.0,0.0,0.0,1.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Wylan Cyprien
Rafael Czichos,GER,DF,Köln,Bundesliga,30.0,1990.0,25.1,16.0,0.64,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rafael Czichos
Lennart-Marten Czyborra,GER,DF,Genoa,Serie A,21.0,1999.0,13.0,6.0,0.46,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lennart Marten Czyborra
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,31.0,1988.0,7.8,6.0,0.77,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Danilo DAmbrosio
Damien Da Silva,FRA,DF,Rennes,Ligue 1,32.0,1988.0,29.6,18.0,0.61,16.0,0.0,0.0,0.0,0.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Damien Da Silva
Bryan Dabo,BFA,MF,Benevento,Serie A,28.0,1992.0,12.4,22.0,1.77,20.0,1.0,0.0,0.0,1.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Bryan Dabo
Moanes Dabour,ISR,FW,Hoffenheim,Bundesliga,28.0,1992.0,11.1,26.0,2.34,19.0,0.0,3.0,1.0,3.0,0.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Moanes Dabour
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,21.0,1998.0,15.1,22.0,1.46,18.0,0.0,2.0,0.0,2.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Colin Dagba
Finn Dahmen,GER,GK,Mainz 05,Bundesliga,22.0,1998.0,3.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Finn Dahmen
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,24.0,1996.0,14.0,36.0,2.58,27.0,0.0,3.0,3.0,1.0,2.0,5.0,0.36,4.0,0.0,0.0,0.0,0.0,1.0,Matches,Mahmoud Dahoud
Leon Dajaku,GER,FW,Union Berlin,Bundesliga,19.0,2001.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leon Dajaku
Stuart Dallas,NIR,DFMF,Leeds United,Premier League,29.0,1991.0,37.9,74.0,1.95,63.0,2.0,4.0,3.0,0.0,2.0,6.0,0.16,6.0,0.0,0.0,0.0,0.0,0.0,Matches,Stuart Dallas
Diogo Dalot,POR,DF,Milan,Serie A,21.0,1999.0,12.1,18.0,1.49,14.0,0.0,2.0,1.0,0.0,1.0,3.0,0.25,2.0,0.0,0.0,0.0,0.0,1.0,Matches,Diogo Dalot
Mikkel Damsgaard,DEN,MFFW,Sampdoria,Serie A,20.0,2000.0,19.7,58.0,2.94,40.0,4.0,4.0,3.0,4.0,3.0,10.0,0.51,6.0,1.0,3.0,0.0,0.0,0.0,Matches,Mikkel Damsgaard
Flavius Daniliuc,AUT,DF,Nice,Ligue 1,19.0,2001.0,16.4,14.0,0.85,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Flavius Daniliuc
Danilo,BRA,DF,Juventus,Serie A,29.0,1991.0,32.4,60.0,1.85,57.0,1.0,1.0,1.0,0.0,0.0,5.0,0.15,5.0,0.0,0.0,0.0,0.0,0.0,Matches,Danilo
Scott Dann,ENG,DF,Crystal Palace,Premier League,33.0,1987.0,15.0,5.0,0.33,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Scott Dann
Tiago Dantas,POR,MF,Bayern Munich,Bundesliga,19.0,2000.0,0.8,1.0,1.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tiago Dantas
Dante,BRA,DF,Nice,Ligue 1,36.0,1983.0,8.6,8.0,0.93,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Dante
Andrea Danzi,ITA,MFDF,Hellas Verona,Serie A,21.0,1999.0,1.2,1.0,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Andrea Danzi
Ebrima Darboe,GAM,MF,Roma,Serie A,19.0,2001.0,3.6,10.0,2.79,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ebrima Darboe
Márton Dárdai,GER,DF,Hertha BSC,Bundesliga,18.0,2002.0,9.1,10.0,1.1,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Marton Dardai
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,29.0,1990.0,21.1,66.0,3.12,48.0,11.0,3.0,0.0,4.0,0.0,9.0,0.43,9.0,0.0,0.0,0.0,0.0,0.0,Matches,Vladimir Darida
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,29.0,1990.0,25.0,3.0,0.12,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Karl Darlow
Matteo Darmian,ITA,DF,Inter,Serie A,30.0,1989.0,12.9,25.0,1.94,19.0,1.0,1.0,0.0,2.0,2.0,4.0,0.31,3.0,0.0,0.0,0.0,1.0,0.0,Matches,Matteo Darmian
Matteo Darmian,ITA,DF,Parma,Serie A,30.0,1989.0,2.3,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Matteo Darmian
Jonathan David,CAN,FW,Lille,Ligue 1,20.0,2000.0,26.2,70.0,2.68,50.0,1.0,7.0,8.0,4.0,0.0,12.0,0.46,7.0,0.0,1.0,2.0,2.0,0.0,Matches,Jonathan David
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,19.0,2000.0,19.6,47.0,2.4,41.0,0.0,3.0,0.0,3.0,0.0,5.0,0.26,3.0,0.0,1.0,0.0,1.0,0.0,Matches,Alphonso Davies
Ben Davies,WAL,DF,Tottenham,Premier League,27.0,1993.0,15.0,17.0,1.14,12.0,0.0,1.0,0.0,2.0,2.0,4.0,0.27,2.0,0.0,1.0,0.0,1.0,0.0,Matches,Ben Davies
Tom Davies,ENG,MF,Everton,Premier League,22.0,1998.0,15.8,21.0,1.33,20.0,0.0,1.0,0.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Tom Davies
Keinan Davis,ENG,FWMF,Aston Villa,Premier League,22.0,1998.0,3.1,15.0,4.87,8.0,0.0,3.0,2.0,1.0,1.0,2.0,0.65,1.0,0.0,0.0,0.0,0.0,1.0,Matches,Keinan Davis
Leif Davis,ENG,DF,Leeds United,Premier League,20.0,2000.0,0.4,1.0,2.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leif Davis
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,25.0,1995.0,20.7,10.0,0.48,5.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Pawel Dawidowicz
Craig Dawson,ENG,DF,West Ham,Premier League,30.0,1990.0,21.4,8.0,0.37,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Craig Dawson
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,29.0,1991.0,22.2,142.0,6.4,95.0,24.0,7.0,4.0,5.0,7.0,19.0,0.86,15.0,0.0,2.0,0.0,1.0,1.0,Matches,Kevin De Bruyne
Sebastien De Maio,FRA,DF,Udinese,Serie A,33.0,1987.0,9.5,3.0,0.32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sebastien De Maio
Rodrigo De Paul,ARG,MF,Udinese,Serie A,26.0,1994.0,35.6,164.0,4.61,92.0,39.0,13.0,7.0,11.0,2.0,20.0,0.56,13.0,2.0,2.0,2.0,1.0,0.0,Matches,Rodrigo De Paul
Mattia De Sciglio,ITA,DF,Juventus,Serie A,27.0,1992.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mattia De Sciglio
Mattia De Sciglio,ITA,DF,Lyon,Ligue 1,27.0,1992.0,16.3,21.0,1.29,18.0,1.0,0.0,1.0,0.0,1.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,Matches,Mattia De Sciglio
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,32.0,1988.0,23.8,23.0,0.97,18.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lorenzo De Silvestri
Thibault De Smet,BEL,DF,Reims,Ligue 1,22.0,1998.0,5.5,11.0,2.0,7.0,1.0,2.0,0.0,1.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Thibault De Smet
Lucas Deaux,FRA,MFDF,Nîmes,Ligue 1,31.0,1988.0,19.5,40.0,2.05,33.0,0.0,2.0,3.0,0.0,2.0,5.0,0.26,5.0,0.0,0.0,0.0,0.0,0.0,Matches,Lucas Deaux
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,35.0,1985.0,23.4,33.0,1.41,24.0,2.0,0.0,5.0,1.0,1.0,3.0,0.13,1.0,0.0,0.0,2.0,0.0,0.0,Matches,Mathieu Debuchy
Grégoire Defrel,MTQ,FWMF,Sassuolo,Serie A,29.0,1991.0,14.9,38.0,2.56,33.0,1.0,1.0,1.0,1.0,1.0,5.0,0.34,4.0,0.0,0.0,0.0,1.0,0.0,Matches,Gregoire Defrel
Alessandro Deiola,ITA,MF,Spezia,Serie A,24.0,1995.0,4.0,10.0,2.5,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alessandro Deiola
Alessandro Deiola,ITA,MF,Cagliari,Serie A,24.0,1995.0,6.8,14.0,2.05,11.0,0.0,0.0,2.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Alessandro Deiola
Romain Del Castillo,FRA,MFFW,Rennes,Ligue 1,24.0,1996.0,7.2,37.0,5.11,21.0,5.0,6.0,2.0,1.0,2.0,6.0,0.83,3.0,2.0,1.0,0.0,0.0,0.0,Matches,Romain Del Castillo
Lorenzo Del Pinto,ITA,MF,Benevento,Serie A,30.0,1990.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lorenzo Del Pinto
Thomas Delaine,FRA,DF,Metz,Ligue 1,28.0,1992.0,19.8,26.0,1.32,19.0,0.0,4.0,1.0,2.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Thomas Delaine
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,28.0,1991.0,14.3,16.0,1.12,12.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Thomas Delaney
Liam Delap,ENG,FW,Manchester City,Premier League,17.0,2003.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liam Delap
Jonathan Delaplace,FRA,DF,Lorient,Ligue 1,34.0,1986.0,10.1,25.0,2.48,22.0,2.0,0.0,0.0,1.0,0.0,2.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,Matches,Jonathan Delaplace
Sacha Delaye,FRA,MF,Montpellier,Ligue 1,18.0,2002.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sacha Delaye
Cristian Dell'Orco,ITA,DF,Spezia,Serie A,26.0,1994.0,2.9,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cristian DellOrco
Andy Delort,ALG,FW,Montpellier,Ligue 1,28.0,1991.0,27.6,102.0,3.7,72.0,4.0,9.0,9.0,8.0,0.0,15.0,0.54,12.0,0.0,1.0,1.0,1.0,0.0,Matches,Andy Delort
Fabian Delph,ENG,MFDF,Everton,Premier League,30.0,1989.0,3.0,3.0,1.02,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fabian Delph
Moussa Dembélé,FRA,FWMF,Atlético Madrid,La Liga,24.0,1996.0,1.1,2.0,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Moussa Dembele
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,24.0,1996.0,7.5,23.0,3.06,14.0,0.0,2.0,4.0,2.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Moussa Dembele
Ousmane Dembélé,FRA,FWDF,Barcelona,La Liga,23.0,1997.0,19.7,82.0,4.16,55.0,9.0,10.0,6.0,2.0,0.0,9.0,0.46,6.0,0.0,1.0,2.0,0.0,0.0,Matches,Ousmane Dembele
Merih Demiral,TUR,DF,Juventus,Serie A,22.0,1998.0,10.4,6.0,0.57,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Merih Demiral
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,27.0,1993.0,19.4,71.0,3.66,40.0,19.0,5.0,5.0,2.0,0.0,6.0,0.31,2.0,2.0,1.0,1.0,0.0,0.0,Matches,Kerem Demirbay
Ermedin Demirović,BIH,FW,Freiburg,Bundesliga,22.0,1998.0,16.6,34.0,2.04,20.0,0.0,3.0,3.0,6.0,2.0,11.0,0.66,6.0,0.0,1.0,2.0,1.0,1.0,Matches,Ermedin Demirovic
Diego Demme,GER,MF,Napoli,Serie A,28.0,1991.0,17.7,36.0,2.04,31.0,0.0,1.0,0.0,1.0,3.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Diego Demme
Jason Denayer,BEL,DF,Lyon,Ligue 1,25.0,1995.0,29.0,8.0,0.28,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Jason Denayer
Leander Dendoncker,BEL,MFDF,Wolves,Premier League,25.0,1995.0,27.8,43.0,1.55,36.0,1.0,1.0,3.0,1.0,1.0,6.0,0.22,4.0,0.0,0.0,2.0,0.0,0.0,Matches,Leander Dendoncker
Kevin Denkey,TOG,FW,Nîmes,Ligue 1,19.0,2000.0,5.8,9.0,1.55,5.0,0.0,0.0,3.0,1.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Kevin Denkey
Emmanuel Dennis,NGA,FW,Köln,Bundesliga,22.0,1997.0,5.3,10.0,1.9,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Emmanuel Dennis
Stefano Denswil,NED,DF,Bologna,Serie A,27.0,1993.0,1.3,2.0,1.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Stefano Denswil
Fabio Depaoli,ITA,DF,Benevento,Serie A,23.0,1997.0,12.4,13.0,1.04,8.0,2.0,0.0,2.0,0.0,1.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Fabio Depaoli
Fabio Depaoli,ITA,MF,Sampdoria,Serie A,23.0,1997.0,0.9,1.0,1.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fabio Depaoli
Fabio Depaoli,ITA,DF,Atalanta,Serie A,23.0,1997.0,2.1,4.0,1.88,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fabio Depaoli
Memphis Depay,NED,FW,Lyon,Ligue 1,26.0,1994.0,32.5,167.0,5.14,94.0,30.0,21.0,8.0,10.0,4.0,29.0,0.89,17.0,2.0,6.0,0.0,3.0,1.0,Matches,Memphis Depay
Clément Depres,FRA,MF,Nîmes,Ligue 1,25.0,1994.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Clement Depres
Mike van der Hoorn,NED,DF,Arminia,Bundesliga,27.0,1992.0,15.1,6.0,0.4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mike van der Hoorn
Kastriot Dermaku,ALB,DF,Parma,Serie A,28.0,1992.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Kastriot Dermaku
Kiril Despodov,BUL,FW,Cagliari,Serie A,23.0,1996.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Kiril Despodov
Sergiño Dest,USA,DF,Barcelona,La Liga,19.0,2000.0,21.2,38.0,1.79,34.0,1.0,2.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Sergino Dest
Mattia Destro,ITA,FW,Genoa,Serie A,29.0,1991.0,17.8,16.0,0.9,9.0,0.0,3.0,2.0,0.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Mattia Destro
Gerard Deulofeu,ESP,FW,Udinese,Serie A,26.0,1994.0,6.6,17.0,2.56,11.0,1.0,1.0,0.0,3.0,1.0,5.0,0.75,2.0,0.0,1.0,0.0,1.0,1.0,Matches,Gerard Deulofeu
Deyverson,BRA,FW,Alavés,La Liga,29.0,1991.0,9.7,17.0,1.75,13.0,0.0,0.0,1.0,3.0,0.0,4.0,0.41,2.0,0.0,0.0,1.0,1.0,0.0,Matches,Deyverson
Jacopo Dezi,ITA,FWMF,Parma,Serie A,28.0,1992.0,0.9,1.0,1.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Jacopo Dezi
Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,31.0,1988.0,5.6,11.0,1.98,6.0,0.0,0.0,1.0,4.0,0.0,2.0,0.36,0.0,0.0,0.0,1.0,1.0,0.0,Matches,Samuel Di Carmine
Samuel Di Carmine,ITA,FW,Crotone,Serie A,31.0,1988.0,5.3,4.0,0.76,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.38,0.0,0.0,0.0,0.0,2.0,0.0,Matches,Samuel Di Carmine
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,26.0,1993.0,36.0,103.0,2.86,82.0,5.0,7.0,3.0,4.0,2.0,17.0,0.47,11.0,1.0,2.0,1.0,2.0,0.0,Matches,Giovanni Di Lorenzo
