Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Matches,Name_no_spec_chars
Loris Karius,GER,GK,Union Berlin,Bundesliga,27.0,1993.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Loris Karius
Rick Karsdorp,NED,DF,Roma,Serie A,25.0,1995.0,28.3,44.0,1.56,39.0,1.0,1.0,3.0,0.0,0.0,8.0,0.28,8.0,0.0,0.0,0.0,0.0,0.0,Matches,Rick Karsdorp
Noah Katterbach,GER,DF,Köln,Bundesliga,19.0,2001.0,12.3,26.0,2.11,18.0,1.0,2.0,2.0,3.0,0.0,3.0,0.24,1.0,0.0,0.0,1.0,1.0,0.0,Matches,Noah Katterbach
Eiji Kawashima,JPN,GK,Strasbourg,Ligue 1,37.0,1983.0,24.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Eiji Kawashima
Moise Kean,ITA,FW,Everton,Premier League,20.0,2000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Moise Kean
Moise Kean,ITA,FW,Paris S-G,Ligue 1,20.0,2000.0,18.9,25.0,1.33,15.0,0.0,4.0,3.0,2.0,1.0,2.0,0.11,1.0,0.0,1.0,0.0,0.0,0.0,Matches,Moise Kean
Michael Keane,ENG,DF,Everton,Premier League,27.0,1993.0,33.2,22.0,0.66,21.0,0.0,0.0,1.0,0.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Michael Keane
Neeskens Kebano,COD,FWMF,Fulham,Premier League,28.0,1992.0,1.3,3.0,2.27,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Neeskens Kebano
Thilo Kehrer,GER,DF,Paris S-G,Ligue 1,23.0,1996.0,18.0,7.0,0.39,5.0,0.0,0.0,1.0,1.0,0.0,2.0,0.11,1.0,0.0,0.0,1.0,0.0,0.0,Matches,Thilo Kehrer
Habib Keita,MLI,MF,Lyon,Ligue 1,18.0,2002.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Habib Keita
Naby Keïta,GUI,MF,Liverpool,Premier League,25.0,1995.0,5.8,15.0,2.6,12.0,0.0,1.0,2.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Naby Keita
Yannik Keitel,GER,MF,Freiburg,Bundesliga,20.0,2000.0,5.5,6.0,1.08,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Yannik Keitel
Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,21.0,1998.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Caoimhin Kelleher
Stephane Keller,CMR,DF,Alavés,La Liga,18.0,2001.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Stephane Keller
Martin Kelly,ENG,DF,Crystal Palace,Premier League,30.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Martin Kelly
Marc-Oliver Kempf,GER,DF,Stuttgart,Bundesliga,25.0,1995.0,30.3,31.0,1.02,28.0,2.0,0.0,1.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Marc Oliver Kempf
Kenedy,BRA,FWMF,Granada,La Liga,24.0,1996.0,16.3,35.0,2.14,15.0,6.0,7.0,2.0,3.0,2.0,5.0,0.31,2.0,1.0,1.0,0.0,0.0,1.0,Matches,Kenedy
Jonjoe Kenny,ENG,DF,Everton,Premier League,23.0,1997.0,0.9,1.0,1.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Jonjoe Kenny
Franck Kessié,CIV,MF,Milan,Serie A,23.0,1996.0,35.8,76.0,2.12,59.0,1.0,2.0,7.0,3.0,4.0,10.0,0.28,6.0,0.0,0.0,2.0,1.0,1.0,Matches,Franck Kessie
Reda Khadra,GER,FW,Brighton,Premier League,19.0,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Reda Khadra
Omar Khailoti,ITA,DF,Bologna,Serie A,18.0,2001.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Omar Khailoti
Saîf-Eddine Khaoui,TUN,FWMF,Marseille,Ligue 1,25.0,1995.0,6.7,7.0,1.04,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Saif Eddine Khaoui
Wahbi Khazri,TUN,FW,Saint-Étienne,Ligue 1,29.0,1991.0,13.1,35.0,2.67,25.0,4.0,1.0,1.0,3.0,1.0,2.0,0.15,0.0,0.0,0.0,0.0,2.0,0.0,Matches,Wahbi Khazri
Rani Khedira,GER,MF,Augsburg,Bundesliga,26.0,1994.0,20.2,13.0,0.64,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rani Khedira
Sami Khedira,GER,MF,Hertha BSC,Bundesliga,33.0,1987.0,4.4,5.0,1.14,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Sami Khedira
Kike,ESP,FW,Eibar,La Liga,30.0,1989.0,34.3,67.0,1.95,39.0,0.0,7.0,6.0,14.0,1.0,6.0,0.17,2.0,0.0,3.0,0.0,0.0,1.0,Matches,Kike
Luca Kilian,GER,DF,Mainz 05,Bundesliga,20.0,1999.0,4.2,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luca Kilian
Max Kilman,ENG,DF,Wolves,Premier League,23.0,1997.0,14.6,7.0,0.48,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Max Kilman
Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,25.0,1995.0,24.4,117.0,4.8,72.0,38.0,1.0,3.0,2.0,1.0,17.0,0.7,11.0,6.0,0.0,0.0,0.0,0.0,Matches,Joshua Kimmich
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,24.0,1995.0,25.6,14.0,0.55,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Presnel Kimpembe
Joshua King,NOR,MFFW,Everton,Premier League,28.0,1992.0,1.6,2.0,1.22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Joshua King
Giorgos Kiriakopoulos,GRE,DF,Sassuolo,Serie A,24.0,1996.0,16.2,30.0,1.85,23.0,0.0,3.0,2.0,1.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Giorgos Kiriakopoulos
Simon Kjær,DEN,DF,Milan,Serie A,31.0,1989.0,26.6,12.0,0.45,8.0,1.0,0.0,2.0,1.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Simon Kjaer
Davy Klaassen,NED,MF,Werder Bremen,Bundesliga,27.0,1993.0,2.5,3.0,1.22,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Davy Klaassen
Felix Klaus,GER,DFMF,Wolfsburg,Bundesliga,27.0,1992.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Felix Klaus
Klauss,BRA,FW,Hoffenheim,Bundesliga,23.0,1997.0,0.6,3.0,5.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Klauss
Ragnar Klavan,EST,DF,Cagliari,Serie A,34.0,1985.0,8.6,3.0,0.35,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ragnar Klavan
Philipp Klement,GER,MFFW,Stuttgart,Bundesliga,27.0,1992.0,4.7,27.0,5.77,10.0,15.0,0.0,1.0,1.0,0.0,4.0,0.86,2.0,2.0,0.0,0.0,0.0,0.0,Matches,Philipp Klement
Mateusz Klich,POL,MF,Leeds United,Premier League,30.0,1990.0,26.6,97.0,3.65,81.0,7.0,2.0,5.0,2.0,0.0,13.0,0.49,11.0,1.0,1.0,0.0,0.0,0.0,Matches,Mateusz Klich
Mateo Klimowicz,GER,FWMF,Stuttgart,Bundesliga,20.0,2000.0,13.3,36.0,2.7,24.0,0.0,5.0,2.0,4.0,1.0,8.0,0.6,3.0,0.0,2.0,0.0,2.0,1.0,Matches,Mateo Klimowicz
Fabian Klos,GER,FW,Arminia,Bundesliga,32.0,1987.0,30.1,59.0,1.96,47.0,0.0,1.0,4.0,6.0,1.0,6.0,0.2,5.0,0.0,1.0,0.0,0.0,0.0,Matches,Fabian Klos
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,24.0,1996.0,16.1,21.0,1.31,19.0,0.0,0.0,0.0,2.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Lukas Klostermann
Justin Kluivert,NED,FWMF,Roma,Serie A,21.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Justin Kluivert
Justin Kluivert,NED,FW,RB Leipzig,Bundesliga,21.0,1999.0,9.0,23.0,2.55,16.0,0.0,3.0,2.0,2.0,0.0,3.0,0.33,0.0,0.0,2.0,1.0,0.0,0.0,Matches,Justin Kluivert
Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,24.0,1996.0,11.0,8.0,0.73,7.0,0.0,0.0,0.0,0.0,1.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Lukas Klunter
Ansgar Knauff,GER,FWMF,Dortmund,Bundesliga,18.0,2002.0,0.8,8.0,10.14,5.0,0.0,2.0,0.0,1.0,0.0,2.0,2.54,1.0,0.0,1.0,0.0,0.0,0.0,Matches,Ansgar Knauff
Robin Knoche,GER,DF,Union Berlin,Bundesliga,28.0,1992.0,33.8,16.0,0.47,11.0,2.0,0.0,2.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Robin Knoche
Gregor Kobel,SUI,GK,Stuttgart,Bundesliga,22.0,1997.0,33.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Gregor Kobel
Robin Koch,GER,DFMF,Leeds United,Premier League,24.0,1996.0,12.6,10.0,0.8,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Robin Koch
Giorgi Kochorashvili,GEO,MF,Levante,La Liga,21.0,1999.0,0.3,1.0,3.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Giorgi Kochorashvili
Kenan Kodro,BIH,FW,Valladolid,La Liga,26.0,1993.0,5.1,7.0,1.37,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Kenan Kodro
Kenan Kodro,BIH,FWMF,Athletic Club,La Liga,26.0,1993.0,0.5,2.0,4.09,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.09,0.0,0.0,0.0,1.0,1.0,0.0,Matches,Kenan Kodro
Dominik Kohr,GER,MF,Mainz 05,Bundesliga,26.0,1994.0,14.1,20.0,1.42,14.0,0.0,1.0,2.0,3.0,0.0,2.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0,Matches,Dominik Kohr
Dominik Kohr,GER,MFFW,Eint Frankfurt,Bundesliga,26.0,1994.0,2.9,4.0,1.38,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dominik Kohr
Koba Koindredi,FRA,MF,Valencia,La Liga,18.0,2001.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Koba Koindredi
Koke,ESP,MF,Atlético Madrid,La Liga,28.0,1992.0,33.6,72.0,2.14,57.0,11.0,1.0,1.0,0.0,2.0,6.0,0.18,6.0,0.0,0.0,0.0,0.0,0.0,Matches,Koke
Aleksandr Kokorin,RUS,FWMF,Fiorentina,Serie A,29.0,1991.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aleksandr Kokorin
Aleksandar Kolarov,SRB,DF,Inter,Serie A,34.0,1985.0,4.3,15.0,3.46,11.0,2.0,0.0,1.0,0.0,1.0,2.0,0.46,1.0,1.0,0.0,0.0,0.0,0.0,Matches,Aleksandar Kolarov
Sead Kolašinac,BIH,DF,Arsenal,Premier League,27.0,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sead Kolasinac
Sead Kolašinac,BIH,DFMF,Schalke 04,Bundesliga,27.0,1993.0,15.8,20.0,1.26,15.0,0.0,3.0,0.0,1.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Sead Kolasinac
Randal Kolo Muani,FRA,FW,Nantes,Ligue 1,21.0,1998.0,33.7,88.0,2.61,54.0,0.0,15.0,3.0,13.0,3.0,16.0,0.48,5.0,0.0,5.0,2.0,4.0,0.0,Matches,Randal Kolo Muani
Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,28.0,1991.0,22.6,14.0,0.62,11.0,1.0,0.0,1.0,0.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Timothee Kolodziejczak
Ghislain Konan,CIV,DF,Reims,Ligue 1,24.0,1995.0,29.0,43.0,1.48,32.0,1.0,6.0,1.0,0.0,3.0,4.0,0.14,2.0,0.0,0.0,1.0,0.0,1.0,Matches,Ghislain Konan
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,21.0,1999.0,7.7,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ibrahima Konate
Moussa Konaté,SEN,FW,Dijon,Ligue 1,27.0,1993.0,13.3,19.0,1.43,12.0,0.0,2.0,2.0,2.0,1.0,4.0,0.3,1.0,0.0,1.0,2.0,0.0,0.0,Matches,Moussa Konate
Geoffrey Kondogbia,CTA,MFFW,Atlético Madrid,La Liga,27.0,1993.0,6.8,10.0,1.47,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Geoffrey Kondogbia
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,27.0,1993.0,4.9,5.0,1.02,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Geoffrey Kondogbia
Lamine Koné,CIV,DF,Strasbourg,Ligue 1,31.0,1989.0,11.6,4.0,0.35,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lamine Kone
Moussa Koné,SEN,FW,Nîmes,Ligue 1,23.0,1996.0,19.5,20.0,1.03,14.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Moussa Kone
Youssouf Koné,MLI,DFFW,Elche,La Liga,25.0,1995.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Youssouf Kone
Terence Kongolo,NED,DF,Fulham,Premier League,26.0,1994.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Terence Kongolo
Ezri Konsa,ENG,DF,Aston Villa,Premier League,22.0,1997.0,35.5,5.0,0.14,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ezri Konsa
Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,34.0,1985.0,24.6,19.0,0.77,17.0,0.0,0.0,1.0,1.0,0.0,3.0,0.12,2.0,0.0,0.0,0.0,1.0,0.0,Matches,Laurent Koscielny
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,27.0,1992.0,28.2,120.0,4.26,81.0,29.0,1.0,5.0,3.0,1.0,24.0,0.85,16.0,5.0,1.0,1.0,1.0,0.0,Matches,Filip Kostic
Márk Kosznovszky,HUN,MF,Parma,Serie A,18.0,2002.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mark Kosznovszky
Christian Kouamé,CIV,FW,Fiorentina,Serie A,22.0,1997.0,11.1,17.0,1.54,15.0,0.0,1.0,0.0,1.0,0.0,3.0,0.27,2.0,0.0,1.0,0.0,0.0,0.0,Matches,Christian Kouame
Nianzou Kouassi,FRA,DFMF,Bayern Munich,Bundesliga,18.0,2002.0,1.3,2.0,1.53,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nianzou Kouassi
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,29.0,1991.0,24.5,17.0,0.69,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Kalidou Koulibaly
Jules Koundé,FRA,DF,Sevilla,La Liga,21.0,1998.0,33.1,28.0,0.85,26.0,0.0,1.0,1.0,0.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Jules Kounde
Boubakar Kouyaté,MLI,DF,Metz,Ligue 1,23.0,1997.0,21.8,6.0,0.27,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Boubakar Kouyate
Cheikhou Kouyaté,SEN,DF,Crystal Palace,Premier League,30.0,1989.0,34.7,16.0,0.46,14.0,0.0,0.0,1.0,1.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Cheikhou Kouyate
Mateo Kovačić,CRO,MF,Chelsea,Premier League,26.0,1994.0,20.2,49.0,2.43,42.0,0.0,2.0,1.0,3.0,1.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,Matches,Mateo Kovacic
Viktor Kovalenko,UKR,FW,Atalanta,Serie A,24.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Viktor Kovalenko
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,25.0,1994.0,14.3,14.0,0.98,11.0,2.0,1.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Emil Krafth
Andrej Kramarić,CRO,FWMF,Hoffenheim,Bundesliga,29.0,1991.0,26.4,90.0,3.4,60.0,8.0,10.0,4.0,7.0,1.0,14.0,0.53,9.0,2.0,1.0,0.0,1.0,1.0,Matches,Andrej Kramaric
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,29.0,1991.0,22.6,33.0,1.46,25.0,1.0,1.0,1.0,3.0,2.0,3.0,0.13,2.0,0.0,0.0,0.0,0.0,1.0,Matches,Christoph Kramer
Jean-Philippe Krasso,FRA,FW,Saint-Étienne,Ligue 1,23.0,1997.0,2.5,6.0,2.42,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Jean Philippe Krasso
Toni Kroos,GER,MF,Real Madrid,La Liga,30.0,1990.0,23.5,107.0,4.55,53.0,44.0,1.0,3.0,3.0,3.0,13.0,0.55,6.0,4.0,0.0,1.0,0.0,2.0,Matches,Toni Kroos
Filip Krovinović,CRO,MF,West Brom,Premier League,24.0,1995.0,6.1,17.0,2.8,10.0,3.0,3.0,0.0,1.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Filip Krovinovic
Rade Krunić,BIH,MFFW,Milan,Serie A,26.0,1993.0,8.0,18.0,2.24,14.0,0.0,0.0,0.0,3.0,1.0,5.0,0.62,3.0,0.0,0.0,0.0,2.0,0.0,Matches,Rade Krunic
Max Kruse,GER,FWMF,Union Berlin,Bundesliga,32.0,1988.0,18.1,63.0,3.48,44.0,13.0,2.0,3.0,1.0,0.0,10.0,0.55,9.0,0.0,0.0,1.0,0.0,0.0,Matches,Max Kruse
Lukas Kübler,GER,DF,Freiburg,Bundesliga,27.0,1992.0,9.8,10.0,1.02,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Lukas Kubler
Takefusa Kubo,JPN,MFFW,Villarreal,La Liga,19.0,2001.0,3.3,14.0,4.21,11.0,0.0,2.0,1.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Takefusa Kubo
Takefusa Kubo,JPN,MFFW,Getafe,La Liga,19.0,2001.0,8.9,21.0,2.35,14.0,3.0,2.0,2.0,0.0,0.0,3.0,0.34,2.0,0.0,0.0,1.0,0.0,0.0,Matches,Takefusa Kubo
Juraj Kucka,SVK,MFFW,Parma,Serie A,33.0,1987.0,25.9,50.0,1.93,30.0,1.0,6.0,3.0,10.0,0.0,7.0,0.27,6.0,0.0,1.0,0.0,0.0,0.0,Matches,Juraj Kucka
Kuki,ESP,MF,Valladolid,La Liga,22.0,1998.0,0.3,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,Matches,Kuki
Dejan Kulusevski,SWE,MFFW,Juventus,Serie A,20.0,2000.0,21.4,94.0,4.4,72.0,5.0,6.0,7.0,2.0,2.0,6.0,0.28,5.0,0.0,1.0,0.0,0.0,0.0,Matches,Dejan Kulusevski
Marash Kumbulla,ALB,DF,Roma,Serie A,20.0,2000.0,15.1,7.0,0.46,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Marash Kumbulla
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,25.0,1995.0,5.7,8.0,1.4,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Pierre Kunde
Fabian Kunze,GER,MF,Arminia,Bundesliga,22.0,1998.0,14.1,16.0,1.13,12.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fabian Kunze
Jasmin Kurtić,SVN,MF,Parma,Serie A,31.0,1989.0,30.4,59.0,1.94,42.0,11.0,1.0,5.0,0.0,0.0,6.0,0.2,5.0,0.0,0.0,1.0,0.0,0.0,Matches,Jasmin Kurtic
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,27.0,1992.0,14.2,20.0,1.41,17.0,0.0,0.0,0.0,3.0,0.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0,Matches,Layvin Kurzawa
Dereck Kutesa,SUI,MFFW,Reims,Ligue 1,22.0,1997.0,7.6,16.0,2.1,11.0,0.0,0.0,1.0,3.0,1.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Dereck Kutesa
Ahmed Kutucu,TUR,FWMF,Schalke 04,Bundesliga,20.0,2000.0,1.2,1.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ahmed Kutucu
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,23.0,1997.0,11.5,22.0,1.91,21.0,0.0,0.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Enock Kwateng
Antonino La Gumina,ITA,FW,Sampdoria,Serie A,24.0,1996.0,3.8,4.0,1.06,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.26,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Antonino La Gumina
Gaëtan Laborde,FRA,FWMF,Montpellier,Ligue 1,26.0,1994.0,36.2,78.0,2.16,56.0,0.0,7.0,9.0,4.0,2.0,17.0,0.47,11.0,0.0,2.0,3.0,1.0,0.0,Matches,Gaetan Laborde
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,29.0,1991.0,21.4,46.0,2.15,28.0,0.0,3.0,2.0,9.0,4.0,5.0,0.23,3.0,0.0,0.0,1.0,1.0,0.0,Matches,Alexandre Lacazette
Tom Lacoux,FRA,MF,Bordeaux,Ligue 1,18.0,2002.0,5.8,3.0,0.52,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tom Lacoux
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,20.0,2000.0,28.8,20.0,0.69,15.0,0.0,0.0,4.0,0.0,1.0,4.0,0.14,2.0,0.0,0.0,2.0,0.0,0.0,Matches,Maxence Lacroix
Alban Lafont,FRA,GK,Nantes,Ligue 1,21.0,1999.0,38.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alban Lafont
Víctor Laguardia,ESP,DF,Alavés,La Liga,30.0,1989.0,29.2,12.0,0.41,9.0,1.0,0.0,1.0,0.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Victor Laguardia
Konrad Laimer,AUT,DFFW,RB Leipzig,Bundesliga,23.0,1997.0,0.9,1.0,1.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Konrad Laimer
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,27.0,1992.0,30.8,58.0,1.89,45.0,3.0,2.0,1.0,4.0,3.0,6.0,0.2,3.0,1.0,0.0,0.0,2.0,0.0,Matches,Stefan Lainer
Diego Lainez,MEX,FW,Betis,La Liga,20.0,2000.0,9.6,27.0,2.82,21.0,2.0,3.0,0.0,1.0,0.0,6.0,0.63,3.0,1.0,1.0,0.0,1.0,0.0,Matches,Diego Lainez
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,28.0,1991.0,20.4,52.0,2.55,33.0,17.0,2.0,0.0,0.0,0.0,5.0,0.25,4.0,1.0,0.0,0.0,0.0,0.0,Matches,Kenny Lala
