Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Name_no_spec_chars
Ángel Rodríguez,ESP,FWMF,Getafe,La Liga,33.0,1987.0,15.3,5,35,12,34.3,2.29,0.79,0.11,0.33,16.2,0.0,1,2,5.5,4.0,0.11,-0.5,0.0,Angel Rodriguez
Guido Rodríguez,ARG,MF,Betis,La Liga,26.0,1994.0,31.8,1,30,9,30.0,0.94,0.28,0.03,0.11,19.0,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7,Guido Rodriguez
James Rodríguez,COL,FWMF,Everton,Premier League,29.0,1991.0,19.6,6,37,19,51.4,1.89,0.97,0.16,0.32,19.5,4.0,0,0,3.4,3.4,0.09,2.6,2.6,James Rodriguez
Jay Rodriguez,ENG,FWMF,Burnley,Premier League,31.0,1989.0,14.1,1,30,9,30.0,2.13,0.64,0.03,0.11,17.3,0.0,0,0,2.6,2.6,0.09,-1.6,-1.6,Jay Rodriguez
Miguel Rodríguez,ESP,FWMF,Celta Vigo,La Liga,17.0,2003.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Miguel Rodriguez
Ricardo Rodríguez,SUI,DF,Torino,Serie A,27.0,1992.0,13.8,0,13,2,15.4,0.95,0.15,0.0,0.0,25.8,8.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Ricardo Rodriguez
Víctor Rodríguez,ESP,MF,Elche,La Liga,31.0,1989.0,4.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Victor Rodriguez
Rodrygo,BRA,FW,Real Madrid,La Liga,19.0,2001.0,10.9,1,26,5,19.2,2.38,0.46,0.04,0.2,15.8,1.0,0,0,2.5,2.5,0.1,-1.5,-1.5,Rodrygo
Marko Rog,CRO,MF,Cagliari,Serie A,25.0,1995.0,12.9,0,8,2,25.0,0.62,0.15,0.0,0.0,25.1,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Marko Rog
Rogério,BRA,DF,Sassuolo,Serie A,22.0,1998.0,20.9,0,16,3,18.8,0.77,0.14,0.0,0.0,21.7,0.0,0,0,0.6,0.6,0.03,-0.6,-0.6,Rogerio
Luis Rojas,CHI,MFFW,Crotone,Serie A,18.0,2002.0,1.2,0,1,0,0.0,0.87,0.0,0.0,,25.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Luis Rojas
Alessio Romagnoli,ITA,DF,Milan,Serie A,25.0,1995.0,21.2,1,15,3,20.0,0.71,0.14,0.07,0.33,6.6,0.0,0,0,2.3,2.3,0.15,-1.3,-1.3,Alessio Romagnoli
Cristian Romero,ARG,DF,Atalanta,Serie A,22.0,1998.0,28.3,2,14,7,50.0,0.5,0.25,0.14,0.29,9.4,0.0,0,0,1.8,1.8,0.13,0.2,0.2,Cristian Romero
Oriol Romeu,ESP,MF,Southampton,Premier League,28.0,1991.0,19.6,1,14,4,28.6,0.71,0.2,0.07,0.25,24.0,0.0,0,0,0.4,0.4,0.03,0.6,0.6,Oriol Romeu
Cristiano Ronaldo,POR,FW,Juventus,Serie A,35.0,1985.0,31.1,29,162,60,37.0,5.2,1.93,0.14,0.38,17.6,17.0,6,8,26.5,20.4,0.13,2.5,2.6,Cristiano Ronaldo
Facundo Roncaglia,ARG,DF,Osasuna,La Liga,33.0,1987.0,13.7,1,13,2,15.4,0.95,0.15,0.08,0.5,25.0,0.0,0,0,0.5,0.5,0.04,0.5,0.5,Facundo Roncaglia
Valentin Rongier,FRA,MF,Marseille,Ligue 1,25.0,1994.0,21.0,1,17,6,35.3,0.81,0.29,0.06,0.17,22.8,0.0,0,0,1.0,1.0,0.06,0.0,0.0,Valentin Rongier
Marten de Roon,NED,MF,Atalanta,Serie A,29.0,1991.0,33.6,1,18,3,16.7,0.54,0.09,0.06,0.33,25.5,0.0,0,0,0.7,0.7,0.04,0.3,0.3,Marten de Roon
Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,27.0,1993.0,13.7,0,11,2,18.2,0.81,0.15,0.0,0.0,22.7,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Jerome Roussillon
Nolan Roux,FRA,FW,Nîmes,Ligue 1,32.0,1988.0,7.2,0,10,1,10.0,1.38,0.14,0.0,0.0,21.1,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Nolan Roux
Nicolò Rovella,ITA,MF,Genoa,Serie A,18.0,2001.0,13.2,0,11,2,18.2,0.83,0.15,0.0,0.0,21.0,2.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Nicolo Rovella
Amir Rrahmani,KVX,DF,Napoli,Serie A,26.0,1994.0,12.2,1,5,2,40.0,0.41,0.16,0.2,0.5,8.7,0.0,0,0,0.6,0.6,0.12,0.4,0.4,Amir Rrahmani
Rubén,ESP,GKMF,Osasuna,La Liga,36.0,1984.0,2.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Ruben
Waldo Rubio,ESP,FW,Valladolid,La Liga,24.0,1995.0,4.2,1,8,1,12.5,1.92,0.24,0.0,0.0,23.1,0.0,1,1,1.0,0.3,0.03,0.0,-0.3,Waldo Rubio
John Ruddy,ENG,GK,Wolves,Premier League,33.0,1986.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,John Ruddy
Antonio Rüdiger,GER,DF,Chelsea,Premier League,27.0,1993.0,19.0,1,14,6,42.9,0.74,0.32,0.07,0.17,17.4,0.0,0,0,1.1,1.1,0.08,-0.1,-0.1,Antonio Rudiger
Sebastian Rudy,GER,MFDF,Hoffenheim,Bundesliga,30.0,1990.0,18.6,1,15,8,53.3,0.8,0.43,0.07,0.13,22.0,2.0,0,0,0.6,0.6,0.04,0.4,0.4,Sebastian Rudy
Sebastian Rudy,GER,DF,Schalke 04,Bundesliga,30.0,1990.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,24.5,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Sebastian Rudy
Kevin Rüegg,SUI,DFMF,Hellas Verona,Serie A,21.0,1998.0,2.3,0,1,1,100.0,0.44,0.44,0.0,0.0,24.7,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Kevin Ruegg
Daniele Rugani,ITA,DF,Rennes,Ligue 1,26.0,1994.0,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,8.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Daniele Rugani
Daniele Rugani,ITA,DF,Cagliari,Serie A,26.0,1994.0,11.1,1,3,1,33.3,0.27,0.09,0.33,1.0,6.0,0.0,0,0,0.4,0.4,0.13,0.6,0.6,Daniele Rugani
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,18.0,2002.0,2.3,0,1,0,0.0,0.43,0.0,0.0,,16.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matteo Ruggeri
Mário Rui,POR,DF,Napoli,Serie A,29.0,1991.0,18.5,0,19,2,10.5,1.02,0.11,0.0,0.0,22.7,2.0,0,0,0.7,0.7,0.04,-0.7,-0.7,Mario Rui
Aitor Ruibal,ESP,FWMF,Betis,La Liga,24.0,1996.0,17.7,2,34,13,38.2,1.92,0.73,0.06,0.15,17.3,0.0,0,0,2.6,2.6,0.08,-0.6,-0.6,Aitor Ruibal
Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,24.0,1996.0,28.5,3,43,15,34.9,1.51,0.53,0.07,0.2,21.3,1.0,0,0,2.6,2.6,0.06,0.4,0.4,Fabian Ruiz Pena
Isma Ruiz,ESP,MF,Granada,La Liga,19.0,2001.0,0.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Isma Ruiz
Kays Ruiz,MAR,FWMF,Paris S-G,Ligue 1,17.0,2002.0,2.1,0,2,0,0.0,0.97,0.0,0.0,,22.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Kays Ruiz
Víctor Ruiz,ESP,DF,Betis,La Liga,31.0,1989.0,24.0,2,4,4,100.0,0.17,0.17,0.5,0.5,10.5,0.0,0,0,1.2,1.2,0.29,0.8,0.8,Victor Ruiz
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,28.0,1992.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Geronimo Rulli
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,18.0,2002.0,2.7,1,7,3,42.9,2.61,1.12,0.14,0.33,15.7,0.0,0,0,0.4,0.4,0.06,0.6,0.6,Georginio Rutter
Georginio Rutter,FRA,FWMF,Rennes,Ligue 1,18.0,2002.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Georginio Rutter
Mathew Ryan,AUS,GK,Arsenal,Premier League,28.0,1992.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Mathew Ryan
Mathew Ryan,AUS,GK,Brighton,Premier League,28.0,1992.0,11.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Mathew Ryan
Julian Ryerson,NOR,DFMF,Union Berlin,Bundesliga,22.0,1997.0,11.9,0,6,0,0.0,0.51,0.0,0.0,,22.3,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Julian Ryerson
Frederik Rønnow,DEN,GK,Schalke 04,Bundesliga,27.0,1992.0,10.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Frederik Ronnow
João Victor Santos Sá,BRA,FW,Wolfsburg,Bundesliga,26.0,1994.0,5.2,1,10,2,20.0,1.92,0.38,0.1,0.5,16.9,0.0,0,0,0.5,0.5,0.05,0.5,0.5,Joao Victor Santos Sa
Roli Pereira de Sa,FRA,MFFW,Nantes,Ligue 1,23.0,1996.0,0.6,0,4,0,0.0,6.43,0.0,0.0,,23.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Roli Pereira de Sa
Idriss Saadi,ALG,FWMF,Strasbourg,Ligue 1,28.0,1992.0,1.4,0,5,2,40.0,3.6,1.44,0.0,0.0,10.6,0.0,0,0,1.3,1.3,0.26,-1.3,-1.3,Idriss Saadi
Youssouf Sabaly,SEN,DF,Bordeaux,Ligue 1,27.0,1993.0,32.3,1,13,2,15.4,0.4,0.06,0.08,0.5,22.0,0.0,0,0,0.8,0.8,0.06,0.2,0.2,Youssouf Sabaly
Mathys Saban,FRA,FW,Saint-Étienne,Ligue 1,18.0,2002.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Mathys Saban
Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,26.0,1994.0,22.5,8,56,21,37.5,2.49,0.93,0.07,0.19,23.6,5.0,4,4,7.2,4.2,0.07,0.8,-0.2,Marcel Sabitzer
Alexis Saelemaekers,BEL,FW,Milan,Serie A,21.0,1999.0,22.4,2,28,7,25.0,1.25,0.31,0.07,0.29,17.7,0.0,0,0,2.9,2.9,0.1,-0.9,-0.9,Alexis Saelemaekers
Modibo Sagnan,MLI,DF,Real Sociedad,La Liga,21.0,1999.0,6.9,0,5,1,20.0,0.72,0.14,0.0,0.0,24.1,1.0,0,0,0.6,0.6,0.12,-0.6,-0.6,Modibo Sagnan
Allan Saint-Maximin,FRA,FWMF,Newcastle Utd,Premier League,23.0,1997.0,17.3,3,30,12,40.0,1.73,0.69,0.1,0.25,19.8,0.0,0,0,2.6,2.6,0.09,0.4,0.4,Allan Saint Maximin
Borja Sainz,ESP,MFFW,Alavés,La Liga,19.0,2001.0,5.0,1,8,4,50.0,1.59,0.79,0.13,0.25,16.0,0.0,0,0,1.1,1.1,0.14,-0.1,-0.1,Borja Sainz
Romain Saïss,MAR,DF,Wolves,Premier League,30.0,1990.0,26.7,3,30,12,40.0,1.12,0.45,0.1,0.25,12.5,2.0,0,0,3.5,3.5,0.12,-0.5,-0.5,Romain Saiss
Bukayo Saka,ENG,FWDF,Arsenal,Premier League,18.0,2001.0,28.4,5,61,21,34.4,2.15,0.74,0.08,0.24,15.7,1.0,0,0,6.9,6.9,0.11,-1.9,-1.9,Bukayo Saka
Hiroki Sakai,JPN,DF,Marseille,Ligue 1,30.0,1990.0,26.5,0,3,1,33.3,0.11,0.04,0.0,0.0,8.9,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,Hiroki Sakai
Moïse Sakava,CMR,MF,Reims,Ligue 1,19.0,2000.0,0.1,0,1,0,0.0,11.25,0.0,0.0,,24.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Moise Sakava
Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,30.0,1990.0,3.1,0,1,0,0.0,0.33,0.0,0.0,,12.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Mamadou Sakho
Jacopo Sala,ITA,DF,Spezia,Serie A,28.0,1991.0,4.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Jacopo Sala
Mohamed Salah,EGY,FW,Liverpool,Premier League,28.0,1992.0,34.2,22,120,46,38.3,3.51,1.35,0.13,0.35,15.8,1.0,6,6,20.9,16.4,0.14,1.1,-0.4,Mohamed Salah
Eddy Salcedo,ITA,FWMF,Hellas Verona,Serie A,18.0,2001.0,8.4,2,21,10,47.6,2.5,1.19,0.1,0.2,14.2,0.0,0,0,2.8,2.8,0.13,-0.8,-0.8,Eddy Salcedo
William Saliba,FRA,DF,Nice,Ligue 1,19.0,2001.0,20.0,1,6,1,16.7,0.3,0.05,0.17,1.0,7.9,0.0,0,0,0.6,0.6,0.1,0.4,0.4,William Saliba
Romain Salin,FRA,GK,Rennes,Ligue 1,36.0,1984.0,15.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Romain Salin
Mohammed Salisu,GHA,DF,Southampton,Premier League,21.0,1999.0,9.4,0,4,1,25.0,0.43,0.11,0.0,0.0,11.4,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4,Mohammed Salisu
Roland Sallai,HUN,MFFW,Freiburg,Bundesliga,23.0,1997.0,18.5,8,46,20,43.5,2.49,1.08,0.15,0.35,15.7,3.0,1,1,6.8,6.1,0.13,1.2,0.9,Roland Sallai
Salvi,ESP,MFFW,Cádiz,La Liga,29.0,1991.0,21.5,2,16,5,31.3,0.74,0.23,0.13,0.4,18.2,0.0,0,0,1.9,1.9,0.12,0.1,0.1,Salvi
Lazar Samardzic,GER,MFFW,RB Leipzig,Bundesliga,18.0,2002.0,2.2,0,1,0,0.0,0.45,0.0,0.0,,27.1,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Lazar Samardzic
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,24.0,1996.0,28.5,0,15,1,6.7,0.53,0.04,0.0,0.0,23.5,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6,Diadie Samassekou
Mama Samba Baldé,GNB,FW,Dijon,Ligue 1,24.0,1995.0,24.0,7,59,19,32.2,2.46,0.79,0.12,0.37,14.6,0.0,0,0,7.5,7.5,0.13,-0.5,-0.5,Mama Samba Balde
Junior Sambia,FRA,DFMF,Montpellier,Ligue 1,23.0,1996.0,27.2,1,19,8,42.1,0.7,0.29,0.05,0.13,22.6,5.0,0,0,1.1,1.1,0.06,-0.1,-0.1,Junior Sambia
Frédéric Sammaritano,FRA,FWMF,Dijon,Ligue 1,34.0,1986.0,12.6,0,10,2,20.0,0.8,0.16,0.0,0.0,17.2,1.0,0,0,1.2,1.2,0.12,-1.2,-1.2,Frederic Sammaritano
Fede San Emeterio,ESP,MF,Valladolid,La Liga,23.0,1997.0,16.2,0,3,0,0.0,0.18,0.0,0.0,,23.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Fede San Emeterio
Antonio Sanabria,PAR,FW,Torino,Serie A,24.0,1996.0,10.9,5,19,11,57.9,1.75,1.01,0.26,0.45,14.4,0.0,0,0,3.0,3.0,0.16,2.0,2.0,Antonio Sanabria
Antonio Sanabria,PAR,FW,Betis,La Liga,24.0,1996.0,10.4,3,24,12,50.0,2.32,1.16,0.13,0.25,11.6,0.0,0,0,4.3,4.3,0.18,-1.3,-1.3,Antonio Sanabria
Oihan Sancet,ESP,FWMF,Athletic Club,La Liga,20.0,2000.0,11.5,2,18,6,33.3,1.57,0.52,0.11,0.33,12.1,0.0,0,0,2.9,2.9,0.16,-0.9,-0.9,Oihan Sancet
Renato Sanches,POR,MF,Lille,Ligue 1,22.0,1997.0,14.1,1,21,3,14.3,1.49,0.21,0.05,0.33,22.2,2.0,0,0,2.3,2.3,0.11,-1.3,-1.3,Renato Sanches
Juan Sánchez Miño,ARG,DFMF,Elche,La Liga,30.0,1990.0,5.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Juan Sanchez Mino
Alexis Sánchez,CHI,FW,Inter,Serie A,31.0,1988.0,12.7,7,28,15,53.6,2.2,1.18,0.25,0.47,15.6,4.0,0,1,5.6,4.8,0.17,1.4,2.2,Alexis Sanchez
Davinson Sánchez,COL,DF,Tottenham,Premier League,24.0,1996.0,16.5,0,6,0,0.0,0.36,0.0,0.0,,9.3,0.0,0,0,1.1,1.1,0.18,-1.1,-1.1,Davinson Sanchez
Germán Sánchez,ESP,DF,Granada,La Liga,33.0,1986.0,29.3,3,14,5,35.7,0.48,0.17,0.21,0.6,8.4,0.0,0,0,1.9,1.9,0.14,1.1,1.1,German Sanchez
Javi Sánchez,ESP,DF,Valladolid,La Liga,23.0,1997.0,10.2,0,3,0,0.0,0.29,0.0,0.0,,8.0,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Javi Sanchez
Manuel Sánchez,ESP,DF,Osasuna,La Liga,19.0,2000.0,10.8,0,3,1,33.3,0.28,0.09,0.0,0.0,18.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Manuel Sanchez
Manuel Sánchez,ESP,DF,Atlético Madrid,La Liga,19.0,2000.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Manuel Sanchez
Robert Sánchez,ESP,GK,Brighton,Premier League,22.0,1997.0,27.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Robert Sanchez
Jadon Sancho,ENG,FWMF,Dortmund,Bundesliga,20.0,2000.0,22.9,8,51,15,29.4,2.23,0.65,0.14,0.47,16.6,2.0,1,1,7.4,6.6,0.13,0.6,0.4,Jadon Sancho
Alex Sandro,BRA,DF,Juventus,Serie A,29.0,1991.0,20.6,2,14,3,21.4,0.68,0.15,0.14,0.67,13.6,0.0,0,0,1.2,1.2,0.08,0.8,0.8,Alex Sandro
Leroy Sané,GER,FWMF,Bayern Munich,Bundesliga,24.0,1996.0,20.1,6,58,21,36.2,2.89,1.05,0.1,0.29,18.6,0.0,0,0,5.6,5.6,0.1,0.4,0.4,Leroy Sane
Salif Sané,SEN,DF,Schalke 04,Bundesliga,29.0,1990.0,11.9,0,7,1,14.3,0.59,0.08,0.0,0.0,13.7,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Salif Sane
Oier Sanjurjo,ESP,MF,Osasuna,La Liga,34.0,1986.0,23.2,0,15,4,26.7,0.65,0.17,0.0,0.0,14.9,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Oier Sanjurjo
Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,16.0,2003.0,0.2,0,1,0,0.0,5.29,0.0,0.0,,14.9,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Mohamed Sankoh
Siriki Sanogo,CIV,MF,Benevento,Serie A,18.0,2001.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Siriki Sanogo
Morgan Sanson,FRA,MF,Marseille,Ligue 1,25.0,1994.0,9.2,2,11,3,27.3,1.2,0.33,0.18,0.67,19.1,0.0,0,0,1.2,1.2,0.11,0.8,0.8,Morgan Sanson
Morgan Sanson,FRA,MF,Aston Villa,Premier League,25.0,1994.0,3.3,0,2,0,0.0,0.61,0.0,0.0,,27.0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Morgan Sanson
Nicola Sansone,ITA,FWMF,Bologna,Serie A,28.0,1991.0,13.0,2,31,13,41.9,2.39,1.0,0.06,0.15,16.8,3.0,0,0,3.8,3.8,0.12,-1.8,-1.8,Nicola Sansone
Baptiste Santamaria,FRA,MF,Angers,Ligue 1,25.0,1995.0,3.0,0,6,3,50.0,2.0,1.0,0.0,0.0,19.8,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Baptiste Santamaria
Baptiste Santamaria,FRA,MF,Freiburg,Bundesliga,25.0,1995.0,24.5,1,29,8,27.6,1.18,0.33,0.03,0.13,22.5,0.0,0,0,1.9,1.9,0.06,-0.9,-0.9,Baptiste Santamaria
Federico Santander,PAR,FW,Bologna,Serie A,29.0,1991.0,0.4,0,5,0,0.0,12.16,0.0,0.0,,15.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Federico Santander
Davide Santon,ITA,DF,Roma,Serie A,29.0,1991.0,6.5,0,5,0,0.0,0.77,0.0,0.0,,14.6,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Davide Santon
Samir Santos,BRA,DF,Udinese,Serie A,25.0,1994.0,24.6,1,11,3,27.3,0.45,0.12,0.09,0.33,9.6,0.0,0,0,1.2,1.2,0.11,-0.2,-0.2,Samir Santos
Riccardo Saponara,ITA,FW,Fiorentina,Serie A,28.0,1991.0,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Riccardo Saponara
Riccardo Saponara,ITA,FWMF,Spezia,Serie A,28.0,1991.0,4.3,2,10,4,40.0,2.31,0.93,0.2,0.5,14.3,0.0,0,0,1.0,1.0,0.1,1.0,1.0,Riccardo Saponara
Ivan Šaponjić,SRB,FW,Cádiz,La Liga,22.0,1997.0,4.3,1,10,5,50.0,2.32,1.16,0.0,0.0,10.6,0.0,1,1,1.7,0.9,0.09,-0.7,-0.9,Ivan Saponjic
Pablo Sarabia,ESP,FWMF,Paris S-G,Ligue 1,28.0,1992.0,14.7,6,36,18,50.0,2.45,1.23,0.17,0.33,14.3,2.0,0,0,4.8,4.8,0.13,1.2,1.2,Pablo Sarabia
Josh Sargent,USA,FWMF,Werder Bremen,Bundesliga,20.0,2000.0,27.8,5,46,19,41.3,1.65,0.68,0.11,0.26,14.6,0.0,0,0,5.2,5.2,0.11,-0.2,-0.2,Josh Sargent
Bouna Sarr,GUI,DF,Bayern Munich,Bundesliga,28.0,1992.0,5.0,0,3,0,0.0,0.6,0.0,0.0,,28.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Bouna Sarr
Bouna Sarr,GUI,DF,Marseille,Ligue 1,28.0,1992.0,0.8,0,1,0,0.0,1.18,0.0,0.0,,28.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Bouna Sarr
Sidy Sarr,SEN,MF,Nîmes,Ligue 1,24.0,1996.0,5.1,0,9,1,11.1,1.75,0.19,0.0,0.0,22.2,1.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Sidy Sarr
Marco Sau,ITA,MFFW,Benevento,Serie A,32.0,1987.0,8.7,4,10,5,50.0,1.15,0.57,0.3,0.6,16.3,1.0,1,1,2.4,1.6,0.16,1.6,1.4,Marco Sau
Téji Savanier,FRA,MF,Montpellier,Ligue 1,28.0,1991.0,24.1,5,54,16,29.6,2.24,0.67,0.06,0.19,24.9,11.0,2,3,5.0,2.7,0.05,0.0,0.3,Teji Savanier
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,29.0,1991.0,32.8,1,7,2,28.6,0.21,0.06,0.14,0.5,5.0,0.0,0,0,0.9,0.9,0.13,0.1,0.1,Stefan Savic
Romaine Sawyers,SKN,MF,West Brom,Premier League,28.0,1991.0,16.5,0,4,0,0.0,0.24,0.0,0.0,,23.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Romaine Sawyers
Gianluca Scamacca,ITA,FW,Genoa,Serie A,21.0,1999.0,15.0,8,46,16,34.8,3.06,1.07,0.13,0.38,16.9,1.0,2,2,7.3,5.7,0.12,0.7,0.3,Gianluca Scamacca
Dane Scarlett,ENG,FW,Tottenham,Premier League,16.0,2004.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Dane Scarlett
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,28.0,1991.0,13.8,1,10,4,40.0,0.72,0.29,0.0,0.0,28.4,3.0,1,1,1.2,0.4,0.04,-0.2,-0.4,Fabian Schar
Aurélien Scheidler,FRA,FW,Dijon,Ligue 1,22.0,1998.0,3.8,1,7,2,28.6,1.84,0.53,0.14,0.5,18.5,0.0,0,0,0.5,0.5,0.08,0.5,0.5,Aurelien Scheidler
Nicolás Schiappacasse,URU,MF,Sassuolo,Serie A,21.0,1999.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Nicolas Schiappacasse
Pasquale Schiattarella,ITA,MF,Benevento,Serie A,33.0,1987.0,25.0,1,9,6,66.7,0.36,0.24,0.11,0.17,16.3,0.0,0,0,1.1,1.1,0.12,-0.1,-0.1,Pasquale Schiattarella
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,24.0,1996.0,20.7,9,57,23,40.4,2.75,1.11,0.16,0.39,11.3,1.0,0,0,9.7,9.7,0.17,-0.7,-0.7,Patrik Schick
Sven Schipplock,GER,FWMF,Arminia,Bundesliga,31.0,1988.0,8.3,1,14,5,35.7,1.69,0.6,0.07,0.2,16.6,0.0,0,0,1.1,1.1,0.08,-0.1,-0.1,Sven Schipplock
Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,22.0,1997.0,29.2,2,48,4,8.3,1.65,0.14,0.04,0.5,20.9,0.0,0,0,2.8,2.8,0.06,-0.8,-0.8,Xaver Schlager
Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,23.0,1997.0,18.4,0,9,1,11.1,0.49,0.05,0.0,0.0,14.6,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Keven Schlotterbeck
Nico Schlotterbeck,GER,DF,Union Berlin,Bundesliga,20.0,1999.0,14.3,1,23,8,34.8,1.61,0.56,0.04,0.13,12.0,0.0,0,0,1.3,1.3,0.06,-0.3,-0.3,Nico Schlotterbeck
Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,27.0,1992.0,15.9,2,18,10,55.6,1.13,0.63,0.11,0.2,13.4,0.0,0,0,1.6,1.6,0.09,0.4,0.4,Jeffrey Schlupp
Kasper Schmeichel,DEN,GK,Leicester City,Premier League,33.0,1986.0,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Kasper Schmeichel
Jonathan Schmid,FRA,DFMF,Freiburg,Bundesliga,30.0,1990.0,26.6,2,22,9,40.9,0.83,0.34,0.09,0.22,21.2,6.0,0,0,1.4,1.4,0.06,0.6,0.6,Jonathan Schmid
Romano Schmid,AUT,FWMF,Werder Bremen,Bundesliga,20.0,2000.0,13.1,0,18,3,16.7,1.38,0.23,0.0,0.0,22.0,0.0,0,0,0.6,0.6,0.03,-0.6,-0.6,Romano Schmid
Benno Schmitz,GER,DF,Köln,Bundesliga,25.0,1994.0,4.6,0,4,1,25.0,0.87,0.22,0.0,0.0,16.0,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Benno Schmitz
