Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG,npxG,xA,npxG+xA,xG_per90,xA_per90,xG+xA_per90,npxG_per90,npxG+xA_per90,Name_no_spec_chars
Ibrahima Traoré,GUI,FWDF,M'Gladbach,Bundesliga,32.0,1988.0,7,1,98,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.22,0.22,0.0,0.22,Ibrahima Traore
Ismaël Traoré,CIV,DF,Angers,Ligue 1,33.0,1986.0,34,34,2993,33.3,3,3,3,0,0,3,0,0.09,0.09,0.18,0.09,0.18,1.5,1.5,0.7,2.3,0.05,0.02,0.07,0.05,0.07,Ismael Traore
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,30.0,1990.0,33,33,2970,33.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Trapp
Miguel Trauco,PER,DF,Saint-Étienne,Ligue 1,27.0,1992.0,26,22,2035,22.6,0,2,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,2.7,2.8,0.01,0.12,0.12,0.01,0.12,Miguel Trauco
Trézéguet,EGY,FW,Aston Villa,Premier League,25.0,1994.0,21,12,1166,13.0,2,1,2,0,0,0,0,0.15,0.08,0.23,0.15,0.23,3.8,3.8,2.0,5.8,0.29,0.15,0.45,0.29,0.45,Trezeguet
Manu Trigueros,ESP,MF,Villarreal,La Liga,28.0,1991.0,35,30,2527,28.1,1,6,1,0,0,6,1,0.04,0.21,0.25,0.04,0.25,2.7,2.7,5.1,7.8,0.1,0.18,0.28,0.1,0.28,Manu Trigueros
Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,33.0,1987.0,31,30,2572,28.6,1,9,1,0,0,9,0,0.03,0.31,0.35,0.03,0.35,0.3,0.3,4.9,5.2,0.01,0.17,0.18,0.01,0.18,Christopher Trimmel
Francisco Trincão,POR,FWMF,Barcelona,La Liga,20.0,1999.0,28,3,706,7.8,3,2,3,0,0,1,0,0.38,0.25,0.64,0.38,0.64,3.1,3.1,1.0,4.1,0.4,0.13,0.52,0.4,0.52,Francisco Trincao
Alessandro Tripaldelli,ITA,DF,Cagliari,Serie A,21.0,1999.0,10,3,300,3.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.06,0.06,0.0,0.06,Alessandro Tripaldelli
Kieran Trippier,ENG,DF,Atlético Madrid,La Liga,29.0,1990.0,28,28,2475,27.5,0,6,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22,0.1,0.1,3.6,3.7,0.0,0.13,0.14,0.0,0.14,Kieran Trippier
Leandro Trossard,BEL,FWMF,Brighton,Premier League,25.0,1994.0,35,30,2607,29.0,5,5,5,0,0,2,0,0.17,0.17,0.35,0.17,0.35,5.1,5.1,4.3,9.4,0.18,0.15,0.32,0.18,0.32,Leandro Trossard
Alexis Trouillet,FRA,MF,Nice,Ligue 1,19.0,2000.0,5,1,109,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.06,0.33,0.39,0.06,0.39,Alexis Trouillet
Adrien Truffert,FRA,DFMF,Rennes,Ligue 1,18.0,2001.0,29,23,1951,21.7,1,3,1,0,0,3,0,0.05,0.14,0.18,0.05,0.18,1.5,1.5,2.0,3.5,0.07,0.09,0.16,0.07,0.16,Adrien Truffert
Marvin Tshibuabua,FRA,DF,Saint-Étienne,Ligue 1,18.0,2002.0,1,0,43,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.3,0.0,0.3,0.3,0.3,Marvin Tshibuabua
Kostas Tsimikas,GRE,DF,Liverpool,Premier League,24.0,1996.0,2,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kostas Tsimikas
Axel Tuanzebe,ENG,DF,Manchester Utd,Premier League,22.0,1997.0,9,4,404,4.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Axel Tuanzebe
Alessandro Tuia,ITA,DF,Benevento,Serie A,30.0,1990.0,27,19,1765,19.6,1,0,1,0,0,6,0,0.05,0.0,0.05,0.05,0.05,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03,Alessandro Tuia
Ľubomír Tupta,SVK,MF,Hellas Verona,Serie A,22.0,1998.0,2,1,50,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.39,0.0,0.39,0.39,0.39,Lubomir Tupta
Tuta,BRA,DF,Eint Frankfurt,Bundesliga,21.0,1999.0,19,16,1459,16.2,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.02,0.02,0.01,0.02,Tuta
Iyenoma Udogie,ITA,DFMF,Hellas Verona,Serie A,17.0,2002.0,6,0,170,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.15,0.02,0.17,0.15,0.17,Iyenoma Udogie
Matthieu Udol,FRA,DF,Metz,Ligue 1,24.0,1996.0,25,19,1724,19.2,0,3,0,0,0,1,1,0.0,0.16,0.16,0.0,0.16,0.4,0.4,2.2,2.6,0.02,0.11,0.13,0.02,0.13,Matthieu Udol
Naomichi Ueda,JPN,DF,Nîmes,Ligue 1,25.0,1994.0,9,8,711,7.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.01,0.06,0.07,0.01,0.07,Naomichi Ueda
Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,16.0,2004.0,3,1,65,0.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.09,Chimuanya Ugochukwu
Hwang Ui-jo,KOR,FWMF,Bordeaux,Ligue 1,27.0,1992.0,36,32,2503,27.8,12,3,9,3,3,1,0,0.43,0.11,0.54,0.32,0.43,12.4,10.2,2.1,12.2,0.45,0.08,0.52,0.37,0.44,Hwang Ui jo
Samir Ujkani,KVX,GK,Torino,Serie A,32.0,1988.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Samir Ujkani
Samuel Umtiti,FRA,DF,Barcelona,La Liga,26.0,1993.0,13,6,645,7.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Samuel Umtiti
Enes Ünal,TUR,FW,Getafe,La Liga,23.0,1997.0,28,15,1318,14.6,4,2,3,1,1,4,0,0.27,0.14,0.41,0.2,0.34,4.1,3.3,1.3,4.6,0.28,0.09,0.37,0.22,0.32,Enes Unal
Cengiz Ünder,TUR,MFFW,Leicester City,Premier League,23.0,1997.0,9,1,281,3.1,0,2,0,0,0,0,0,0.0,0.64,0.64,0.0,0.64,0.3,0.3,1.8,2.0,0.08,0.57,0.65,0.08,0.65,Cengiz Under
Dayot Upamecano,FRA,DF,RB Leipzig,Bundesliga,21.0,1998.0,29,27,2330,25.9,1,0,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04,1.0,1.0,0.9,1.9,0.04,0.04,0.07,0.04,0.07,Dayot Upamecano
Kacper Urbanski,POL,MF,Bologna,Serie A,15.0,2004.0,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kacper Urbanski
Mark Uth,GER,FWMF,Schalke 04,Bundesliga,28.0,1991.0,20,18,1494,16.6,3,1,3,0,0,5,0,0.18,0.06,0.24,0.18,0.24,2.8,2.8,1.2,4.0,0.17,0.07,0.24,0.17,0.24,Mark Uth
Tomáš Vaclík,CZE,GK,Sevilla,La Liga,31.0,1989.0,5,5,450,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomas Vaclik
Eugeni Valderrama,ESP,FWMF,Huesca,La Liga,26.0,1994.0,3,1,115,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.06,0.06,0.0,0.06,Eugeni Valderrama
Lautaro Valenti,ARG,DF,Parma,Serie A,21.0,1999.0,11,6,499,5.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Lautaro Valenti
Antoine Valerio,FRA,MF,Nîmes,Ligue 1,20.0,1999.0,1,1,70,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.52,0.52,0.0,0.52,Antoine Valerio
Borja Valero,ESP,MFFW,Fiorentina,Serie A,35.0,1985.0,20,4,491,5.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.02,0.04,0.03,0.04,Borja Valero
Yan Valery,FRA,DFMF,Southampton,Premier League,21.0,1999.0,3,1,103,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.27,0.0,0.27,0.27,0.27,Yan Valery
Jesús Vallejo,ESP,DF,Granada,La Liga,23.0,1997.0,21,15,1348,15.0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Jesus Vallejo
Manu Vallejo,ESP,FW,Valencia,La Liga,23.0,1997.0,30,9,950,10.6,5,0,5,0,0,2,0,0.47,0.0,0.47,0.47,0.47,4.5,4.5,0.3,4.9,0.43,0.03,0.46,0.43,0.46,Manu Vallejo
Federico Valverde,URU,MF,Real Madrid,La Liga,22.0,1998.0,24,15,1330,14.8,3,1,3,0,0,0,0,0.2,0.07,0.27,0.2,0.27,2.0,2.0,3.2,5.2,0.13,0.22,0.35,0.13,0.35,Federico Valverde
Raphaël Varane,FRA,DF,Real Madrid,La Liga,27.0,1993.0,31,31,2715,30.2,2,0,2,0,0,2,0,0.07,0.0,0.07,0.07,0.07,2.1,2.1,0.1,2.2,0.07,0.0,0.07,0.07,0.07,Raphael Varane
Jamie Vardy,ENG,FW,Leicester City,Premier League,33.0,1987.0,34,31,2840,31.6,15,9,7,8,9,1,0,0.48,0.29,0.76,0.22,0.51,19.7,12.8,4.9,17.8,0.62,0.16,0.78,0.41,0.56,Jamie Vardy
Ruben Vargas,SUI,MFFW,Augsburg,Bundesliga,21.0,1998.0,30,18,1612,17.9,6,3,6,0,0,2,1,0.33,0.17,0.5,0.33,0.5,3.8,3.8,2.7,6.5,0.21,0.15,0.36,0.21,0.36,Ruben Vargas
Denis Vavro,SVK,DF,Lazio,Serie A,24.0,1996.0,1,0,32,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denis Vavro
Denis Vavro,SVK,DF,Huesca,La Liga,24.0,1996.0,11,9,611,6.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.04,0.01,0.05,0.04,0.05,Denis Vavro
Franco Vázquez,ARG,FWMF,Sevilla,La Liga,31.0,1989.0,15,1,164,1.8,1,0,1,0,0,1,0,0.55,0.0,0.55,0.55,0.55,0.3,0.3,0.2,0.5,0.18,0.12,0.29,0.18,0.29,Franco Vazquez
Kevin Vázquez,ESP,DF,Celta Vigo,La Liga,27.0,1993.0,8,5,562,6.2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Vazquez
Lucas Vázquez,ESP,DFFW,Real Madrid,La Liga,29.0,1991.0,24,21,1848,20.5,2,5,2,0,0,3,0,0.1,0.24,0.34,0.1,0.34,2.2,2.2,4.3,6.5,0.11,0.21,0.32,0.11,0.32,Lucas Vazquez
Matías Vecino,URU,MF,Inter,Serie A,28.0,1991.0,8,3,283,3.1,1,1,1,0,0,0,0,0.32,0.32,0.64,0.32,0.64,1.3,1.3,0.3,1.6,0.43,0.1,0.52,0.43,0.52,Matias Vecino
Koke Vegas,ESP,GK,Levante,La Liga,24.0,1995.0,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Koke Vegas
Gabriel Veiga,ESP,MFDF,Celta Vigo,La Liga,18.0,2002.0,6,1,118,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Gabriel Veiga
Miloš Veljković,SRB,DF,Werder Bremen,Bundesliga,24.0,1995.0,23,19,1723,19.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.03,0.0,0.03,0.03,0.03,Milos Veljkovic
Miguel Veloso,POR,MF,Hellas Verona,Serie A,34.0,1986.0,21,15,1316,14.6,2,2,0,2,2,1,0,0.14,0.14,0.27,0.0,0.14,1.8,0.3,0.9,1.2,0.13,0.06,0.19,0.02,0.08,Miguel Veloso
Joël Veltman,NED,DF,Brighton,Premier League,28.0,1992.0,28,25,2281,25.3,1,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.1,2.5,0.05,0.04,0.1,0.05,0.1,Joel Veltman
Unai Vencedor Paris,ESP,MF,Athletic Club,La Liga,19.0,2000.0,28,19,1701,18.9,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.02,0.01,0.04,0.02,0.04,Unai Vencedor Paris
Lorenzo Venuti,ITA,DF,Fiorentina,Serie A,25.0,1995.0,28,21,1757,19.5,0,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,1.5,1.7,0.01,0.08,0.09,0.01,0.09,Lorenzo Venuti
Daniele Verde,ITA,FW,Spezia,Serie A,24.0,1996.0,21,12,980,10.9,6,1,6,0,0,1,0,0.55,0.09,0.64,0.55,0.64,3.3,3.3,1.5,4.8,0.3,0.14,0.44,0.3,0.44,Daniele Verde
Simone Verdi,ITA,MFFW,Torino,Serie A,28.0,1992.0,33,17,1620,18.0,1,5,1,0,0,6,0,0.06,0.28,0.33,0.06,0.33,4.0,4.0,5.4,9.4,0.22,0.3,0.52,0.22,0.52,Simone Verdi
Gonzalo Verdú,ESP,DF,Elche,La Liga,31.0,1988.0,33,33,2944,32.7,0,2,0,0,0,11,0,0.0,0.06,0.06,0.0,0.06,0.7,0.7,1.4,2.1,0.02,0.04,0.06,0.02,0.06,Gonzalo Verdu
Jordan Veretout,FRA,MF,Roma,Serie A,27.0,1993.0,29,25,2053,22.8,10,2,5,5,5,4,0,0.44,0.09,0.53,0.22,0.31,7.5,3.7,2.4,6.1,0.33,0.11,0.43,0.16,0.27,Jordan Veretout
Edoardo Vergani,ITA,FW,Bologna,Serie A,19.0,2001.0,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edoardo Vergani
Marco Verratti,ITA,MF,Paris S-G,Ligue 1,27.0,1992.0,21,16,1492,16.6,0,2,0,0,0,7,0,0.0,0.12,0.12,0.0,0.12,1.1,1.1,2.6,3.6,0.06,0.15,0.22,0.06,0.22,Marco Verratti
Valerio Verre,ITA,MF,Sampdoria,Serie A,26.0,1994.0,27,12,998,11.1,3,3,3,0,0,3,0,0.27,0.27,0.54,0.27,0.54,2.3,2.3,1.8,4.1,0.21,0.16,0.37,0.21,0.37,Valerio Verre
Mikel Vesga,ESP,MF,Athletic Club,La Liga,27.0,1993.0,30,20,1722,19.1,0,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,1.6,1.6,1.0,2.7,0.08,0.05,0.14,0.08,0.14,Mikel Vesga
Jannik Vestergaard,DEN,DF,Southampton,Premier League,27.0,1992.0,30,29,2574,28.6,3,0,3,0,0,3,1,0.1,0.0,0.1,0.1,0.1,2.1,2.1,0.6,2.7,0.07,0.02,0.09,0.07,0.09,Jannik Vestergaard
Rúben Vezo,POR,DF,Levante,La Liga,26.0,1994.0,32,25,2316,25.7,1,0,1,0,0,7,0,0.04,0.0,0.04,0.04,0.04,0.3,0.3,0.2,0.5,0.01,0.01,0.02,0.01,0.02,Ruben Vezo
Guglielmo Vicario,ITA,GK,Cagliari,Serie A,23.0,1996.0,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guglielmo Vicario
Iñigo Vicente,ESP,FWMF,Athletic Club,La Liga,22.0,1998.0,3,0,52,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.06,0.54,0.61,0.06,0.61,Inigo Vicente
Fede Vico,ESP,MFFW,Granada,La Liga,26.0,1994.0,20,9,767,8.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.2,1.7,0.06,0.14,0.2,0.06,0.2,Fede Vico
Aleix Vidal,ESP,DF,Sevilla,La Liga,30.0,1989.0,12,5,595,6.6,0,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,1.0,1.0,0.0,0.15,0.15,0.0,0.15,Aleix Vidal
Arturo Vidal,CHI,MF,Inter,Serie A,33.0,1987.0,23,14,1138,12.6,1,1,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,2.5,2.5,1.3,3.8,0.2,0.1,0.3,0.2,0.3,Arturo Vidal
Clément Vidal,FRA,DF,Montpellier,Ligue 1,20.0,2000.0,2,1,86,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clement Vidal
Nacho Vidal,ESP,DF,Osasuna,La Liga,25.0,1995.0,34,25,2348,26.1,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.7,2.2,0.02,0.07,0.08,0.02,0.08,Nacho Vidal
Ronaldo Vieira,GNB,MF,Hellas Verona,Serie A,22.0,1998.0,4,2,226,2.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,0.04,0.02,0.04,Ronaldo Vieira
Luca Vignali,ITA,DF,Spezia,Serie A,24.0,1996.0,21,19,1590,17.7,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.1,0.01,0.06,0.06,0.01,0.06,Luca Vignali
Emanuel Vignato,ITA,FWMF,Bologna,Serie A,19.0,2000.0,31,11,1203,13.4,1,4,1,0,0,4,0,0.07,0.3,0.37,0.07,0.37,1.8,1.8,3.3,5.1,0.13,0.25,0.38,0.13,0.38,Emanuel Vignato
Toni Villa,ESP,MFFW,Valladolid,La Liga,25.0,1995.0,21,10,969,10.8,2,0,2,0,0,2,0,0.19,0.0,0.19,0.19,0.19,0.9,0.9,1.3,2.3,0.09,0.12,0.21,0.09,0.21,Toni Villa
Asier Villalibre,ESP,FW,Athletic Club,La Liga,22.0,1997.0,35,16,1589,17.7,4,2,4,0,0,1,0,0.23,0.11,0.34,0.23,0.34,5.2,5.2,2.0,7.3,0.3,0.12,0.41,0.3,0.41,Asier Villalibre
Gonzalo Villar,ESP,MF,Roma,Serie A,22.0,1998.0,33,21,1859,20.7,0,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,1.1,1.5,0.02,0.05,0.07,0.02,0.07,Gonzalo Villar
Iván Villar,ESP,GK,Celta Vigo,La Liga,23.0,1997.0,21,19,1781,19.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ivan Villar
Rúben Vinagre,POR,DF,Wolves,Premier League,21.0,1999.0,2,1,173,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruben Vinagre
Carlos Vinícius,BRA,FW,Tottenham,Premier League,25.0,1995.0,9,3,308,3.4,1,0,1,0,0,2,0,0.29,0.0,0.29,0.29,0.29,1.4,1.4,0.1,1.5,0.4,0.03,0.43,0.4,0.43,Carlos Vinicius
Nicolas Viola,ITA,MF,Benevento,Serie A,30.0,1989.0,17,12,1036,11.5,5,2,1,4,4,1,0,0.43,0.17,0.61,0.09,0.26,3.8,0.7,1.4,2.1,0.33,0.12,0.44,0.06,0.18,Nicolas Viola
João Virgínia,POR,GK,Everton,Premier League,20.0,1999.0,1,0,48,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joao Virginia
Vitinha,POR,MF,Wolves,Premier League,20.0,2000.0,19,5,520,5.8,0,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,0.6,0.6,0.7,1.3,0.1,0.12,0.22,0.1,0.22,Vitinha
Vitolo,ESP,MFFW,Atlético Madrid,La Liga,30.0,1989.0,10,3,298,3.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.15,0.07,0.22,0.15,0.22,Vitolo
Dušan Vlahović,SRB,FW,Fiorentina,Serie A,20.0,2000.0,37,34,2923,32.5,21,3,15,6,6,1,0,0.65,0.09,0.74,0.46,0.55,18.4,13.9,2.8,16.6,0.57,0.08,0.65,0.43,0.51,Dusan Vlahovic
Michel Vlap,NED,MFFW,Arminia,Bundesliga,23.0,1997.0,7,5,371,4.1,1,1,1,0,0,0,0,0.24,0.24,0.49,0.24,0.49,0.3,0.3,0.6,0.9,0.08,0.15,0.22,0.08,0.22,Michel Vlap
Andreas Voglsammer,GER,FWMF,Arminia,Bundesliga,28.0,1992.0,18,11,1000,11.1,2,2,2,0,0,1,0,0.18,0.18,0.36,0.18,0.36,3.5,3.5,1.8,5.3,0.31,0.16,0.48,0.31,0.48,Andreas Voglsammer
Kevin Vogt,GER,DF,Hoffenheim,Bundesliga,28.0,1991.0,24,20,1841,20.5,0,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.6,0.6,0.0,0.03,0.03,0.0,0.03,Kevin Vogt
Mërgim Vojvoda,KVX,DF,Torino,Serie A,25.0,1995.0,24,17,1359,15.1,2,2,2,0,0,4,0,0.13,0.13,0.26,0.13,0.26,1.3,1.3,0.9,2.2,0.09,0.06,0.14,0.09,0.14,Mergim Vojvoda
Jake Vokins,ENG,DF,Southampton,Premier League,20.0,2000.0,1,1,66,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.22,0.22,0.0,0.22,Jake Vokins
Kevin Volland,GER,FWMF,Monaco,Ligue 1,28.0,1992.0,35,34,2769,30.8,16,7,16,0,0,4,0,0.52,0.23,0.75,0.52,0.75,10.4,10.4,6.2,16.6,0.34,0.2,0.54,0.34,0.54,Kevin Volland
Stefan de Vrij,NED,DF,Inter,Serie A,28.0,1992.0,32,30,2734,30.4,1,0,1,0,0,2,0,0.03,0.0,0.03,0.03,0.03,1.4,1.4,0.4,1.8,0.04,0.01,0.06,0.04,0.06,Stefan de Vrij
Giacomo Vrioni,ALB,MF,Juventus,Serie A,21.0,1998.0,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,5.69,5.69,0.0,5.69,Giacomo Vrioni
Šime Vrsaljko,CRO,DF,Atlético Madrid,La Liga,28.0,1992.0,9,6,519,5.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sime Vrsaljko
Nikola Vukčević,MNE,MF,Levante,La Liga,28.0,1991.0,13,11,810,9.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.02,0.04,0.02,0.04,Nikola Vukcevic
Miloš Vulić,SRB,MF,Crotone,Serie A,23.0,1996.0,25,13,1305,14.5,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,1.0,1.0,1.3,2.2,0.07,0.09,0.15,0.07,0.15,Milos Vulic
Matěj Vydra,CZE,FW,Burnley,Premier League,28.0,1992.0,28,15,1371,15.2,3,2,3,0,0,0,0,0.2,0.13,0.33,0.2,0.33,6.1,6.1,1.8,7.8,0.4,0.12,0.51,0.4,0.51,Matej Vydra
Franklin Wadja,CMR,MF,Lorient,Ligue 1,25.0,1995.0,4,0,33,0.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Franklin Wadja
Walace,BRA,MF,Udinese,Serie A,25.0,1995.0,30,23,2055,22.8,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,0.03,0.02,0.05,0.03,0.05,Walace
Theo Walcott,ENG,MFFW,Southampton,Premier League,31.0,1989.0,21,20,1618,18.0,3,3,3,0,0,0,0,0.17,0.17,0.33,0.17,0.33,3.0,3.0,1.2,4.2,0.17,0.07,0.23,0.17,0.23,Theo Walcott
Theo Walcott,ENG,FW,Everton,Premier League,31.0,1989.0,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Theo Walcott
Kyle Walker,ENG,DF,Manchester City,Premier League,30.0,1990.0,24,22,1946,21.6,1,1,1,0,0,1,0,0.05,0.05,0.09,0.05,0.09,0.2,0.2,0.5,0.8,0.01,0.02,0.04,0.01,0.04,Kyle Walker
Kyle Walker-Peters,ENG,DF,Southampton,Premier League,23.0,1997.0,30,30,2645,29.4,0,2,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,1.1,1.1,1.4,2.5,0.04,0.05,0.08,0.04,0.08,Kyle Walker Peters
Sebastian Walukiewicz,POL,DF,Cagliari,Serie A,20.0,2000.0,19,18,1618,18.0,0,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.5,0.5,0.0,0.5,0.03,0.0,0.03,0.03,0.03,Sebastian Walukiewicz
Silas Wamangituka,COD,DFFW,Stuttgart,Bundesliga,20.0,1999.0,25,24,1919,21.3,11,4,8,3,3,6,0,0.52,0.19,0.7,0.38,0.56,7.3,5.1,5.1,10.1,0.34,0.24,0.58,0.24,0.48,Silas Wamangituka
Aaron Wan-Bissaka,ENG,DF,Manchester Utd,Premier League,22.0,1997.0,34,34,3060,34.0,2,4,2,0,0,3,0,0.06,0.12,0.18,0.06,0.18,0.9,0.9,2.4,3.3,0.03,0.07,0.1,0.03,0.1,Aaron Wan Bissaka
Joel Ward,ENG,DF,Crystal Palace,Premier League,30.0,1989.0,26,25,2256,25.1,0,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04,0.1,0.1,0.4,0.5,0.0,0.02,0.02,0.0,0.02,Joel Ward
