Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Tkl_vs_Drib,Att_vs_Drib,Tkl%_vs_Drib,Past_vs_Drib,Press,Press_Succ,Press_Succ_%,Press_Def_3rd,Press_Mid_3rd,Press_Att_3rd,Blocks,Shot_Blocks,SoT_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Name_no_spec_chars
Kilian Ludewig,GER,DF,Schalke 04,Bundesliga,20.0,2000.0,5.8,14.0,5,9.0,3.0,2.0,6.0,31.0,19.4,25.0,141.0,43.0,30.5,72.0,57.0,12.0,12.0,1.0,0.0,11.0,4,18.0,11.0,0.0,Kilian Ludewig
José Luis Gayà,ESP,DF,Valencia,La Liga,25.0,1995.0,31.6,59.0,35,38.0,17.0,4.0,33.0,69.0,47.8,36.0,364.0,111.0,30.5,195.0,129.0,40.0,37.0,4.0,0.0,33.0,35,94.0,75.0,1.0,Jose Luis Gaya
José Luis Morales,ESP,FWMF,Levante,La Liga,33.0,1987.0,27.1,20.0,13,7.0,11.0,2.0,9.0,45.0,20.0,36.0,436.0,114.0,26.1,67.0,175.0,194.0,30.0,0.0,0.0,30.0,11,31.0,15.0,0.0,Jose Luis Morales
José Luis Palomino,ARG,DF,Atalanta,Serie A,30.0,1990.0,27.0,70.0,43,39.0,26.0,5.0,23.0,45.0,51.1,22.0,413.0,147.0,35.6,195.0,201.0,17.0,49.0,15.0,1.0,34.0,73,143.0,128.0,1.0,Jose Luis Palomino
Florentino Luís,POR,MF,Monaco,Ligue 1,20.0,1999.0,2.7,14.0,8,5.0,6.0,3.0,8.0,14.0,57.1,6.0,46.0,11.0,23.9,11.0,30.0,5.0,3.0,0.0,0.0,3.0,3,17.0,1.0,0.0,Florentino Luis
Luisinho,POR,DF,Huesca,La Liga,35.0,1985.0,2.0,4.0,0,3.0,1.0,0.0,1.0,4.0,25.0,3.0,20.0,7.0,35.0,13.0,6.0,1.0,4.0,0.0,0.0,4.0,1,5.0,10.0,0.0,Luisinho
Luismi,ESP,MFDF,Elche,La Liga,28.0,1992.0,1.9,5.0,4,3.0,2.0,0.0,0.0,0.0,,0.0,25.0,6.0,24.0,10.0,13.0,2.0,1.0,0.0,0.0,1.0,3,8.0,4.0,0.0,Luismi
David Luiz,BRA,DF,Arsenal,Premier League,33.0,1987.0,15.5,15.0,9,7.0,8.0,0.0,5.0,7.0,71.4,2.0,95.0,37.0,38.9,51.0,39.0,5.0,23.0,11.0,0.0,12.0,12,27.0,67.0,0.0,David Luiz
Douglas Luiz,BRA,MF,Aston Villa,Premier League,22.0,1998.0,30.9,63.0,43,28.0,30.0,5.0,18.0,61.0,29.5,43.0,617.0,160.0,25.9,240.0,304.0,73.0,60.0,18.0,0.0,42.0,33,96.0,49.0,0.0,Douglas Luiz
Romelu Lukaku,BEL,FW,Inter,Serie A,27.0,1993.0,32.0,11.0,5,1.0,7.0,3.0,3.0,10.0,30.0,7.0,291.0,80.0,27.5,10.0,98.0,183.0,19.0,5.0,0.0,14.0,3,14.0,34.0,0.0,Romelu Lukaku
Dodi Lukebakio,BEL,FWMF,Hertha BSC,Bundesliga,22.0,1997.0,20.6,26.0,14,17.0,6.0,3.0,4.0,15.0,26.7,11.0,290.0,67.0,23.1,70.0,133.0,87.0,19.0,1.0,0.0,18.0,10,36.0,10.0,0.0,Dodi Lukebakio
Saša Lukić,SRB,MF,Torino,Serie A,23.0,1996.0,23.4,39.0,28,13.0,20.0,6.0,11.0,49.0,22.4,38.0,494.0,134.0,27.1,124.0,270.0,100.0,40.0,5.0,0.0,35.0,15,54.0,15.0,0.0,Sasa Lukic
Senad Lulić,BIH,DFMF,Lazio,Serie A,34.0,1986.0,8.0,19.0,10,9.0,6.0,4.0,6.0,12.0,50.0,6.0,112.0,31.0,27.7,36.0,47.0,29.0,13.0,3.0,0.0,10.0,8,27.0,14.0,0.0,Senad Lulic
John Lundstram,ENG,MF,Sheffield Utd,Premier League,26.0,1994.0,22.6,26.0,12,9.0,14.0,3.0,9.0,43.0,20.9,34.0,350.0,75.0,21.4,108.0,172.0,70.0,39.0,8.0,0.0,31.0,21,47.0,34.0,1.0,John Lundstram
Sebastiano Luperto,ITA,DF,Crotone,Serie A,23.0,1996.0,20.9,33.0,19,25.0,7.0,1.0,9.0,21.0,42.9,12.0,227.0,57.0,25.1,120.0,86.0,21.0,31.0,8.0,0.0,23.0,18,51.0,91.0,1.0,Sebastiano Luperto
Andreas Luthe,GER,GK,Union Berlin,Bundesliga,33.0,1987.0,30.8,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,2.0,Andreas Luthe
Lyanco,BRA,DF,Torino,Serie A,23.0,1997.0,21.8,22.0,11,11.0,9.0,2.0,9.0,20.0,45.0,11.0,159.0,48.0,30.2,89.0,62.0,8.0,48.0,26.0,2.0,22.0,50,72.0,102.0,1.0,Lyanco
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,26.0,1993.0,26.9,34.0,15,21.0,9.0,4.0,15.0,32.0,46.9,17.0,276.0,67.0,24.3,126.0,97.0,53.0,68.0,14.0,0.0,54.0,29,63.0,100.0,0.0,Charalambos Lykogiannis
Yann M'Vila,FRA,MFFW,Saint-Étienne,Ligue 1,30.0,1990.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Yann MVila
Alexis Mac Allister,ARG,MFFW,Brighton,Premier League,21.0,1998.0,12.4,25.0,18,9.0,12.0,4.0,7.0,32.0,21.9,25.0,267.0,85.0,31.8,67.0,114.0,86.0,20.0,3.0,0.0,17.0,11,36.0,5.0,0.0,Alexis Mac Allister
Darwin Machís,VEN,FWMF,Granada,La Liga,27.0,1993.0,22.5,29.0,19,11.0,12.0,6.0,10.0,34.0,29.4,24.0,254.0,75.0,29.5,64.0,110.0,80.0,26.0,3.0,0.0,23.0,39,68.0,20.0,0.0,Darwin Machis
Tim Maciejewski,GER,MF,Union Berlin,Bundesliga,19.0,2001.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Tim Maciejewski
Luca Mack,GER,MF,Stuttgart,Bundesliga,20.0,2000.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Luca Mack
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,21.0,1998.0,6.0,30.0,19,24.0,4.0,2.0,7.0,24.0,29.2,17.0,122.0,38.0,31.1,71.0,39.0,12.0,12.0,2.0,0.0,10.0,2,32.0,11.0,0.0,Yvann Macon
James Maddison,ENG,MFFW,Leicester City,Premier League,23.0,1996.0,23.3,37.0,27,4.0,20.0,13.0,9.0,28.0,32.1,19.0,344.0,94.0,27.3,57.0,176.0,111.0,13.0,1.0,0.0,12.0,11,48.0,6.0,0.0,James Maddison
Mikail Maden,NOR,FW,Schalke 04,Bundesliga,18.0,2002.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mikail Maden
Pablo Maffeo,ESP,DF,Huesca,La Liga,23.0,1997.0,21.8,30.0,22,22.0,6.0,2.0,8.0,21.0,38.1,13.0,258.0,88.0,34.1,114.0,103.0,41.0,36.0,7.0,1.0,29.0,32,62.0,45.0,0.0,Pablo Maffeo
Lisandro Magallán,ARG,DF,Crotone,Serie A,26.0,1993.0,24.2,67.0,41,36.0,28.0,3.0,24.0,44.0,54.5,20.0,355.0,121.0,34.1,188.0,150.0,17.0,40.0,16.0,0.0,24.0,36,103.0,108.0,4.0,Lisandro Magallan
Christian Maggio,ITA,DF,Benevento,Serie A,38.0,1982.0,3.3,9.0,5,5.0,3.0,1.0,2.0,6.0,33.3,4.0,50.0,14.0,28.0,21.0,20.0,9.0,8.0,2.0,0.0,6.0,2,11.0,2.0,0.0,Christian Maggio
Giulio Maggiore,ITA,MF,Spezia,Serie A,22.0,1998.0,24.6,72.0,48,27.0,36.0,9.0,22.0,52.0,42.3,30.0,495.0,138.0,27.9,118.0,265.0,112.0,37.0,6.0,0.0,31.0,27,99.0,27.0,0.0,Giulio Maggiore
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,35.0,1984.0,4.9,10.0,8,5.0,4.0,1.0,5.0,15.0,33.3,10.0,73.0,25.0,34.2,31.0,34.0,8.0,10.0,2.0,0.0,8.0,5,15.0,19.0,0.0,Francesco Magnanelli
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,24.0,1995.0,16.8,26.0,12,17.0,8.0,1.0,6.0,13.0,46.2,7.0,222.0,86.0,38.7,104.0,110.0,8.0,35.0,18.0,0.0,17.0,48,74.0,131.0,3.0,Giangiacomo Magnani
Hugo Magnetti,FRA,MF,Brest,Ligue 1,22.0,1998.0,6.7,32.0,16,15.0,16.0,1.0,9.0,32.0,28.1,23.0,181.0,62.0,34.3,67.0,103.0,11.0,7.0,1.0,0.0,6.0,13,45.0,20.0,0.0,Hugo Magnetti
Harry Maguire,ENG,DF,Manchester Utd,Premier League,27.0,1993.0,33.9,30.0,18,20.0,10.0,0.0,14.0,26.0,53.8,12.0,191.0,67.0,35.1,107.0,76.0,8.0,45.0,24.0,0.0,21.0,61,91.0,176.0,1.0,Harry Maguire
Abdallahi Mahmoud,MTN,MF,Alavés,La Liga,20.0,2000.0,0.7,3.0,2,1.0,2.0,0.0,1.0,2.0,50.0,1.0,14.0,4.0,28.6,5.0,6.0,3.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,Abdallahi Mahmoud
Hicham Mahou,FRA,DF,Nice,Ligue 1,21.0,1999.0,0.4,3.0,1,3.0,0.0,0.0,1.0,2.0,50.0,1.0,9.0,1.0,11.1,4.0,3.0,2.0,3.0,0.0,0.0,3.0,1,4.0,0.0,0.0,Hicham Mahou
Riyad Mahrez,ALG,FW,Manchester City,Premier League,29.0,1991.0,21.7,20.0,15,3.0,9.0,8.0,8.0,35.0,22.9,27.0,253.0,59.0,23.3,26.0,113.0,114.0,24.0,1.0,0.0,23.0,6,26.0,3.0,0.0,Riyad Mahrez
Arne Maier,GER,MF,Arminia,Bundesliga,21.0,1999.0,11.5,19.0,14,5.0,12.0,2.0,7.0,16.0,43.8,9.0,184.0,56.0,30.4,51.0,97.0,36.0,20.0,3.0,0.0,17.0,9,28.0,16.0,0.0,Arne Maier
Arne Maier,GER,MF,Hertha BSC,Bundesliga,21.0,1999.0,0.3,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,1.0,33.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Arne Maier
Habib Maïga,CIV,MF,Metz,Ligue 1,24.0,1996.0,29.9,87.0,56,42.0,39.0,6.0,37.0,90.0,41.1,53.0,700.0,210.0,30.0,256.0,372.0,72.0,51.0,9.0,0.0,42.0,41,128.0,48.0,0.0,Habib Maiga
Mike Maignan,FRA,GK,Lille,Ligue 1,24.0,1995.0,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,Mike Maignan
Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,22.0,1997.0,5.4,17.0,11,9.0,6.0,2.0,8.0,11.0,72.7,3.0,113.0,25.0,22.1,48.0,44.0,21.0,13.0,3.0,0.0,10.0,13,30.0,12.0,1.0,Ainsley Maitland Niles
Ainsley Maitland-Niles,ENG,MF,West Brom,Premier League,22.0,1997.0,13.7,20.0,14,9.0,6.0,5.0,5.0,28.0,17.9,23.0,327.0,104.0,31.8,99.0,150.0,78.0,19.0,2.0,0.0,17.0,25,45.0,26.0,0.0,Ainsley Maitland Niles
Josh Maja,NGA,FW,Bordeaux,Ligue 1,21.0,1998.0,8.9,7.0,2,3.0,3.0,1.0,1.0,12.0,8.3,11.0,155.0,45.0,29.0,12.0,74.0,69.0,5.0,0.0,0.0,5.0,5,12.0,9.0,0.0,Josh Maja
Josh Maja,NGA,FWMF,Fulham,Premier League,21.0,1998.0,9.0,7.0,6,1.0,3.0,3.0,2.0,7.0,28.6,5.0,113.0,35.0,31.0,8.0,49.0,56.0,5.0,1.0,0.0,4.0,4,11.0,2.0,0.0,Josh Maja
Radosław Majecki,POL,GK,Monaco,Ligue 1,20.0,1999.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Radoslaw Majecki
Abdul Majeed Waris,GHA,FWMF,Strasbourg,Ligue 1,28.0,1991.0,6.1,1.0,1,0.0,0.0,1.0,0.0,4.0,0.0,4.0,55.0,15.0,27.3,16.0,25.0,14.0,5.0,1.0,0.0,4.0,3,4.0,3.0,0.0,Abdul Majeed Waris
Marco Majouga,FRA,FWMF,Nîmes,Ligue 1,19.0,2001.0,1.2,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,2.0,20.0,0.0,2.0,8.0,1.0,0.0,0.0,1.0,1,1.0,1.0,0.0,Marco Majouga
Jean-Victor Makengo,FRA,MF,Udinese,Serie A,22.0,1998.0,5.8,9.0,7,5.0,2.0,2.0,2.0,14.0,14.3,12.0,105.0,29.0,27.6,44.0,44.0,17.0,5.0,1.0,0.0,4.0,3,12.0,5.0,0.0,Jean Victor Makengo
Nemanja Maksimović,SRB,MF,Getafe,La Liga,25.0,1995.0,30.3,56.0,35,25.0,23.0,8.0,11.0,50.0,22.0,39.0,620.0,170.0,27.4,151.0,357.0,112.0,58.0,11.0,0.0,47.0,50,106.0,81.0,1.0,Nemanja Maksimovic
Nikola Maksimović,SRB,DF,Napoli,Serie A,28.0,1991.0,13.4,21.0,6,12.0,8.0,1.0,6.0,15.0,40.0,9.0,115.0,39.0,33.9,67.0,44.0,4.0,18.0,7.0,0.0,11.0,16,37.0,65.0,1.0,Nikola Maksimovic
Adilson Malanda,FRA,MF,Nîmes,Ligue 1,18.0,2001.0,0.2,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Adilson Malanda
Filip Malbašić,SRB,FWMF,Cádiz,La Liga,27.0,1992.0,9.6,14.0,8,5.0,6.0,3.0,5.0,18.0,27.8,13.0,197.0,42.0,21.3,31.0,94.0,72.0,15.0,0.0,0.0,15.0,4,18.0,4.0,0.0,Filip Malbasic
Kévin Malcuit,MAR,DF,Fiorentina,Serie A,29.0,1991.0,2.3,4.0,2,2.0,2.0,0.0,0.0,3.0,0.0,3.0,28.0,8.0,28.6,10.0,10.0,8.0,7.0,0.0,0.0,7.0,2,6.0,5.0,0.0,Kevin Malcuit
Kévin Malcuit,MAR,MFFW,Napoli,Serie A,29.0,1991.0,0.4,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,11.0,2.0,18.2,5.0,4.0,2.0,1.0,0.0,0.0,1.0,2,3.0,1.0,0.0,Kevin Malcuit
Daniel Maldini,ITA,FWMF,Milan,Serie A,18.0,2001.0,0.3,1.0,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,16.0,7.0,43.8,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Daniel Maldini
Ruslan Malinovskyi,UKR,FWMF,Atalanta,Serie A,27.0,1993.0,20.8,23.0,17,1.0,16.0,6.0,5.0,20.0,25.0,15.0,411.0,111.0,27.0,46.0,184.0,181.0,19.0,1.0,0.0,18.0,3,26.0,6.0,1.0,Ruslan Malinovskyi
Yunus Mallı,TUR,MF,Wolfsburg,Bundesliga,28.0,1992.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Yunus Malli
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,29.0,1991.0,28.9,72.0,37,40.0,31.0,1.0,27.0,50.0,54.0,23.0,411.0,119.0,29.0,170.0,176.0,65.0,72.0,9.0,0.0,63.0,29,101.0,98.0,1.0,Hugo Mallo
Mickael Malsa,MTQ,MF,Levante,La Liga,24.0,1995.0,26.0,63.0,36,30.0,30.0,3.0,21.0,55.0,38.2,34.0,458.0,134.0,29.3,166.0,258.0,34.0,42.0,9.0,1.0,33.0,51,114.0,47.0,1.0,Mickael Malsa
Dennis Man,ROU,FWMF,Parma,Serie A,21.0,1998.0,7.8,11.0,4,6.0,4.0,1.0,6.0,24.0,25.0,18.0,114.0,23.0,20.2,27.0,55.0,32.0,7.0,0.0,0.0,7.0,6,17.0,5.0,0.0,Dennis Man
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,20.0,1999.0,5.1,6.0,4,4.0,2.0,0.0,2.0,7.0,28.6,5.0,98.0,23.0,23.5,41.0,46.0,11.0,7.0,0.0,0.0,7.0,1,7.0,8.0,0.0,Hianga Mananga Mbock
Vincent Manceau,FRA,DF,Angers,Ligue 1,31.0,1989.0,25.7,45.0,24,24.0,19.0,2.0,22.0,60.0,36.7,38.0,335.0,99.0,29.6,170.0,122.0,43.0,47.0,3.0,0.0,44.0,36,81.0,64.0,0.0,Vincent Manceau
Gianluca Mancini,ITA,DF,Roma,Serie A,24.0,1996.0,31.7,66.0,40,36.0,25.0,5.0,16.0,35.0,45.7,19.0,440.0,153.0,34.8,218.0,193.0,29.0,53.0,21.0,0.0,32.0,71,137.0,107.0,0.0,Gianluca Mancini
Steve Mandanda,FRA,GK,Marseille,Ligue 1,35.0,1985.0,37.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Steve Mandanda
Reinildo Mandava,MOZ,DF,Lille,Ligue 1,26.0,1994.0,24.2,79.0,52,44.0,28.0,7.0,36.0,60.0,60.0,24.0,351.0,119.0,33.9,141.0,149.0,61.0,54.0,4.0,0.0,50.0,55,134.0,76.0,0.0,Reinildo Mandava
Aïssa Mandi,ALG,DF,Betis,La Liga,28.0,1991.0,26.6,30.0,20,21.0,9.0,0.0,8.0,14.0,57.1,6.0,163.0,60.0,36.8,102.0,52.0,9.0,34.0,16.0,2.0,18.0,33,63.0,118.0,0.0,Aissa Mandi
Rolando Mandragora,ITA,MF,Udinese,Serie A,23.0,1997.0,4.4,8.0,5,3.0,4.0,1.0,3.0,12.0,25.0,9.0,71.0,16.0,22.5,32.0,28.0,11.0,14.0,3.0,0.0,11.0,3,11.0,5.0,0.0,Rolando Mandragora
Rolando Mandragora,ITA,MF,Torino,Serie A,23.0,1997.0,16.9,26.0,17,10.0,10.0,6.0,8.0,33.0,24.2,25.0,354.0,91.0,25.7,119.0,170.0,65.0,18.0,6.0,0.0,12.0,19,45.0,27.0,0.0,Rolando Mandragora
Mario Mandžukić,CRO,FW,Milan,Serie A,34.0,1986.0,2.4,8.0,5,3.0,4.0,1.0,0.0,1.0,0.0,1.0,62.0,20.0,32.3,11.0,24.0,27.0,0.0,0.0,0.0,0.0,1,9.0,3.0,0.0,Mario Mandzukic
Sadio Mané,SEN,FW,Liverpool,Premier League,28.0,1992.0,31.2,42.0,32,8.0,18.0,16.0,9.0,26.0,34.6,17.0,467.0,158.0,33.8,65.0,167.0,235.0,39.0,2.0,0.0,37.0,15,57.0,7.0,0.0,Sadio Mane
Niccolò Manfredini,ITA,GK,Benevento,Serie A,32.0,1988.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Niccolo Manfredini
Eliaquim Mangala,FRA,DF,Valencia,La Liga,29.0,1991.0,3.6,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,37.0,8.0,21.6,30.0,5.0,2.0,8.0,6.0,0.0,2.0,4,5.0,26.0,0.0,Eliaquim Mangala
Orel Mangala,BEL,MF,Stuttgart,Bundesliga,22.0,1998.0,23.4,30.0,18,12.0,14.0,4.0,12.0,25.0,48.0,13.0,232.0,72.0,31.0,58.0,131.0,43.0,55.0,14.0,0.0,41.0,27,57.0,28.0,0.0,Orel Mangala
Thomas Mangani,FRA,MF,Angers,Ligue 1,33.0,1987.0,29.9,64.0,49,27.0,32.0,5.0,25.0,84.0,29.8,59.0,640.0,172.0,26.9,202.0,377.0,61.0,43.0,7.0,0.0,36.0,33,97.0,62.0,0.0,Thomas Mangani
Vito Mannone,ITA,GK,Monaco,Ligue 1,32.0,1988.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Vito Mannone
Kostas Manolas,GRE,DF,Napoli,Serie A,29.0,1991.0,25.5,34.0,21,26.0,8.0,0.0,13.0,24.0,54.2,11.0,173.0,62.0,35.8,116.0,50.0,7.0,35.0,16.0,0.0,19.0,26,60.0,97.0,2.0,Kostas Manolas
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,26.0,1994.0,9.2,27.0,14,10.0,14.0,3.0,9.0,15.0,60.0,6.0,123.0,33.0,26.8,44.0,46.0,33.0,17.0,2.0,0.0,15.0,8,35.0,21.0,0.0,Javier Manquillo
Juan Manuel Ramos,URU,DF,Spezia,Serie A,23.0,1996.0,3.3,4.0,1,2.0,1.0,1.0,2.0,4.0,50.0,2.0,27.0,10.0,37.0,14.0,7.0,6.0,6.0,0.0,0.0,6.0,2,6.0,8.0,0.0,Juan Manuel Ramos
Myziane Maolida,FRA,FWMF,Nice,Ligue 1,21.0,1999.0,12.0,18.0,11,4.0,7.0,7.0,5.0,13.0,38.5,8.0,174.0,41.0,23.6,37.0,70.0,67.0,7.0,2.0,0.0,5.0,5,23.0,4.0,0.0,Myziane Maolida
Faitout Maouassa,FRA,DF,Rennes,Ligue 1,22.0,1998.0,13.0,26.0,18,13.0,8.0,5.0,10.0,21.0,47.6,11.0,142.0,52.0,36.6,58.0,58.0,26.0,25.0,3.0,1.0,22.0,12,38.0,35.0,0.0,Faitout Maouassa
Sekou Mara,FRA,FW,Bordeaux,Ligue 1,18.0,2002.0,2.5,4.0,3,1.0,2.0,1.0,1.0,6.0,16.7,5.0,67.0,12.0,17.9,8.0,38.0,21.0,0.0,0.0,0.0,0.0,0,4.0,1.0,0.0,Sekou Mara
Maranhão,BRA,FW,Valladolid,La Liga,23.0,1996.0,13.1,7.0,4,3.0,2.0,2.0,1.0,12.0,8.3,11.0,228.0,56.0,24.6,25.0,98.0,105.0,18.0,2.0,0.0,16.0,1,8.0,12.0,0.0,Maranhao
Fernando Marçal,BRA,DF,Wolves,Premier League,31.0,1989.0,6.9,10.0,4,5.0,5.0,0.0,2.0,7.0,28.6,5.0,72.0,20.0,27.8,31.0,28.0,13.0,19.0,2.0,0.0,17.0,8,18.0,23.0,0.0,Fernando Marcal
Fernando Marçal,BRA,DF,Lyon,Ligue 1,31.0,1989.0,0.9,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0,Fernando Marcal
Marcelo,BRA,DF,Real Madrid,La Liga,32.0,1988.0,11.7,25.0,17,10.0,5.0,10.0,10.0,25.0,40.0,15.0,145.0,48.0,33.1,49.0,48.0,48.0,22.0,2.0,0.0,20.0,9,34.0,24.0,0.0,Marcelo
Marcelo,BRA,DF,Lyon,Ligue 1,33.0,1987.0,32.3,49.0,26,32.0,16.0,1.0,15.0,25.0,60.0,10.0,212.0,67.0,31.6,103.0,100.0,9.0,46.0,22.0,2.0,24.0,38,87.0,175.0,3.0,Marcelo
Solly March,ENG,DF,Brighton,Premier League,26.0,1994.0,18.6,56.0,35,29.0,18.0,9.0,15.0,33.0,45.5,18.0,240.0,71.0,29.6,86.0,84.0,70.0,50.0,6.0,0.0,44.0,19,75.0,16.0,0.0,Solly March
Federico Marchetti,ITA,GK,Genoa,Serie A,37.0,1983.0,3.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Federico Marchetti
Riccardo Marchizza,ITA,DF,Spezia,Serie A,22.0,1998.0,17.3,23.0,12,16.0,4.0,3.0,10.0,18.0,55.6,8.0,173.0,50.0,28.9,74.0,63.0,36.0,22.0,6.0,0.0,16.0,19,42.0,37.0,0.0,Riccardo Marchizza
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,28.0,1992.0,33.5,41.0,26,20.0,18.0,3.0,8.0,23.0,34.8,15.0,222.0,79.0,35.6,106.0,95.0,21.0,70.0,42.0,0.0,28.0,37,78.0,135.0,1.0,Gian Marco Ferrari
Iván Marcone,ARG,MF,Elche,La Liga,30.0,1990.0,29.4,64.0,48,38.0,21.0,5.0,28.0,78.0,35.9,50.0,376.0,123.0,32.7,198.0,158.0,20.0,46.0,9.0,0.0,37.0,36,100.0,46.0,0.0,Ivan Marcone
Óscar de Marcos,ESP,DFMF,Athletic Club,La Liga,31.0,1989.0,16.9,22.0,17,12.0,7.0,3.0,11.0,32.0,34.4,21.0,203.0,53.0,26.1,69.0,88.0,46.0,34.0,1.0,1.0,33.0,19,41.0,40.0,0.0,Oscar de Marcos
Dario Maresic,AUT,DF,Reims,Ligue 1,20.0,1999.0,5.7,12.0,6,8.0,4.0,0.0,5.0,11.0,45.5,6.0,42.0,12.0,28.6,23.0,16.0,3.0,7.0,2.0,0.0,5.0,6,18.0,27.0,0.0,Dario Maresic
José Mari,ESP,MF,Cádiz,La Liga,32.0,1987.0,16.1,30.0,22,11.0,16.0,3.0,11.0,30.0,36.7,19.0,265.0,90.0,34.0,94.0,148.0,23.0,25.0,9.0,0.0,16.0,15,45.0,53.0,1.0,Jose Mari
Pablo Marí,ESP,DF,Arsenal,Premier League,26.0,1993.0,10.0,14.0,11,11.0,3.0,0.0,4.0,11.0,36.4,7.0,68.0,27.0,39.7,41.0,25.0,2.0,13.0,7.0,0.0,6.0,5,19.0,56.0,0.0,Pablo Mari
José María Giménez,URU,DF,Atlético Madrid,La Liga,25.0,1995.0,19.6,23.0,15,19.0,4.0,0.0,10.0,19.0,52.6,9.0,117.0,32.0,27.4,70.0,39.0,8.0,27.0,11.0,0.0,16.0,21,44.0,91.0,0.0,Jose Maria Gimenez
Mariano,DOM,FW,Real Madrid,La Liga,26.0,1993.0,5.7,2.0,2,0.0,1.0,1.0,0.0,6.0,0.0,6.0,107.0,24.0,22.4,12.0,47.0,48.0,5.0,1.0,0.0,4.0,0,2.0,2.0,0.0,Mariano
Jordan Marié,FRA,MF,Dijon,Ligue 1,28.0,1991.0,15.9,40.0,29,15.0,23.0,2.0,15.0,52.0,28.8,37.0,369.0,107.0,29.0,104.0,211.0,54.0,22.0,4.0,0.0,18.0,21,61.0,13.0,2.0,Jordan Marie
Adrián Marín,ESP,DFMF,Alavés,La Liga,23.0,1997.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,24.0,6.0,25.0,4.0,12.0,8.0,5.0,1.0,0.0,4.0,1,2.0,3.0,0.0,Adrian Marin
